label,cond,abs_disc,eqn
4288.b.548864.1,4288,548864,"[[0,0,1,2,4,2,1],[1,1]]"
43008.a.86016.1,43008,86016,"[[-2,-3,-6,-5,-5,-2,-1],[]]"
432128.a.864256.1,432128,864256,"[[-1,3,-2,5,-1,2],[]]"
432128.b.864256.1,432128,864256,"[[1,3,2,5,1,2],[]]"
43264.e.692224.1,43264,692224,"[[16,0,-45,0,13,0,-1],[0,1]]"
43264.f.692224.1,43264,692224,"[[-16,0,-45,0,-13,0,-1],[0,1]]"
434176.a.868352.1,434176,868352,"[[4,2,8,3,4,1],[]]"
434176.b.868352.1,434176,868352,"[[-4,2,-8,3,-4,1],[]]"
4352.b.278528.1,4352,278528,"[[0,2,1,-4,-1,2],[]]"
4352.c.557056.1,4352,557056,"[[-136,0,49,0,-6],[0,0,0,1]]"
4352.c.557056.2,4352,557056,"[[136,0,49,0,6],[0,0,0,1]]"
43776.b.700416.1,43776,700416,"[[0,-1,0,4,-6,4],[1]]"
438272.a.876544.1,438272,876544,"[[2,-2,5,-3,-3,2],[]]"
438272.b.876544.1,438272,876544,"[[-2,-2,-5,-3,3,2],[]]"
438272.c.876544.1,438272,876544,"[[-4,6,-4,5,-1,1],[]]"
438272.d.876544.1,438272,876544,"[[-2,-3,3,5,2,2],[]]"
442368.a.442368.1,442368,442368,"[[0,1,-2,0,-2,1],[]]"
442368.b.442368.1,442368,442368,"[[0,1,2,0,2,1],[]]"
44544.b.356352.1,44544,356352,"[[1,0,0,3,-2,2],[]]"
44800.a.716800.1,44800,716800,"[[-5,6,5,-3,0,1],[]]"
45056.a.45056.1,45056,45056,"[[-2,0,3,5,3,1],[]]"
45056.b.45056.1,45056,45056,"[[2,0,-3,5,-3,1],[]]"
45056.c.720896.1,45056,720896,"[[-1,1,0,-2,1,1],[]]"
45056.d.720896.1,45056,720896,"[[-1,-1,-2,0,-1,1],[]]"
45056.e.720896.1,45056,720896,"[[1,-1,2,0,1,1],[]]"
45056.f.720896.1,45056,720896,"[[1,1,0,-2,-1,1],[]]"
45056.g.720896.1,45056,720896,"[[-1,-1,2,0,-1,1],[]]"
45056.h.720896.1,45056,720896,"[[1,-1,-2,0,1,1],[]]"
454656.a.454656.1,454656,454656,"[[-6,8,-10,0,1,-3,-1],[]]"
454656.b.454656.1,454656,454656,"[[6,8,10,0,-1,-3,1],[]]"
454656.c.454656.1,454656,454656,"[[-6,12,2,-7,0,1],[]]"
454656.d.454656.1,454656,454656,"[[-2,-4,-8,-8,-7,-3,-1],[]]"
454656.e.454656.1,454656,454656,"[[2,-4,8,-8,7,-3,1],[]]"
454656.f.454656.1,454656,454656,"[[6,12,-2,-7,0,1],[]]"
45568.d.729088.1,45568,729088,"[[1,1,4,-1,-3],[0,1,0,1]]"
456704.a.913408.1,456704,913408,"[[-1,4,-5,1,0,1],[]]"
456704.b.913408.1,456704,913408,"[[0,2,0,-1,1,1],[]]"
458752.a.458752.1,458752,458752,"[[-2,-3,-2,0,-2,-3,-2],[]]"
458752.b.458752.1,458752,458752,"[[2,-3,2,0,2,-3,2],[]]"
458752.c.458752.1,458752,458752,"[[0,1,-4,4,-4,1],[]]"
458752.d.458752.1,458752,458752,"[[0,1,4,4,4,1],[]]"
4608.c.884736.1,4608,884736,"[[-2,10,-13,-2,7,2],[]]"
4608.c.884736.2,4608,884736,"[[2,10,13,-2,-7,2],[]]"
46080.e.184320.1,46080,184320,"[[0,2,-3,5,-3,2],[]]"
46080.f.184320.1,46080,184320,"[[0,2,3,5,3,2],[]]"
46080.i.552960.1,46080,552960,"[[1,0,-5,-1,6,3],[]]"
46080.j.552960.1,46080,552960,"[[1,-1,-1,-1,1,1],[]]"
46080.k.552960.1,46080,552960,"[[-1,-1,1,-1,-1,1],[]]"
46080.l.552960.1,46080,552960,"[[1,1,-1,-1,-1,1],[]]"
46080.m.552960.1,46080,552960,"[[-1,1,1,-1,1,1],[]]"
466944.a.933888.1,466944,933888,"[[1,-5,5,3,0,2],[]]"
466944.b.933888.1,466944,933888,"[[-1,-5,-5,3,0,2],[]]"
47104.h.94208.1,47104,94208,"[[-1,-3,-4,-1,2,2],[]]"
47104.i.188416.1,47104,188416,"[[-1,1,-4,3,-4,2],[]]"
47104.j.188416.1,47104,188416,"[[-7,-20,-1,39,30,2],[]]"
47104.k.188416.1,47104,188416,"[[1,0,-3,-1,2,2],[]]"
4736.a.303104.1,4736,303104,"[[-16,8,18,-1,-4],[0,0,0,1]]"
4736.b.303104.1,4736,303104,"[[0,2,3,-5,-4,4],[1]]"
4736.c.606208.1,4736,606208,"[[0,2,7,0,-6,2],[]]"
4736.d.606208.1,4736,606208,"[[4,0,-8,-1,4,1],[]]"
4736.e.606208.1,4736,606208,"[[2,10,14,0,-7,2],[]]"
4736.e.606208.2,4736,606208,"[[2,-2,4,-4,3,-2,1],[]]"
47360.d.757760.1,47360,757760,"[[-24,20,10,-8,-2,1],[0,0,0,1]]"
47360.e.757760.1,47360,757760,"[[-4,8,2,-7,-1,1],[]]"
475136.a.475136.1,475136,475136,"[[0,-1,-2,-1,-2,1],[]]"
475136.b.475136.1,475136,475136,"[[-3,-1,3,-1,-1,1],[]]"
475136.c.475136.1,475136,475136,"[[3,-1,-3,-1,1,1],[]]"
475136.d.475136.1,475136,475136,"[[0,-1,2,-1,2,1],[]]"
475136.e.950272.1,475136,950272,"[[-2,-1,6,1,-4,2],[]]"
475136.f.950272.1,475136,950272,"[[-2,9,-10,-3,6,2],[]]"
475136.g.950272.1,475136,950272,"[[2,-1,-6,1,4,2],[]]"
475136.h.950272.1,475136,950272,"[[-2,6,-5,5,-8,2],[]]"
475136.i.950272.1,475136,950272,"[[2,6,5,5,8,2],[]]"
475136.j.950272.1,475136,950272,"[[2,9,10,-3,-6,2],[]]"
487424.a.487424.1,487424,487424,"[[-2,3,-1,1,-3,-1,-1],[]]"
487424.b.487424.1,487424,487424,"[[2,3,1,1,3,-1,1],[]]"
4896.a.626688.1,4896,626688,"[[1,-1,2,0,1,1],[0,1,0,1]]"
49152.a.98304.1,49152,98304,"[[-2,8,-7,-3,3,1],[]]"
49152.b.98304.1,49152,98304,"[[2,8,7,-3,-3,1],[]]"
49152.c.98304.1,49152,98304,"[[0,2,-6,1,4,1],[]]"
49152.d.98304.1,49152,98304,"[[0,2,6,1,-4,1],[]]"
49152.e.294912.1,49152,294912,"[[2,2,3,3,1,1],[]]"
49152.f.294912.1,49152,294912,"[[-2,2,-3,3,-1,1],[]]"
49408.a.790528.1,49408,790528,"[[4,4,6,8,4,1],[0,0,0,1]]"
49408.b.790528.1,49408,790528,"[[1,-2,7,-6,10,-4,4],[1]]"
497664.c.995328.1,497664,995328,"[[1,5,4,-7,-2,2],[]]"
4992.b.159744.1,4992,159744,"[[0,-1,-4,4,3,-4,1],[0,1]]"
4992.c.958464.1,4992,958464,"[[0,-1,0,0,1,3],[1,0,1]]"
49920.b.798720.1,49920,798720,"[[-8,12,3,-6,-1,1],[0,0,0,1]]"
499712.a.999424.1,499712,999424,"[[-2,-7,-12,-9,-2,2],[]]"
499712.b.999424.1,499712,999424,"[[2,3,4,5,2,2],[]]"
499712.c.999424.1,499712,999424,"[[2,-7,12,-9,2,2],[]]"
499712.d.999424.1,499712,999424,"[[-2,3,-4,5,-2,2],[]]"
50176.b.401408.1,50176,401408,"[[1,2,1,-1,0,1],[]]"
50176.c.401408.1,50176,401408,"[[1,1,-4,-3,4,2],[]]"
5024.b.643072.1,5024,643072,"[[13,7,-27,0,17,-8,1],[0,1]]"
503808.a.503808.1,503808,503808,"[[2,0,-6,-4,1,1],[]]"
503808.b.503808.1,503808,503808,"[[-2,0,6,-4,-1,1],[]]"
507904.a.507904.1,507904,507904,"[[0,-1,-10,6,6,1],[]]"
507904.b.507904.1,507904,507904,"[[-2,-6,-6,0,3,1],[]]"
507904.c.507904.1,507904,507904,"[[0,-1,10,6,-6,1],[]]"
507904.d.507904.1,507904,507904,"[[2,-6,6,0,-3,1],[]]"
5088.b.651264.1,5088,651264,"[[0,0,0,1,-3,0,1],[1,1]]"
5120.a.40960.1,5120,40960,"[[0,2,2,-3,-1,1],[]]"
5120.b.40960.1,5120,40960,"[[1,0,-4,-1,4,2],[]]"
51200.b.512000.1,51200,512000,"[[-1,0,1,1,2,1],[]]"
51200.c.512000.1,51200,512000,"[[-1,-2,-1,-1,0,1],[]]"
512000.a.512000.1,512000,512000,"[[0,1,8,-11,2,1],[]]"
512000.b.512000.1,512000,512000,"[[0,1,6,1,-4,1],[]]"
512000.c.512000.1,512000,512000,"[[0,1,-8,-11,-2,1],[]]"
512000.d.512000.1,512000,512000,"[[0,1,12,19,8,1],[]]"
512000.e.512000.1,512000,512000,"[[0,1,-6,1,4,1],[]]"
512000.f.512000.1,512000,512000,"[[0,1,-12,19,-8,1],[]]"
5184.c.995328.1,5184,995328,"[[0,0,-1,-1,0,4],[1]]"
524288.a.524288.1,524288,524288,"[[2,-2,0,0,-1,1],[]]"
524288.b.524288.1,524288,524288,"[[2,-9,0,10,-6,1],[]]"
524288.c.524288.1,524288,524288,"[[-2,-9,0,10,6,1],[]]"
524288.d.524288.1,524288,524288,"[[-2,-2,0,0,1,1],[]]"
5248.a.671744.1,5248,671744,"[[4,-8,5,0,-1],[0,0,0,1]]"
5280.b.675840.1,5280,675840,"[[2,-1,-8,0,9,4],[]]"
528384.a.528384.1,528384,528384,"[[-2,4,-4,0,3,-3,1],[]]"
528384.b.528384.1,528384,528384,"[[2,4,4,0,-3,-3,-1],[]]"
5312.c.339968.1,5312,339968,"[[-1,2,-8,5,2,-28,20],[1,1]]"
5312.d.339968.1,5312,339968,"[[0,1,-3,0,1,1],[]]"
5312.e.679936.1,5312,679936,"[[-8,16,-15,-10,2,1],[]]"
53248.a.106496.1,53248,106496,"[[3,-8,0,15,-12,2],[]]"
536576.a.536576.1,536576,536576,"[[-2,4,0,-2,-1,1],[]]"
536576.b.536576.1,536576,536576,"[[2,4,0,-2,1,1],[]]"
5376.c.172032.1,5376,172032,"[[0,1,11,32,11,1],[]]"
54016.a.864256.1,54016,864256,"[[-6,5,3,0,-3,1],[]]"
540672.a.540672.1,540672,540672,"[[0,1,-2,5,-2,1],[]]"
540672.b.540672.1,540672,540672,"[[0,1,2,5,2,1],[]]"
5408.a.692224.1,5408,692224,"[[4,0,-4],[0,1,0,1]]"
5440.c.348160.1,5440,348160,"[[0,4,-3,-6,0,1],[]]"
5504.a.176128.1,5504,176128,"[[0,-2,-1,0,-1],[1,1,1,1]]"
5504.b.176128.1,5504,176128,"[[0,0,-2,0,6,4],[1]]"
5504.c.352256.1,5504,352256,"[[0,1,0,3,-8,4],[1]]"
5504.d.704512.1,5504,704512,"[[1,-4,4,0,-1,2],[]]"
55296.a.110592.1,55296,110592,"[[0,2,-2,0,-1,1],[]]"
55296.b.110592.1,55296,110592,"[[0,2,2,0,1,1],[]]"
55296.e.884736.1,55296,884736,"[[6,18,9,-7,1,1],[]]"
56064.a.897024.1,56064,897024,"[[0,-1,0,6,-10,4],[1]]"
56320.d.901120.1,56320,901120,"[[0,0,0,-2,-1,4],[1]]"
57088.m.913408.1,57088,913408,"[[0,0,0,0,-2,0,2],[1,1]]"
57344.a.917504.1,57344,917504,"[[0,4,2,4,1,1],[]]"
57344.b.917504.1,57344,917504,"[[0,4,-2,4,-1,1],[]]"
576.b.147456.1,576,147456,"[[1,0,2,0,2,0,1],[]]"
5760.a.368640.1,5760,368640,"[[-56,48,47,-6,-7],[0,0,0,1]]"
58368.a.466944.1,58368,466944,"[[1,0,-2,5,-4,2],[]]"
58624.a.937984.1,58624,937984,"[[0,-4,-1,16,8,1],[]]"
58624.b.937984.1,58624,937984,"[[4,16,-1,-8,0,1],[]]"
58624.b.937984.2,58624,937984,"[[60,-16,47,-8,12,-1,1],[]]"
58624.i.937984.1,58624,937984,"[[0,1,3,-4,-1,1],[]]"
58624.j.937984.1,58624,937984,"[[0,-1,-7,-14,-7,1],[]]"
5888.b.94208.1,5888,94208,"[[3,7,1,-4,3,4],[]]"
5888.c.94208.1,5888,94208,"[[-1,8,-26,16,31,4],[1]]"
5888.c.94208.2,5888,94208,"[[1,9,-2,0,1,-1],[1,1,1,1]]"
58880.k.942080.1,58880,942080,"[[0,4,11,-6,-31,0,23],[0,1]]"
58880.l.942080.1,58880,942080,"[[-4,-32,-71,1,87,-44,3],[]]"
589824.a.589824.1,589824,589824,"[[0,1,0,-4,0,1],[]]"
589824.b.589824.1,589824,589824,"[[0,1,0,4,0,1],[]]"
589824.c.589824.1,589824,589824,"[[-2,1,8,-4,-2,1],[]]"
589824.c.589824.2,589824,589824,"[[2,1,-8,-4,2,1],[]]"
5952.c.380928.1,5952,380928,"[[-8,4,17,-16,0,2],[0,0,0,1]]"
5952.c.380928.2,5952,380928,"[[-3,-9,1,10,-8,1],[]]"
59648.e.954368.1,59648,954368,"[[1,-2,1],[1,1,1,1]]"
60416.a.241664.1,60416,241664,"[[1,0,3,1,2,1],[]]"
60416.b.241664.1,60416,241664,"[[-1,1,2,-3,-1,2],[]]"
60416.c.241664.1,60416,241664,"[[1,1,-2,-3,1,2],[]]"
60416.d.483328.1,60416,483328,"[[1,0,4,1,4,2],[]]"
60416.e.483328.1,60416,483328,"[[1,2,1,3,-4,1],[]]"
60416.f.483328.1,60416,483328,"[[-4,2,6,-1,-4,0,1],[]]"
60672.g.970752.1,60672,970752,"[[0,1,-1,-6,-1,4],[1]]"
6144.a.12288.1,6144,12288,"[[0,2,4,5,3,1],[]]"
61440.a.307200.1,61440,307200,"[[-2,-4,-7,-7,-6,-3,-1],[]]"
61440.b.307200.1,61440,307200,"[[2,-4,7,-7,6,-3,1],[]]"
61440.c.368640.1,61440,368640,"[[2,5,-3,-13,-2,6],[]]"
61440.d.983040.1,61440,983040,"[[-1,5,-5,-6,6,4],[]]"
61440.e.983040.1,61440,983040,"[[0,-1,-8,-16,0,1],[]]"
61440.f.983040.1,61440,983040,"[[0,-1,8,-16,0,1],[]]"
61440.g.983040.1,61440,983040,"[[1,5,5,-6,-6,4],[]]"
614400.a.614400.1,614400,614400,"[[-3,-11,0,23,-1,-16,6],[]]"
614400.b.614400.1,614400,614400,"[[-6,-16,1,23,0,-11,3],[]]"
62208.o.995328.1,62208,995328,"[[-1,0,-4,1,-6,0,-3],[1,1]]"
62208.p.995328.1,62208,995328,"[[-3,9,-1,-8,-2,1],[0,1,0,1]]"
6272.c.401408.1,6272,401408,"[[0,0,2,0,2],[1,1,1,1]]"
63488.f.126976.1,63488,126976,"[[-1,-4,-7,-5,0,2],[]]"
63488.g.253952.1,63488,253952,"[[1,-1,-2,1,0,2],[]]"
634880.a.634880.1,634880,634880,"[[-2,-4,-2,0,1,1],[]]"
634880.b.634880.1,634880,634880,"[[2,-4,2,0,-1,1],[]]"
640.a.81920.1,640,81920,"[[20,0,13,0,3],[0,0,0,1]]"
640.a.81920.2,640,81920,"[[-20,0,13,0,-3],[0,0,0,1]]"
6400.h.409600.1,6400,409600,"[[-1,0,2,0,0,0,-1],[]]"
6400.i.409600.1,6400,409600,"[[-1,0,-4,0,-4,0,-1],[]]"
6400.j.819200.1,6400,819200,"[[2,0,1,0,-3,0,1],[]]"
6400.k.819200.1,6400,819200,"[[2,0,-1,0,-3,0,-1],[]]"
644.a.659456.1,644,659456,"[[-3,-13,4,51,4,-13,-3],[0,1,1]]"
6464.a.413696.1,6464,413696,"[[0,-1,0,-18,21,-8,1],[0,1]]"
65536.a.65536.1,65536,65536,"[[0,1,0,0,0,1],[]]"
6592.a.843776.1,6592,843776,"[[-1,1,0,-1,1],[0,1,0,1]]"
6656.a.212992.1,6656,212992,"[[0,-2,0,2],[1,1,1,1]]"
6656.b.851968.1,6656,851968,"[[0,0,-4],[1,1,1,1]]"
66560.a.266240.1,66560,266240,"[[0,-1,-6,-9,0,1],[]]"
66560.b.266240.1,66560,266240,"[[0,1,4,1,-4,1],[]]"
66560.c.266240.1,66560,266240,"[[0,-1,6,-9,0,1],[]]"
66560.d.532480.1,66560,532480,"[[-2,-1,4,1,-1,-2,1],[]]"
667648.a.667648.1,667648,667648,"[[0,-1,-4,-4,-2,1],[]]"
667648.b.667648.1,667648,667648,"[[0,-1,4,-4,2,1],[]]"
6688.b.856064.1,6688,856064,"[[-1,2,-1],[1,1,1,1]]"
6688.c.856064.1,6688,856064,"[[8,-1,2,3],[1,1,1,1]]"
6688.d.856064.1,6688,856064,"[[4,4],[0,0,0,1]]"
671744.a.671744.1,671744,671744,"[[1,3,-1,-5,-1,1],[]]"
671744.b.671744.1,671744,671744,"[[-1,-1,5,-1,-3,1],[]]"
671744.c.671744.1,671744,671744,"[[1,-1,-5,-1,3,1],[]]"
671744.d.671744.1,671744,671744,"[[0,1,2,-3,-2,1],[]]"
671744.e.671744.1,671744,671744,"[[-1,3,1,-5,1,1],[]]"
672.a.172032.1,672,172032,"[[56,0,-75,0,-16,0,-1],[0,1,0,1]]"
67584.a.135168.1,67584,135168,"[[-1,3,-5,4,-1,-1,1],[]]"
67584.b.135168.1,67584,135168,"[[-1,1,1,-4,5,-3,1],[]]"
67584.c.405504.1,67584,405504,"[[-4,-2,6,0,-3,1],[]]"
67584.d.405504.1,67584,405504,"[[4,-2,-6,0,3,1],[]]"
6784.e.868352.1,6784,868352,"[[2,2,-5,4,1,-2,1],[]]"
6816.a.872448.1,6816,872448,"[[10,28,9,-25,-9,8],[0,1]]"
688.a.704512.1,688,704512,"[[1,2,1,4,0,2],[]]"
688.a.704512.2,688,704512,"[[1,4,2,-8,-7,2],[]]"
6912.e.442368.1,6912,442368,"[[3,0,-6,0,4,0,-1],[]]"
6912.f.884736.1,6912,884736,"[[6,0,-9,0,5,0,-1],[]]"
6912.f.884736.2,6912,884736,"[[6,0,9,0,5,0,1],[]]"
692224.a.692224.1,692224,692224,"[[0,-1,0,-3,0,1],[]]"
69632.a.69632.1,69632,69632,"[[0,1,2,1,0,1],[]]"
69632.b.69632.1,69632,69632,"[[0,1,-2,1,0,1],[]]"
69632.c.69632.1,69632,69632,"[[1,3,3,1,1,1],[]]"
69632.d.69632.1,69632,69632,"[[-1,3,-3,1,-1,1],[]]"
700416.a.700416.1,700416,700416,"[[2,0,-4,0,1,1],[]]"
700416.b.700416.1,700416,700416,"[[-2,-4,0,4,3,1],[]]"
700416.c.700416.1,700416,700416,"[[2,-4,0,4,-3,1],[]]"
700416.d.700416.1,700416,700416,"[[-2,0,4,0,-1,1],[]]"
704.a.45056.1,704,45056,"[[0,0,-2,-1,4,4],[1]]"
70656.f.282624.1,70656,282624,"[[1,3,0,-3,-2,2],[]]"
71168.c.569344.1,71168,569344,"[[-3,2,-5,3,-2,1],[]]"
7136.b.913408.1,7136,913408,"[[0,1,2,1,-2,-2,1],[0,1]]"
7168.a.458752.1,7168,458752,"[[-1,-2,-2,-4,-2,-2,-1],[]]"
7168.b.458752.1,7168,458752,"[[-1,-2,2,4,0,-2,-1],[]]"
7168.c.458752.1,7168,458752,"[[1,-2,2,-4,2,-2,1],[]]"
7168.d.458752.1,7168,458752,"[[1,-2,-2,4,0,-2,1],[]]"
7168.d.802816.1,7168,802816,"[[4,8,-1,-6,-1,1],[0,0,0,1]]"
71680.a.143360.1,71680,143360,"[[0,2,-12,21,-9,1],[]]"
71680.b.143360.1,71680,143360,"[[0,2,4,2,1,1],[]]"
71680.c.143360.1,71680,143360,"[[0,2,-4,2,-1,1],[]]"
720896.a.720896.1,720896,720896,"[[0,-1,-4,-2,0,1],[]]"
720896.b.720896.1,720896,720896,"[[2,7,0,-2,-2,1],[]]"
720896.c.720896.1,720896,720896,"[[-2,7,0,-2,2,1],[]]"
720896.d.720896.1,720896,720896,"[[0,-1,4,-2,0,1],[]]"
7296.b.233472.1,7296,233472,"[[-3,-4,-5,-1,0,1],[]]"
7296.c.933888.1,7296,933888,"[[-1,1,12,23,20,8],[1]]"
7296.d.933888.1,7296,933888,"[[-6,-14,-1,12,0,-4,1],[]]"
7328.a.937984.1,7328,937984,"[[-60,-16,-47,-8,-12,-1,-1],[]]"
7328.a.937984.2,7328,937984,"[[-4,16,1,-8,0,1],[]]"
7328.b.937984.1,7328,937984,"[[0,-4,1,16,-8,1],[]]"
7328.c.937984.1,7328,937984,"[[0,-1,7,-14,7,1],[]]"
73728.a.221184.1,73728,221184,"[[-2,-2,-5,-3,-4,-1,-1],[]]"
73728.b.221184.1,73728,221184,"[[2,-2,5,-3,4,-1,1],[]]"
73728.c.884736.1,73728,884736,"[[0,6,0,5,0,1],[]]"
73728.d.884736.1,73728,884736,"[[0,3,0,-5,0,2],[]]"
737280.a.737280.1,737280,737280,"[[0,1,6,8,-6,1],[]]"
74240.b.593920.1,74240,593920,"[[-2,-5,0,5,-1,-2,1],[]]"
75264.e.602112.1,75264,602112,"[[-3,3,10,-1,-6,0,1],[]]"
7552.c.966656.1,7552,966656,"[[-1,-7,-20,-16,1,4],[1]]"
75776.a.151552.1,75776,151552,"[[0,2,0,-4,-1,1],[]]"
75776.b.151552.1,75776,151552,"[[0,-2,4,0,-3,1],[]]"
75776.c.151552.1,75776,151552,"[[0,2,0,-4,1,1],[]]"
75776.d.151552.1,75776,151552,"[[0,-2,-4,0,3,1],[]]"
75776.e.151552.1,75776,151552,"[[0,1,-2,-4,0,1],[]]"
75776.f.151552.1,75776,151552,"[[0,1,2,-4,0,1],[]]"
75776.g.151552.1,75776,151552,"[[0,-2,-7,-1,3,1],[]]"
75776.h.151552.1,75776,151552,"[[0,-2,7,-1,-3,1],[]]"
757760.a.757760.1,757760,757760,"[[-7,-5,13,2,-5,-1,1],[]]"
757760.b.757760.1,757760,757760,"[[7,-5,-13,2,5,-1,-1],[]]"
757760.c.757760.1,757760,757760,"[[0,1,-8,19,-8,1],[]]"
757760.d.757760.1,757760,757760,"[[0,1,8,19,8,1],[]]"
7680.c.61440.1,7680,61440,"[[-3,6,1,-5,0,1],[]]"
7680.d.245760.1,7680,245760,"[[-1,0,-7,0,-21,0,-20],[1]]"
7680.e.245760.1,7680,245760,"[[-1,0,7,0,-21,0,20],[1]]"
76800.c.614400.1,76800,614400,"[[4,-6,8,-3,1,1],[]]"
774144.a.774144.1,774144,774144,"[[6,-3,9,-3,5,-1,1],[]]"
774144.b.774144.1,774144,774144,"[[0,1,-8,15,4,1],[]]"
774144.c.774144.1,774144,774144,"[[0,1,8,15,-4,1],[]]"
774144.d.774144.1,774144,774144,"[[-6,-3,-9,-3,-5,-1,-1],[]]"
7744.a.495616.1,7744,495616,"[[-8,8,-1,4,1],[0,0,1,1]]"
7744.b.495616.1,7744,495616,"[[-3,8,5,7,2,1],[]]"
7808.f.999424.1,7808,999424,"[[1,17,76,116,8,1],[1,0,1]]"
7936.a.126976.1,7936,126976,"[[0,-2,4,0,-1,4],[1]]"
79872.e.958464.1,79872,958464,"[[0,6,-2,-5,1,1],[]]"
79872.f.958464.1,79872,958464,"[[-6,-17,0,15,-1,-4,1],[]]"
798720.a.798720.1,798720,798720,"[[2,-4,9,-9,9,-4,2],[]]"
798720.b.798720.1,798720,798720,"[[-2,-4,-9,-9,-9,-4,-2],[]]"
800.a.409600.1,800,409600,"[[1,0,-2,0,0,0,1],[]]"
8064.b.516096.1,8064,516096,"[[0,0,-1,0,0,-2,1],[1,1]]"
806912.a.806912.1,806912,806912,"[[4,-3,10,-5,8,-2,2],[]]"
806912.b.806912.1,806912,806912,"[[-4,-3,-10,-5,-8,-2,-2],[]]"
8128.b.520192.1,8128,520192,"[[0,-1,-2,-2,-1,0,1],[0,1]]"
8192.a.131072.1,8192,131072,"[[0,-1,-3,8,15,4],[1]]"
8192.a.32768.1,8192,32768,"[[0,2,0,-3,0,1],[]]"
8192.b.131072.1,8192,131072,"[[0,-4,6,0,-3,1],[]]"
8192.c.524288.1,8192,524288,"[[2,0,4,0,3,0,1],[]]"
8192.c.524288.2,8192,524288,"[[-2,0,4,0,-3,0,1],[]]"
8192.d.524288.1,8192,524288,"[[-2,0,-4,0,-3,0,-1],[]]"
8192.d.524288.2,8192,524288,"[[2,0,-4,0,3,0,-1],[]]"
81920.a.81920.1,81920,81920,"[[0,1,2,0,-2,1],[]]"
81920.b.81920.1,81920,81920,"[[0,1,-2,4,-2,1],[]]"
81920.c.81920.1,81920,81920,"[[0,1,2,4,2,1],[]]"
823296.a.823296.1,823296,823296,"[[0,-1,-8,-7,0,1],[]]"
823296.b.823296.1,823296,823296,"[[0,-1,8,-7,0,1],[]]"
823296.c.823296.1,823296,823296,"[[0,-1,-6,-11,-4,1],[]]"
823296.d.823296.1,823296,823296,"[[0,-1,6,-11,4,1],[]]"
823296.e.823296.1,823296,823296,"[[0,1,4,-1,-2,1],[]]"
823296.f.823296.1,823296,823296,"[[-292,191,22,-27,0,1],[]]"
823296.g.823296.1,823296,823296,"[[0,1,-4,-1,2,1],[]]"
823296.h.823296.1,823296,823296,"[[292,191,-22,-27,0,1],[]]"
827392.a.827392.1,827392,827392,"[[18,14,-11,-9,1,1],[]]"
827392.b.827392.1,827392,827392,"[[-18,14,11,-9,-1,1],[]]"
82944.c.663552.1,82944,663552,"[[-3,-9,0,11,0,-4,1],[]]"
82944.d.663552.1,82944,663552,"[[-3,-6,-9,-5,-2,1],[]]"
835584.a.835584.1,835584,835584,"[[2,-6,11,-11,8,-3,1],[]]"
835584.b.835584.1,835584,835584,"[[-2,-6,-11,-11,-8,-3,-1],[]]"
839680.a.839680.1,839680,839680,"[[2,-4,-1,5,0,-3,-1],[]]"
839680.b.839680.1,839680,839680,"[[-2,-4,1,5,0,-3,1],[]]"
856064.a.856064.1,856064,856064,"[[-2,4,-4,-1,3,-1,-1],[]]"
856064.b.856064.1,856064,856064,"[[2,4,4,-1,-3,-1,1],[]]"
864.a.221184.1,864,221184,"[[12,-36,33,-6,-4,1],[0,0,0,1]]"
864.a.442368.1,864,442368,"[[-3,0,6,0,-4,0,1],[]]"
8640.c.552960.1,8640,552960,"[[-4,4,4,-1,1,1],[]]"
864256.a.864256.1,864256,864256,"[[0,1,-4,-5,0,1],[]]"
864256.b.864256.1,864256,864256,"[[0,1,4,1,-2,1],[]]"
864256.c.864256.1,864256,864256,"[[5,1,-25,15,9,1],[]]"
864256.d.864256.1,864256,864256,"[[-5,1,25,15,-9,1],[]]"
864256.e.864256.1,864256,864256,"[[0,1,4,-5,0,1],[]]"
864256.f.864256.1,864256,864256,"[[-1,5,-5,-1,1,1],[]]"
864256.g.864256.1,864256,864256,"[[0,1,-4,1,2,1],[]]"
864256.h.864256.1,864256,864256,"[[1,5,5,-1,-1,1],[]]"
86528.d.692224.1,86528,692224,"[[8,0,-16,0,10,0,-2],[0,1]]"
86528.e.692224.1,86528,692224,"[[-8,0,-16,0,-10,0,-2],[0,1]]"
8704.b.557056.1,8704,557056,"[[5,-16,31,-34,27,-12,4],[1]]"
87040.a.348160.1,87040,348160,"[[0,2,3,-3,-3,2],[]]"
87040.b.696320.1,87040,696320,"[[-8,6,16,-3,-8,0,1],[]]"
880.a.225280.1,880,225280,"[[-44,0,76,55,13,1],[]]"
880640.a.880640.1,880640,880640,"[[-1,-3,1,8,1,-5,1],[]]"
880640.b.880640.1,880640,880640,"[[-1,-5,-1,8,-1,-3,1],[]]"
880640.c.880640.1,880640,880640,"[[-1,3,-1,-2,1,-1,-1],[]]"
880640.d.880640.1,880640,880640,"[[1,3,1,-2,-1,-1,1],[]]"
8832.b.282624.1,8832,282624,"[[-516,24,115,-2,-9],[0,0,0,1]]"
8960.e.286720.1,8960,286720,"[[5,-10,6,0,-2],[0,0,1,1]]"
897024.a.897024.1,897024,897024,"[[0,-1,-2,-4,0,1],[]]"
897024.b.897024.1,897024,897024,"[[0,-1,2,-4,0,1],[]]"
90112.a.180224.1,90112,180224,"[[-1,-3,-5,-3,0,2],[]]"
