60720.ct4|[0, 1, 0, -1778400, 3558322548]|[8]
60879.a1|[1, 0, 0, -482605669, 4080679265810]|[8]
62634.ba4|[1, 0, 0, -3769954, 2817077828]|[8]
62985.d6|[1, 0, 0, -187359885, 1846394527122]|[8]
71610.by5|[1, 0, 0, -1765330, 891364100]|[8]
72930.ck5|[1, 1, 1, -1319030, 558837875]|[8]
78960.cy6|[0, 1, 0, 529417280, 7766550006068]|[8]
78960.dg1|[0, 1, 0, -6181680, 5096965428]|[8]
79530.v6|[1, 0, 0, -343510, -25447900]|[8]
82110.bs6|[1, 0, 0, -49095400, 132402324032]|[8]
82110.bs7|[1, 0, 0, 10134040, 425388708672]|[8]
85008.f1|[0, -1, 0, -1102033504, 14081587884928]|[8]
89166.m4|[1, 0, 0, -2919574, 1918952228]|[8]
90510.j2|[1, 1, 1, -782181820, 8402319414557]|[8]
91182.k6|[1, 0, 0, -1036644, 406940688]|[8]
91245.h2|[1, 0, 0, -31867385, 69239045850]|[8]
94290.bh6|[1, 0, 0, -3751720, -1653873088]|[8]
98790.w5|[1, 0, 0, -1567438810, 22497428128100]|[8]
103845.k4|[1, 0, 0, -674021275, 5536561961282]|[8]
107646.h5|[1, 1, 1, -844514, 249409775]|[8]
110670.cm6|[1, 0, 0, -126851620, 800523760400]|[8]
110670.cm2|[1, 0, 0, -36426360100, 2675908664482832]|[8]
111930.cj6|[1, 0, 0, 6928090, 3377055972]|[8]
122070.r7|[1, 0, 0, -5215910, 4422588900]|[8]
122430.co6|[1, 1, 1, -75405746290, -10339908238758145]|[8]
128310.bl5|[1, 1, 1, -2615190, 1168017555]|[8]
129030.bb2|[1, 0, 0, -1040444370, 12915436299012]|[8]
132090.cy4|[1, 0, 0, -38427368650, 891796781117732]|[8]
135408.l1|[0, -1, 0, -28591024, 58852221088]|[8]
138990.ba6|[1, 0, 0, 1156580460, 981679534992]|[8]
139035.e2|[1, 0, 0, -17935565, 29168012850]|[8]
141360.cz1|[0, 1, 0, -216993840, 1230250727988]|[8]
151536.be1|[0, 1, 0, -17195904, 27392814900]|[8]
158865.f6|[1, 0, 0, 59153545, 172985236650]|[8]
167790.by6|[1, 0, 0, 34517400, -89354520000]|[8]
168402.i5|[1, 0, 0, 2579636, 5221013648]|[8]
180030.p6|[1, 1, 1, -138223000, 625429783385]|[8]
181662.y5|[1, 0, 0, -9440554, 19547809460]|[8]
184002.y6|[1, 0, 0, -1237754, -255444252]|[8]
186186.bc4|[1, 0, 0, -15630374, 23783627748]|[8]
193830.cb5|[1, 0, 0, 330200, 196040000]|[8]
203190.bb4|[1, 1, 1, -3091045880, 66145123358777]|[8]
204630.be6|[1, 0, 0, -21867300, 39373290000]|[8]
205590.ci5|[1, 0, 0, -1613350, 2552313332]|[8]
212865.i5|[1, 0, 0, -3096255435, 66462140288322]|[8]
213486.bq6|[1, 0, 0, 80734836, -1597742682480]|[8]
217005.c7|[1, 1, 1, -1975609185, 121707261200640]|[8]
220506.f4|[1, 1, 1, -12464634, 16930782855]|[8]
224070.ci5|[1, 1, 1, -313392330, 2284443987927]|[8]
225330.bj6|[1, 1, 1, 7675722610, -4060605646645]|[8]
227010.bk4|[1, 1, 1, -1400361360, 20169377239665]|[8]
227760.bs1|[0, 1, 0, -87691520, 311429858868]|[8]
234192.g2|[0, -1, 0, -2774703744, -23241713352192]|[8]
236130.bc5|[1, 0, 0, -74480060, 758649795600]|[8]
242970.cz6|[1, 0, 0, -197405520, 1067678726400]|[8]
243474.y4|[1, 1, 1, -17453684304, 887514033426225]|[8]
246246.bz4|[1, 0, 0, -10695444, -5541867360]|[8]
249690.cj8|[1, 0, 0, 1051010430, -31142219309100]|[8]
249690.cj7|[1, 0, 0, -173039570, 782524080900]|[8]
250206.p1|[1, 0, 0, -1407890904, 20332890031680]|[8]
252042.f6|[1, 0, 0, 221339053496, -7453296595917760]|[8]
252210.bv7|[1, 0, 0, -622241620, 5084632410512]|[8]
253506.bg1|[1, 0, 0, -139676614, 635368533620]|[8]
260610.ce4|[1, 0, 0, -99251520, -241309605888]|[8]
260715.j4|[1, 1, 1, -7158645, 6527986620]|[8]
263445.e4|[1, 0, 0, -4530669455, -99643083223398]|[8]
266910.ck2|[1, 0, 0, -2178935510140, 1237982811464867600]|[8]
266910.bs1|[1, 1, 1, -1410681640, 20392905977897]|[8]
266910.ck6|[1, 0, 0, -8184310140, 326543733507600]|[8]
269535.j2|[1, 0, 0, -24804275, 47541401250]|[8]
276045.d2|[1, 1, 1, -13679948225, 615781846628192]|[8]
291984.cg1|[0, 1, 0, -33832624, 51957680180]|[8]
292182.z5|[1, 0, 0, -47258294, 1741633378980]|[8]
293370.co5|[1, 1, 1, 179980, 1493467445]|[8]
298770.bj4|[1, 0, 0, -1577859980, 24123950624400]|[8]
302640.bi1|[0, -1, 0, -4255490720, 106850940566400]|[8]
308490.bx4|[1, 1, 1, -15141210, 22670813415]|[8]
310128.bo1|[0, 1, 0, -4239695824, 106253778699380]|[8]
313005.h2|[1, 0, 0, -420558865, 3319556930042]|[8]
313635.g5|[1, 1, 1, -5753064265, 168230403380072]|[8]
318570.bd4|[1, 1, 1, -57402268090, 5293203385085255]|[8]
320943.e5|[1, 0, 0, -10221199629, 398231411414850]|[8]
345345.o5|[1, 0, 0, -15296565, 23765269842]|[8]
354522.v5|[1, 0, 0, -25913724, 274921375248]|[8]
355830.s4|[1, 0, 0, -2802061240, 57090161705792]|[8]
369138.bn6|[1, 0, 0, 3105866, -136743772]|[8]
379533.f4|[1, 0, 0, -1603810159, -374595086470]|[8]
396942.j6|[1, 1, 1, -365722084, 2692120902245]|[8]
410970.x6|[1, 0, 0, -23827530, -32680475100]|[8]
414960.gs4|[0, 1, 0, -71129453920, 58725178020913268]|[8]
414960.cq1|[0, -1, 0, -20883719760, 1054494563997600]|[8]
414966.g5|[1, 0, 0, -588806684, 5396672582928]|[8]
419430.bm6|[1, 1, 1, -21567240960, 1497262071813537]|[8]
420546.br4|[1, 0, 0, -136343004, 612758369808]|[8]
425040.fl1|[0, 1, 0, -714564240, 7346510745588]|[8]
435435.m5|[1, 1, 1, -11941368498325, -16235726940081966340]|[8]
447258.j4|[1, 0, 0, -533855844, 4670674183440]|[8]
459690.bb5|[1, 1, 1, 13114990, 68238755615]|[8]
468510.bv5|[1, 1, 1, 15800520, 72493254777]|[8]
472890.y5|[1, 0, 0, -716480730, 3730099385700]|[8]
487110.bc6|[1, 0, 0, -207578020, -963836059888]|[8]
487344.i3|[0, -1, 0, -139278144, 634381941888]|[8]
489090.bo8|[1, 1, 1, 3349000128440, -6746937088905086263]|[8]
497490.ea4|[1, 0, 0, -3104024980, 66563206615952]|[8]
66.c3|[1, 0, 0, -45, 81]|[10]
66.c4|[1, 0, 0, 115, 561]|[10]
150.c1|[1, 0, 0, -828, 9072]|[10]
150.c3|[1, 0, 0, -28, 272]|[10]
570.l4|[1, 0, 0, 9335, -737383]|[10]
570.l3|[1, 0, 0, -87945, -8655975]|[10]
870.h3|[1, 0, 0, -43360, 3450272]|[10]
870.h4|[1, 0, 0, -4480, -25600]|[10]
6270.r4|[1, 0, 0, -27275, 2000625]|[10]
6270.r2|[1, 0, 0, -454955, 118072977]|[10]
10230.bf3|[1, 0, 0, -486675, 130612257]|[10]
10230.bf4|[1, 0, 0, -430355, 162005025]|[10]
11550.cu2|[1, 0, 0, -433978, 93753572]|[10]
11550.cu1|[1, 0, 0, -6654778, 6606931172]|[10]
29370.bm3|[1, 0, 0, -187842820, 990906448400]|[10]
29370.bm4|[1, 0, 0, -11842820, 15197648400]|[10]
32718.l2|[1, 0, 0, -25200620, 48690669456]|[10]
32718.l3|[1, 0, 0, -1561580, 774335376]|[10]
61770.be3|[1, 0, 0, -30845990, 66567728100]|[10]
61770.be2|[1, 0, 0, -494845990, 4236906928100]|[10]
77610.bb4|[1, 0, 0, -408187825, -3104856293143]|[10]
77610.bb3|[1, 0, 0, -920187825, 6246414106857]|[10]
92442.n3|[1, 0, 0, -653356750, 6018360109316]|[10]
92442.n4|[1, 0, 0, -641724110, 6256980453636]|[10]
94710.cx3|[1, 0, 0, -13736615, 11732181225]|[10]
94710.cx4|[1, 0, 0, -12142535, 16280729097]|[10]
123690.by3|[1, 0, 0, -14916710, 21176759172]|[10]
123690.by4|[1, 0, 0, 583290, 1302659172]|[10]
136290.ct4|[1, 0, 0, 31710490, 2664272100]|[10]
136290.ct3|[1, 0, 0, -126947590, 21290730692]|[10]
140910.dd3|[1, 0, 0, -4823545, 3990649337]|[10]
140910.dd4|[1, 0, 0, 676455, 12569549337]|[10]
219450.hl1|[1, 0, 0, -1963596578, 33490702261572]|[10]
219450.hn3|[1, 0, 0, -341793003, 2214900059697]|[10]
219450.hn1|[1, 0, 0, -1239337803, -14349289224303]|[10]
219450.hl2|[1, 0, 0, -1954585378, 33813312232772]|[10]
334950.gb4|[1, 0, 0, 340721647, -744530178903]|[10]
334950.gb1|[1, 0, 0, -89537553, -95269046103]|[10]
338910.cn2|[1, 0, 0, -42917093165, 3421777140097617]|[10]
338910.cn4|[1, 0, 0, -2469093165, 62319962497617]|[10]
359310.bp3|[1, 0, 0, -63355450, 206603202500]|[10]
359310.bp2|[1, 0, 0, -64482970, 199297549412]|[10]
90.c7|[1, -1, 1, -122, 1721]|[12]
210.b8|[1, 0, 1, 1922, 20756]|[12]
2730.bd7|[1, 0, 0, -25725, 1577457]|[12]
4290.bb5|[1, 0, 0, -471900, 124722000]|[12]
6630.v7|[1, 0, 0, -2096146, 1124611076]|[12]
8190.bx1|[1, -1, 1, -20391107, 35440483331]|[12]
30030.bt7|[1, 0, 0, -749461, 263897441]|[12]
62790.bu7|[1, 0, 0, -167843570, 843125287812]|[12]
99330.bg3|[1, 0, 1, -10696531938, 425805659785156]|[12]
117810.ei4|[1, -1, 1, -475589417, 3992151134441]|[12]
125970.w7|[1, 0, 1, -80216838, 341267523688]|[12]
155610.fa1|[1, -1, 1, -119815963367, 15963236505248159]|[12]
167790.bx5|[1, 0, 0, -5614096320, 156768725901312]|[12]
274170.ck7|[1, 0, 0, -32075535, 63675551097]|[12]
278070.s2|[1, 0, 1, -786170938, 8484377935088]|[12]
335790.dy5|[1, -1, 1, -9403464137, 351551840248649]|[12]
434070.ds8|[1, -1, 1, 7958928568, -311336659716469]|[12]
15.a6|[1, 1, 1, -5, 2]|[2,4]
15.a5|[1, 1, 1, -10, -10]|[2,4]
21.a5|[1, 0, 0, -4, -1]|[2,4]
24.a4|[0, -1, 0, -4, 4]|[2,4]
42.a4|[1, 1, 1, -84, 261]|[2,4]
48.a3|[0, 1, 0, -24, 36]|[2,4]
102.c4|[1, 0, 0, -114, -396]|[2,4]
120.b4|[0, 1, 0, -20, 0]|[2,4]
195.a5|[1, 0, 0, -115, 392]|[2,4]
195.a4|[1, 0, 0, -520, -4225]|[2,4]
210.e5|[1, 0, 0, -7550, -247500]|[2,4]
210.c5|[1, 1, 1, -70, -205]|[2,4]
231.a3|[1, 1, 1, -39, 36]|[2,4]
240.d5|[0, 1, 0, -160, 308]|[2,4]
240.c2|[0, -1, 0, -200, 1152]|[2,4]
240.d2|[0, 1, 0, -2160, 37908]|[2,4]
330.d5|[1, 1, 1, -1025, 767]|[2,4]
330.e4|[1, 0, 0, -75, 225]|[2,4]
336.a2|[0, -1, 0, -784, 8704]|[2,4]
336.d3|[0, 1, 0, -1664, -9804]|[2,4]
390.f5|[1, 1, 1, -65, 47]|[2,4]
429.b4|[1, 0, 0, -429, 3384]|[2,4]
510.e5|[1, 1, 1, -1360, 18737]|[2,4]
510.e4|[1, 1, 1, -1440, 16305]|[2,4]
609.a4|[1, 1, 1, -12789, 551346]|[2,4]
663.a3|[1, 1, 1, -544, 4496]|[2,4]
690.k4|[1, 0, 0, -6900, 220032]|[2,4]
714.f4|[1, 1, 1, -90724, 2605541]|[2,4]
759.b5|[1, 0, 0, -374, -2541]|[2,4]
816.b2|[0, -1, 0, -27744, 1787904]|[2,4]
840.j4|[0, 1, 0, -420, 3168]|[2,4]
840.f3|[0, -1, 0, -740, 7812]|[2,4]
840.d3|[0, -1, 0, -180, 900]|[2,4]
930.o5|[1, 0, 0, -1220, -15600]|[2,4]
966.g4|[1, 1, 1, -1154, 12431]|[2,4]
1110.k4|[1, 1, 1, -21325, 1187267]|[2,4]
1122.e4|[1, 1, 1, -1564, -23299]|[2,4]
1155.e3|[1, 1, 1, -270, 1482]|[2,4]
1155.f5|[1, 0, 0, -11970, -496125]|[2,4]
1230.f4|[1, 1, 1, -56170, -5105305]|[2,4]
1230.f6|[1, 1, 1, -6170, 54695]|[2,4]
1254.f3|[1, 1, 1, -2319, 36741]|[2,4]
1254.g4|[1, 1, 1, -229, -229]|[2,4]
1302.j5|[1, 1, 1, -20584, -1129879]|[2,4]
1311.b3|[1, 1, 1, -5659, 160976]|[2,4]
1320.f4|[0, -1, 0, -3300, 74052]|[2,4]
1320.n5|[0, 1, 0, -340, -1600]|[2,4]
1365.a4|[1, 1, 1, -2975, 57692]|[2,4]
1482.k4|[1, 0, 0, -1319, 18249]|[2,4]
1560.d4|[0, -1, 0, -152100, 22882500]|[2,4]
1680.q2|[0, 1, 0, -16800, 832500]|[2,4]
1680.h3|[0, -1, 0, -600, 0]|[2,4]
1680.j5|[0, -1, 0, -120800, 15840000]|[2,4]
1680.p2|[0, 1, 0, -1720, 16100]|[2,4]
1680.t2|[0, 1, 0, -680, 5700]|[2,4]
1680.j2|[0, -1, 0, -1920800, 1025280000]|[2,4]
1770.h5|[1, 0, 0, -17365, -582175]|[2,4]
1785.e3|[1, 0, 0, -3910, 93347]|[2,4]
1785.d4|[1, 0, 0, -370, 2387]|[2,4]
1830.g5|[1, 1, 1, -320455, -67808323]|[2,4]
1848.g3|[0, 1, 0, -2084, 35616]|[2,4]
1974.h4|[1, 0, 0, -110544, 14137344]|[2,4]
1995.c5|[1, 1, 1, -526225, 41957942]|[2,4]
1995.b4|[1, 1, 1, -3325, 72410]|[2,4]
1995.e4|[1, 0, 0, -335, 1200]|[2,4]
2046.f4|[1, 1, 1, -21824, 1231841]|[2,4]
2139.b3|[1, 0, 0, -10834, 432419]|[2,4]
2145.b4|[1, 1, 1, -4460935, 3624620612]|[2,4]
2145.b3|[1, 1, 1, -4534140, 3499410780]|[2,4]
2184.c5|[0, -1, 0, -11284, -424316]|[2,4]
2184.j4|[0, 1, 0, -644, -4704]|[2,4]
2262.j5|[1, 1, 1, -1059, -7359]|[2,4]
2280.h5|[0, 1, 0, -2820, -50400]|[2,4]
2310.n4|[1, 1, 1, -1245, 15795]|[2,4]
2310.o4|[1, 1, 1, -5575730, 5065104575]|[2,4]
2370.j4|[1, 1, 1, -853200, 302980785]|[2,4]
2640.u3|[0, 1, 0, -3800, -50652]|[2,4]
2640.g2|[0, -1, 0, -4840, 131200]|[2,4]
2640.t3|[0, 1, 0, -171280, 27115028]|[2,4]
2640.h3|[0, -1, 0, -4080, 84672]|[2,4]
2730.u4|[1, 1, 1, -455, 1325]|[2,4]
2730.w5|[1, 1, 1, -349440, 79361697]|[2,4]
2730.w4|[1, 1, 1, -350720, 78749345]|[2,4]
2730.x4|[1, 1, 1, -20850, 1140735]|[2,4]
2760.e3|[0, -1, 0, -129380, 17952900]|[2,4]
2838.e3|[1, 0, 0, -8549, 147969]|[2,4]
3045.c5|[1, 1, 1, -7935, 268140]|[2,4]
3045.c4|[1, 1, 1, -11060, 33140]|[2,4]
3120.k2|[0, -1, 0, -130000, 18084352]|[2,4]
3120.x3|[0, 1, 0, -155480, -21815772]|[2,4]
3120.w3|[0, 1, 0, -9040, 324500]|[2,4]
3120.k4|[0, -1, 0, -8320, 270400]|[2,4]
3135.e3|[1, 0, 0, -985, 11600]|[2,4]
3255.d4|[1, 0, 0, -12660, 546975]|[2,4]
3255.c3|[1, 1, 1, -18925, 993242]|[2,4]
3432.a3|[0, -1, 0, -4724, 126084]|[2,4]
3480.r3|[0, 1, 0, -176180, 28401600]|[2,4]
3570.t4|[1, 1, 1, -17420, 588845]|[2,4]
3696.t2|[0, 1, 0, -4544, 114036]|[2,4]
3696.e2|[0, -1, 0, -3704, 29184]|[2,4]
3705.e5|[1, 1, 1, -3040, -63520]|[2,4]
3885.c4|[1, 0, 0, -35370, 2452275]|[2,4]
3885.c5|[1, 0, 0, -34965, 2513592]|[2,4]
3930.f4|[1, 0, 0, -5589335, 5085669225]|[2,4]
3990.u4|[1, 1, 1, -2155, -26023]|[2,4]
3990.bb3|[1, 0, 0, -10185, 383625]|[2,4]
3990.s5|[1, 1, 1, -16650, -313833]|[2,4]
4074.k4|[1, 0, 0, -115444, -15020656]|[2,4]
4080.ba3|[0, 1, 0, -115520, 14114100]|[2,4]
4080.ba4|[0, 1, 0, -23040, -1089612]|[2,4]
4290.bc4|[1, 0, 0, -23320, -1355200]|[2,4]
4305.h4|[1, 0, 0, -3710, -84525]|[2,4]
4305.f3|[1, 0, 0, -84760, 9488975]|[2,4]
4368.b2|[0, -1, 0, -9464, 357504]|[2,4]
4368.p2|[0, 1, 0, -176904, 28579716]|[2,4]
4560.n2|[0, -1, 0, -43320, 3484800]|[2,4]
4641.b3|[1, 1, 1, -1649, 24806]|[2,4]
4746.h3|[1, 0, 0, -778684, 239592464]|[2,4]
4785.c4|[1, 0, 0, -2795, 47400]|[2,4]
4785.a3|[1, 1, 1, -14460, 662412]|[2,4]
4794.c4|[1, 1, 1, -326604, 70416621]|[2,4]
4830.bj4|[1, 0, 0, -875340, -314636400]|[2,4]
4830.bi3|[1, 0, 0, -840, 6192]|[2,4]
4935.f4|[1, 0, 0, -8330, -49773]|[2,4]
5115.d4|[1, 1, 1, -2630, 31250]|[2,4]
5334.d5|[1, 0, 0, -339024, -75753216]|[2,4]
5520.bf2|[0, 1, 0, -141880, -14287900]|[2,4]
5520.i3|[0, -1, 0, -113280, -13305600]|[2,4]
5565.b3|[1, 1, 1, -131310, 12418890]|[2,4]
5565.c5|[1, 1, 1, -10735, -362788]|[2,4]
5565.b4|[1, 1, 1, -119305, 15809102]|[2,4]
5610.bc3|[1, 1, 1, -7390, 231947]|[2,4]
5658.h4|[1, 0, 0, -20254, 1082564]|[2,4]
5712.o2|[0, 1, 0, -13744704, 19474747956]|[2,4]
5865.c4|[1, 0, 0, -3260, 71247]|[2,4]
6006.bb5|[1, 0, 0, -1087664, -397529616]|[2,4]
6090.y4|[1, 0, 0, -21655, 1224425]|[2,4]
6105.e3|[1, 0, 0, -710265, 147847392]|[2,4]
6279.f4|[1, 0, 0, -31024, 1965359]|[2,4]
6405.e4|[1, 1, 1, -73843245, 244207815882]|[2,4]
6486.p5|[1, 0, 0, -6394, -192556]|[2,4]
6510.r4|[1, 1, 1, -172190, 23108555]|[2,4]
6510.bb4|[1, 0, 0, -50770, 4358900]|[2,4]
6555.b3|[1, 1, 1, -2600, 49592]|[2,4]
6864.e3|[0, -1, 0, -7584, -167616]|[2,4]
6864.r2|[0, 1, 0, -7144, 14276]|[2,4]
6960.q2|[0, -1, 0, -190760, -23409408]|[2,4]
7095.c4|[1, 1, 1, -78045, 8359482]|[2,4]
7095.b3|[1, 1, 1, -5081060, 4406253140]|[2,4]
7215.d3|[1, 0, 0, -6695, 165312]|[2,4]
7395.b4|[1, 0, 0, -1305, 0]|[2,4]
7410.q4|[1, 1, 1, -18835, 882065]|[2,4]
7440.j2|[0, -1, 0, -307520, 65740800]|[2,4]
7455.b5|[1, 0, 0, -33180, -2304225]|[2,4]
7590.u5|[1, 1, 1, -5345335, -4722958963]|[2,4]
7590.v5|[1, 1, 1, -16390, -53245]|[2,4]
7728.o3|[0, 1, 0, -81184, 8073716]|[2,4]
7752.i4|[0, 1, 0, -34884, 2496096]|[2,4]
7755.e4|[1, 0, 0, -32030, 2133027]|[2,4]
7770.be4|[1, 0, 0, -3065, -18183]|[2,4]
7854.p3|[1, 0, 0, -20264, 861504]|[2,4]
8103.b4|[1, 0, 0, -37074, -2722941]|[2,4]
8547.b5|[1, 1, 1, -61914, -3865194]|[2,4]
8778.r4|[1, 0, 0, -319628574, 2199432424644]|[2,4]
8778.q5|[1, 0, 0, -292194, -50491836]|[2,4]
8880.ba3|[0, 1, 0, -469200, -14049900]|[2,4]
8970.n5|[1, 1, 1, -4722035, -3372730063]|[2,4]
8976.w2|[0, 1, 0, -394944, 95400756]|[2,4]
9030.r3|[1, 1, 1, -29715, 1940097]|[2,4]
9240.bi4|[0, 1, 0, -30500, 1860000]|[2,4]
9240.m4|[0, -1, 0, -4180, -90428]|[2,4]
9240.r5|[0, -1, 0, -9780, -143100]|[2,4]
9240.bf4|[0, 1, 0, -137620, -10504000]|[2,4]
9240.o5|[0, -1, 0, -2004100, -1085338748]|[2,4]
9435.c5|[1, 1, 1, -2665, -37378]|[2,4]
9744.l3|[0, 1, 0, -208544, -34260684]|[2,4]
9840.y2|[0, 1, 0, -14346720, 20911140468]|[2,4]
9840.y4|[0, 1, 0, -898720, 324942068]|[2,4]
9870.p4|[1, 1, 1, -4940060, 3932480765]|[2,4]
10032.m2|[0, 1, 0, -42384, 3337236]|[2,4]
10032.n2|[0, 1, 0, -152624, 20447316]|[2,4]
10065.f7|[1, 0, 0, -26255, 98400]|[2,4]
10065.f5|[1, 0, 0, -279380, -56652225]|[2,4]
10416.ba2|[0, 1, 0, -5249664, 4627869876]|[2,4]
10608.p2|[0, 1, 0, -22224, 857556]|[2,4]
10614.j5|[1, 1, 1, -18639, -864939]|[2,4]
10626.p5|[1, 0, 0, -420664, 13323824]|[2,4]
10920.r4|[0, 1, 0, -3060, 62208]|[2,4]
10920.j4|[0, -1, 0, -12740, 557700]|[2,4]
11310.j3|[1, 1, 1, -11615, 292997]|[2,4]
11571.c4|[1, 1, 1, -13804, -619684]|[2,4]
11856.e3|[0, -1, 0, -32624, 260544]|[2,4]
12144.g2|[0, -1, 0, -93104, 10965504]|[2,4]
12369.c4|[1, 0, 0, -2064, 12159]|[2,4]
12558.m4|[1, 1, 1, -4374, 4371]|[2,4]
12810.o3|[1, 1, 1, -4102455, 2301763725]|[2,4]
13530.w3|[1, 0, 0, -23340, 1353600]|[2,4]
13530.v3|[1, 0, 0, -731440, 182831600]|[2,4]
14070.i4|[1, 1, 1, -26975, -1538683]|[2,4]
14160.i2|[0, -1, 0, -4010320, 3091920832]|[2,4]
14190.l4|[1, 1, 1, -53625, -907065]|[2,4]
14280.t5|[0, -1, 0, -2500, 2500]|[2,4]
14280.s3|[0, -1, 0, -21540, 620100]|[2,4]
14280.bp5|[0, 1, 0, -31620, -2080800]|[2,4]
14280.r4|[0, -1, 0, -2082500, 1157406852]|[2,4]
14640.bj2|[0, 1, 0, -81333360, 282298775508]|[2,4]
14685.e4|[1, 0, 0, -81840, -8957025]|[2,4]
14763.f4|[1, 0, 0, -11619, 462024]|[2,4]
14790.bd6|[1, 0, 0, -686460, -90847728]|[2,4]
14790.bd4|[1, 0, 0, -9084540, -10533020400]|[2,4]
14835.b4|[1, 1, 1, -4755, -97848]|[2,4]
14910.ba4|[1, 1, 1, -448770, -99921393]|[2,4]
15015.i3|[1, 0, 0, -62422800, 168666113007]|[2,4]
15015.h4|[1, 0, 0, -151820, 22755375]|[2,4]
15015.e4|[1, 1, 1, -77090, 8201630]|[2,4]
15015.d4|[1, 1, 1, -125255, 13345652]|[2,4]
15015.c5|[1, 1, 1, -2520, 11832]|[2,4]
15222.d3|[1, 1, 1, -62729, 5579831]|[2,4]
