# height=80 primes=[7, 11, 13, 17, 19, 23, 29, 31, 37, 41, 43, 47, 53, 59, 61, 67, 71, 73] params=7863
# u v
35/32 0
35/32 1
35/32 67/3
35/32 -51/16
35/32 -67/32
35/32 35/32
35/32 -67/64
37/32 0
37/32 1
37/32 69/5
37/32 -53/16
37/32 -69/32
37/32 37/32
37/32 -69/64
39/32 0
39/32 1
39/32 71/7
39/32 -55/16
39/32 -71/32
39/32 39/32
39/32 -71/64
41/32 0
41/32 1
41/32 73/9
41/32 -57/16
41/32 -73/32
41/32 41/32
41/32 -73/64
43/32 0
43/32 1
43/32 75/11
43/32 -59/16
43/32 -75/32
43/32 43/32
43/32 -75/64
45/32 0
45/32 1
45/32 77/13
45/32 -61/16
45/32 -77/32
45/32 45/32
45/32 -77/64
47/32 0
47/32 1
47/32 79/15
47/32 -63/16
47/32 -79/32
47/32 47/32
47/32 -79/64
49/32 0
49/32 1
49/32 -65/16
49/32 49/32
51/32 0
51/32 1
51/32 -67/16
51/32 51/32
53/32 0
53/32 1
53/32 -69/16
53/32 53/32
55/32 0
55/32 1
55/32 -71/16
55/32 55/32
57/32 0
57/32 1
57/32 -73/16
57/32 57/32
59/32 0
59/32 1
59/32 -75/16
59/32 59/32
61/32 0
61/32 1
61/32 -77/16
61/32 61/32
63/32 0
63/32 1
63/32 -79/16
63/32 63/32
65/32 0
65/32 1
65/32 65/32
67/32 0
67/32 1
67/32 67/32
69/32 0
69/32 1
69/32 69/32
71/32 0
71/32 1
71/32 71/32
73/32 0
73/32 1
73/32 73/32
75/32 0
75/32 1
75/32 75/32
77/32 0
77/32 1
77/32 77/32
79/32 0
79/32 1
79/32 79/32
-80/33 0
-80/33 1
-80/33 -80/33
-80/33 14/33
-80/33 47/33
-80/33 47/66
-79/33 0
-79/33 1
-79/33 -79/33
-79/33 13/33
-79/33 23/33
-79/33 46/33
-79/33 23/56
-76/33 0
-76/33 1
-76/33 -76/33
-76/33 10/33
-76/33 43/33
-76/33 43/66
-74/33 0
-74/33 1
-74/33 -74/33
-74/33 8/33
-74/33 41/33
-74/33 41/66
-73/33 0
-73/33 1
-73/33 -73/33
-73/33 7/33
-73/33 20/33
-73/33 40/33
-73/33 20/53
-71/33 0
-71/33 1
-71/33 -71/33
-71/33 5/33
-71/33 19/33
-71/33 38/33
-71/33 19/52
-70/33 0
-70/33 1
-70/33 -70/33
-70/33 4/33
-70/33 37/33
-70/33 37/66
-68/33 0
-68/33 1
-68/33 -68/33
-68/33 2/33
-68/33 35/33
-68/33 35/66
-67/33 0
-67/33 1
-67/33 -67/33
-67/33 1/33
-67/33 17/33
-67/33 34/33
-67/33 17/50
-65/33 0
-65/33 1
-65/33 -65/33
-65/33 -1/33
-65/33 16/33
-65/33 32/33
-65/33 16/49
-64/33 0
-64/33 1
-64/33 -64/33
-64/33 -2/33
-64/33 31/33
-64/33 31/66
-62/33 0
-62/33 1
-62/33 -62/33
-62/33 -4/33
-62/33 29/33
-62/33 29/66
-61/33 0
-61/33 1
-61/33 -61/33
-61/33 -5/33
-61/33 14/33
-61/33 28/33
-61/33 14/47
-59/33 0
-59/33 1
-59/33 -59/33
-59/33 -7/33
-59/33 13/33
-59/33 26/33
-59/33 13/46
-58/33 0
-58/33 1
-58/33 -58/33
-58/33 -8/33
-58/33 25/33
-58/33 25/66
-56/33 0
-56/33 1
-56/33 -56/33
-56/33 -10/33
-56/33 23/33
-56/33 79/33
-56/33 23/66
-53/33 0
-53/33 1
-53/33 -53/33
-53/33 -13/33
-53/33 10/33
-53/33 20/33
-53/33 73/33
-53/33 10/43
-52/33 0
-52/33 1
-52/33 -52/33
-52/33 -14/33
-52/33 19/33
-52/33 71/33
-52/33 19/66
-50/33 0
-50/33 1
-50/33 -50/33
-50/33 -16/33
-50/33 17/33
-50/33 67/33
-50/33 17/66
-49/33 0
-49/33 1
-49/33 -49/33
-49/33 -17/33
-49/33 8/33
-49/33 16/33
-49/33 65/33
-49/33 8/41
-47/33 0
-47/33 1
-47/33 -47/33
-47/33 -19/33
-47/33 7/33
-47/33 14/33
-47/33 61/33
-47/33 7/40
-46/33 0
-46/33 1
-46/33 -46/33
-46/33 -20/33
-46/33 13/33
-46/33 59/33
-46/33 13/66
-46/33 13/79
-43/33 0
-43/33 1
-43/33 -43/33
-43/33 -23/33
-43/33 5/33
-43/33 10/33
-43/33 53/33
-43/33 5/38
-41/33 0
-41/33 1
-41/33 -41/33
-41/33 -25/33
-41/33 4/33
-41/33 8/33
-41/33 49/33
-41/33 4/37
-40/33 0
-40/33 1
-40/33 -40/33
-40/33 -26/33
-40/33 7/33
-40/33 47/33
-40/33 7/66
-40/33 7/73
-38/33 0
-38/33 1
-38/33 -38/33
-38/33 -28/33
-38/33 5/33
-38/33 43/33
-38/33 5/66
-38/33 5/71
-37/33 0
-37/33 1
-37/33 -37/33
-37/33 -29/33
-37/33 2/33
-37/33 4/33
-37/33 41/33
-37/33 2/35
-35/33 0
-35/33 1
-35/33 -35/33
-35/33 -31/33
-35/33 1/33
-35/33 2/33
-35/33 37/33
-35/33 1/34
-34/33 0
-34/33 1
-34/33 -34/33
-34/33 -32/33
-34/33 1/33
-34/33 35/33
-34/33 1/66
-34/33 1/67
-32/33 0
-32/33 1
-32/33 -34/33
-32/33 -32/33
-32/33 -1/33
-32/33 31/33
-32/33 -1/65
-32/33 -1/66
-31/33 0
-31/33 1
-31/33 -1/32
-31/33 -35/33
-31/33 -31/33
-31/33 -2/33
-31/33 -1/33
-31/33 29/33
-29/33 0
-29/33 1
-29/33 -2/31
-29/33 -37/33
-29/33 -29/33
-29/33 -4/33
-29/33 -2/33
-29/33 25/33
-28/33 0
-28/33 1
-28/33 -38/33
-28/33 -28/33
-28/33 -5/33
-28/33 23/33
-28/33 -5/61
-28/33 -5/66
-26/33 0
-26/33 1
-26/33 -40/33
-26/33 -26/33
-26/33 -7/33
-26/33 19/33
-26/33 -7/59
-26/33 -7/66
-25/33 0
-25/33 1
-25/33 -4/29
-25/33 -41/33
-25/33 -25/33
-25/33 -8/33
-25/33 -4/33
-25/33 17/33
-23/33 0
-23/33 1
-23/33 -5/28
-23/33 -43/33
-23/33 -23/33
-23/33 -10/33
-23/33 -5/33
-23/33 13/33
-20/33 0
-20/33 1
-20/33 -46/33
-20/33 -20/33
-20/33 -13/33
-20/33 7/33
-20/33 -13/53
-20/33 -13/66
-19/33 0
-19/33 1
-19/33 -7/26
-19/33 -47/33
-19/33 -19/33
-19/33 -14/33
-19/33 -7/33
-19/33 5/33
-17/33 0
-17/33 1
-17/33 -8/25
-17/33 -49/33
-17/33 -17/33
-17/33 -16/33
-17/33 -8/33
-17/33 1/33
-16/33 0
-16/33 1
-16/33 -50/33
-16/33 -17/33
-16/33 -16/33
-16/33 -1/33
-16/33 -17/49
-16/33 -17/66
-14/33 0
-14/33 1
-14/33 -52/33
-14/33 -19/33
-14/33 -14/33
-14/33 -5/33
-14/33 -19/47
-14/33 -19/66
-13/33 0
-13/33 1
-13/33 -10/23
-13/33 -53/33
-13/33 -20/33
-13/33 -13/33
-13/33 -10/33
-13/33 -7/33
-10/33 0
-10/33 1
-10/33 -56/33
-10/33 -23/33
-10/33 -13/33
-10/33 -10/33
-10/33 -23/43
-10/33 -23/66
-8/33 0
-8/33 1
-8/33 -58/33
-8/33 -25/33
-8/33 -17/33
-8/33 -8/33
-8/33 -25/41
-8/33 -25/66
-7/33 0
-7/33 1
-7/33 -13/20
-7/33 -59/33
-7/33 -26/33
-7/33 -19/33
-7/33 -13/33
-7/33 -7/33
-5/33 0
-5/33 1
-5/33 -14/19
-5/33 -61/33
-5/33 -28/33
-5/33 -23/33
-5/33 -14/33
-5/33 -5/33
-4/33 0
-4/33 1
-4/33 -62/33
-4/33 -29/33
-4/33 -25/33
-4/33 -4/33
-4/33 -29/37
-4/33 -29/66
-2/33 0
-2/33 1
-2/33 -64/33
-2/33 -31/33
-2/33 -29/33
-2/33 -2/33
-2/33 -31/35
-2/33 -31/66
-1/33 0
-1/33 1
-1/33 -16/17
-1/33 -65/33
-1/33 -32/33
-1/33 -31/33
-1/33 -16/33
-1/33 -1/33
1/33 0
1/33 1
1/33 -17/16
1/33 -67/33
1/33 -35/33
1/33 -34/33
1/33 -17/33
1/33 1/33
2/33 0
2/33 1
2/33 -35/31
2/33 -68/33
2/33 -37/33
2/33 -35/33
2/33 2/33
2/33 -35/66
4/33 0
4/33 1
4/33 -37/29
4/33 -70/33
4/33 -41/33
4/33 -37/33
4/33 4/33
4/33 -37/66
5/33 0
5/33 1
5/33 -19/14
5/33 -71/33
5/33 -43/33
5/33 -38/33
5/33 -19/33
5/33 5/33
7/33 0
7/33 1
7/33 -20/13
7/33 -73/33
7/33 -47/33
7/33 -40/33
7/33 -20/33
7/33 7/33
8/33 0
8/33 1
8/33 -41/25
8/33 -74/33
8/33 -49/33
8/33 -41/33
8/33 8/33
8/33 -41/66
10/33 0
10/33 1
10/33 -43/23
10/33 -76/33
10/33 -53/33
10/33 -43/33
10/33 10/33
10/33 -43/66
13/33 0
13/33 1
13/33 -23/10
13/33 -79/33
13/33 -59/33
13/33 -46/33
13/33 -23/33
13/33 13/33
14/33 0
14/33 1
14/33 -47/19
14/33 -80/33
14/33 -61/33
14/33 -47/33
14/33 14/33
14/33 -47/66
16/33 0
16/33 1
16/33 -49/17
16/33 -65/33
16/33 -49/33
16/33 16/33
16/33 -49/66
17/33 0
17/33 1
17/33 -25/8
17/33 -67/33
17/33 -50/33
17/33 -25/33
17/33 17/33
19/33 0
19/33 1
19/33 -26/7
19/33 -71/33
19/33 -52/33
19/33 -26/33
19/33 19/33
20/33 0
20/33 1
20/33 -53/13
20/33 -73/33
20/33 -53/33
20/33 20/33
20/33 -53/66
23/33 0
23/33 1
23/33 -28/5
23/33 -79/33
23/33 -56/33
23/33 -28/33
23/33 23/33
25/33 0
25/33 1
25/33 -29/4
25/33 -58/33
25/33 -29/33
25/33 25/33
26/33 0
26/33 1
26/33 -59/7
26/33 -59/33
26/33 26/33
26/33 -59/66
28/33 0
28/33 1
28/33 -61/5
28/33 -61/33
28/33 28/33
28/33 -61/66
29/33 0
29/33 1
29/33 -31/2
29/33 -62/33
29/33 -31/33
29/33 29/33
31/33 -32
31/33 0
31/33 1
31/33 -64/33
31/33 -32/33
31/33 31/33
32/33 -65
32/33 0
32/33 1
32/33 -65/33
32/33 32/33
32/33 -65/66
34/33 0
34/33 1
34/33 67
34/33 -67/33
34/33 34/33
34/33 -67/66
35/33 0
35/33 1
35/33 34
35/33 -68/33
35/33 -34/33
35/33 35/33
37/33 0
37/33 1
37/33 35/2
37/33 -70/33
37/33 -35/33
37/33 37/33
38/33 0
38/33 1
38/33 71/5
38/33 -71/33
38/33 38/33
38/33 -71/66
40/33 0
40/33 1
40/33 -8/3
40/33 73/7
40/33 5/11
40/33 -73/33
40/33 40/33
40/33 -73/66
41/33 0
41/33 1
41/33 37/4
41/33 -74/33
41/33 -37/33
41/33 41/33
43/33 0
43/33 1
43/33 38/5
43/33 -76/33
43/33 -38/33
43/33 43/33
46/33 0
46/33 1
46/33 79/13
46/33 -79/33
46/33 46/33
46/33 -79/66
47/33 0
47/33 1
47/33 40/7
47/33 -80/33
47/33 -40/33
47/33 47/33
49/33 0
49/33 1
49/33 41/8
49/33 -41/33
49/33 49/33
50/33 0
50/33 1
50/33 50/33
52/33 0
52/33 1
52/33 52/33
53/33 0
53/33 1
53/33 43/10
53/33 -43/33
53/33 53/33
56/33 0
56/33 1
56/33 56/33
58/33 0
58/33 1
58/33 58/33
59/33 0
59/33 1
59/33 46/13
59/33 -46/33
59/33 59/33
61/33 0
61/33 1
61/33 47/14
61/33 -47/33
61/33 61/33
62/33 0
62/33 1
62/33 62/33
64/33 0
64/33 1
64/33 64/33
65/33 0
65/33 1
65/33 49/16
65/33 -49/33
65/33 65/33
67/33 0
67/33 1
67/33 50/17
67/33 -50/33
67/33 67/33
68/33 0
68/33 1
68/33 68/33
70/33 0
70/33 1
70/33 70/33
71/33 0
71/33 1
71/33 52/19
71/33 -52/33
71/33 71/33
73/33 0
73/33 1
73/33 53/20
73/33 -53/33
73/33 73/33
74/33 0
74/33 1
74/33 74/33
76/33 0
76/33 1
76/33 76/33
79/33 0
79/33 1
79/33 56/23
79/33 -56/33
79/33 79/33
80/33 0
80/33 1
80/33 80/33
-79/34 0
-79/34 1
-79/34 62/17
-79/34 -79/34
-79/34 11/34
-79/34 45/34
-79/34 45/68
-77/34 0
-77/34 1
-77/34 60/17
-77/34 -77/34
-77/34 9/34
-77/34 43/34
-77/34 43/68
-75/34 0
-75/34 1
-75/34 58/17
-75/34 -75/34
-75/34 7/34
-75/34 41/34
-75/34 41/68
-73/34 0
-73/34 1
-73/34 56/17
-73/34 -73/34
-73/34 5/34
-73/34 39/34
-73/34 39/68
-71/34 0
-71/34 1
-71/34 54/17
-71/34 -71/34
-71/34 3/34
-71/34 37/34
-71/34 37/68
-69/34 0
-69/34 1
-69/34 52/17
-69/34 -69/34
-69/34 1/34
-69/34 35/34
-69/34 35/68
-67/34 0
-67/34 1
-67/34 50/17
-67/34 -67/34
-67/34 -1/34
-67/34 33/34
-67/34 33/68
-65/34 0
-65/34 1
-65/34 48/17
-65/34 -65/34
-65/34 -3/34
-65/34 31/34
-65/34 31/68
-63/34 0
-63/34 1
-63/34 46/17
-63/34 -63/34
-63/34 -5/34
-63/34 29/34
-63/34 29/68
-61/34 0
-61/34 1
-61/34 44/17
-61/34 -61/34
-61/34 -7/34
-61/34 27/34
-61/34 27/68
-59/34 0
-59/34 1
-59/34 42/17
-59/34 -59/34
-59/34 -9/34
-59/34 25/34
-59/34 25/68
-57/34 0
-57/34 1
-57/34 40/17
-57/34 -57/34
-57/34 -11/34
-57/34 23/34
-57/34 23/68
-55/34 0
-55/34 1
-55/34 38/17
-55/34 -55/34
-55/34 -13/34
-55/34 21/34
-55/34 21/68
-53/34 0
-53/34 1
-53/34 36/17
-53/34 -53/34
-53/34 -15/34
-53/34 19/34
-53/34 19/68
-49/34 0
-49/34 1
-49/34 32/17
-49/34 -49/34
-49/34 -19/34
-49/34 15/34
-49/34 15/68
-47/34 0
-47/34 1
-47/34 30/17
-47/34 -47/34
-47/34 -21/34
-47/34 13/34
-47/34 13/68
-45/34 0
-45/34 1
-45/34 28/17
-45/34 -45/34
-45/34 -23/34
-45/34 11/34
-45/34 11/68
-45/34 11/79
-43/34 0
-43/34 1
-43/34 26/17
-43/34 -43/34
-43/34 -25/34
-43/34 9/34
-43/34 9/68
-43/34 9/77
-41/34 0
-41/34 1
-41/34 24/17
-41/34 -41/34
-41/34 -27/34
-41/34 7/34
-41/34 7/68
-41/34 7/75
-39/34 0
-39/34 1
-39/34 22/17
-39/34 -39/34
-39/34 -29/34
-39/34 5/34
-39/34 5/68
-39/34 5/73
-37/34 0
-37/34 1
-37/34 20/17
-37/34 -37/34
-37/34 -31/34
-37/34 3/34
-37/34 3/68
-37/34 3/71
-35/34 0
-35/34 1
-35/34 18/17
-35/34 -35/34
-35/34 -33/34
-35/34 1/34
-35/34 1/68
-35/34 1/69
-33/34 0
-33/34 1
-33/34 16/17
-33/34 -35/34
-33/34 -33/34
-33/34 -1/34
-33/34 -1/67
-33/34 -1/68
-31/34 0
-31/34 1
-31/34 14/17
-31/34 -37/34
-31/34 -31/34
-31/34 -3/34
-31/34 -3/65
-31/34 -3/68
-29/34 0
-29/34 1
-29/34 12/17
-29/34 -39/34
-29/34 -29/34
-29/34 -5/34
-29/34 -5/63
-29/34 -5/68
-27/34 0
-27/34 1
-27/34 10/17
-27/34 -41/34
-27/34 -27/34
-27/34 -7/34
-27/34 -7/61
-27/34 -7/68
-25/34 0
-25/34 1
-25/34 8/17
-25/34 -43/34
-25/34 -25/34
-25/34 -9/34
-25/34 -9/59
-25/34 -9/68
-23/34 0
-23/34 1
-23/34 6/17
-23/34 -45/34
-23/34 -23/34
-23/34 -11/34
-23/34 -11/57
-23/34 -11/68
-21/34 0
-21/34 1
-21/34 4/17
-21/34 -47/34
-21/34 -21/34
-21/34 -13/34
-21/34 -13/55
-21/34 -13/68
-19/34 0
-19/34 1
-19/34 2/17
-19/34 -49/34
-19/34 -19/34
-19/34 -15/34
-19/34 -15/53
-19/34 -15/68
-15/34 0
-15/34 1
-15/34 -2/17
-15/34 -53/34
-15/34 -19/34
-15/34 -15/34
-15/34 -19/49
-15/34 -19/68
-13/34 0
-13/34 1
-13/34 -4/17
-13/34 -55/34
-13/34 -21/34
-13/34 -13/34
-13/34 -21/47
-13/34 -21/68
-11/34 0
-11/34 1
-11/34 -6/17
-11/34 -57/34
-11/34 -23/34
-11/34 -11/34
-11/34 -23/45
-11/34 -23/68
-9/34 0
-9/34 1
-9/34 -8/17
-9/34 -59/34
-9/34 -25/34
-9/34 -9/34
-9/34 -25/43
-9/34 -25/68
-7/34 0
-7/34 1
-7/34 -10/17
-7/34 -61/34
-7/34 -27/34
-7/34 -7/34
-7/34 -27/41
-7/34 -27/68
-5/34 0
-5/34 1
-5/34 -12/17
-5/34 -63/34
-5/34 -29/34
-5/34 -5/34
-5/34 -29/39
-5/34 -29/68
-3/34 0
-3/34 1
-3/34 -14/17
-3/34 -65/34
-3/34 -31/34
-3/34 -3/34
-3/34 -31/37
-3/34 -31/68
-1/34 0
-1/34 1
-1/34 -16/17
-1/34 -67/34
-1/34 -33/34
-1/34 -1/34
-1/34 -33/35
-1/34 -33/68
1/34 0
1/34 1
1/34 -18/17
1/34 -35/33
1/34 -69/34
1/34 -35/34
1/34 1/34
1/34 -35/68
3/34 0
3/34 1
3/34 -20/17
3/34 -37/31
3/34 -71/34
3/34 -37/34
3/34 3/34
3/34 -37/68
5/34 0
5/34 1
5/34 -22/17
5/34 -39/29
5/34 -73/34
5/34 -39/34
5/34 5/34
5/34 -39/68
7/34 0
7/34 1
7/34 -24/17
7/34 -41/27
7/34 -75/34
7/34 -41/34
7/34 7/34
7/34 -41/68
9/34 0
9/34 1
9/34 -26/17
9/34 -43/25
9/34 -77/34
9/34 -43/34
9/34 9/34
9/34 -43/68
11/34 0
11/34 1
11/34 -28/17
11/34 -45/23
11/34 -79/34
11/34 -45/34
11/34 11/34
11/34 -45/68
13/34 0
13/34 1
13/34 -30/17
13/34 -47/21
13/34 -47/34
13/34 13/34
13/34 -47/68
15/34 0
15/34 1
15/34 -32/17
15/34 -49/19
15/34 -49/34
15/34 15/34
15/34 -49/68
19/34 0
19/34 1
19/34 -53/15
19/34 -36/17
19/34 -53/34
19/34 19/34
19/34 -53/68
21/34 0
21/34 1
21/34 -55/13
21/34 -38/17
21/34 -55/34
21/34 21/34
21/34 -55/68
23/34 0
23/34 1
23/34 -57/11
23/34 -40/17
23/34 -57/34
23/34 23/34
23/34 -57/68
25/34 0
25/34 1
25/34 -59/9
25/34 -42/17
25/34 -59/34
25/34 25/34
25/34 -59/68
27/34 0
27/34 1
27/34 -61/7
27/34 -44/17
27/34 -61/34
27/34 27/34
27/34 -61/68
29/34 0
29/34 1
29/34 -63/5
29/34 -46/17
29/34 -63/34
29/34 29/34
29/34 -63/68
31/34 0
31/34 1
31/34 -65/3
31/34 -48/17
31/34 -65/34
31/34 31/34
31/34 -65/68
33/34 -67
33/34 0
33/34 1
33/34 -50/17
33/34 -67/34
33/34 33/34
33/34 -67/68
35/34 0
35/34 1
35/34 69
35/34 -52/17
35/34 -69/34
35/34 35/34
35/34 -69/68
37/34 0
37/34 1
37/34 71/3
37/34 -54/17
37/34 -71/34
37/34 37/34
37/34 -71/68
39/34 0
39/34 1
39/34 73/5
39/34 -56/17
39/34 -73/34
39/34 39/34
39/34 -73/68
41/34 0
41/34 1
41/34 75/7
41/34 -58/17
41/34 -75/34
41/34 41/34
41/34 -75/68
43/34 0
43/34 1
43/34 77/9
43/34 -60/17
43/34 -77/34
43/34 43/34
43/34 -77/68
45/34 0
45/34 1
45/34 79/11
45/34 -62/17
45/34 -79/34
45/34 45/34
45/34 -79/68
47/34 0
47/34 1
47/34 -64/17
47/34 47/34
49/34 0
49/34 1
49/34 -66/17
49/34 49/34
53/34 0
53/34 1
53/34 -70/17
53/34 53/34
55/34 0
55/34 1
55/34 -72/17
55/34 55/34
57/34 0
57/34 1
57/34 -74/17
57/34 57/34
59/34 0
59/34 1
59/34 -76/17
59/34 59/34
61/34 0
61/34 1
61/34 -78/17
61/34 61/34
63/34 0
63/34 1
63/34 -80/17
63/34 63/34
65/34 0
65/34 1
65/34 65/34
67/34 0
67/34 1
67/34 67/34
69/34 0
69/34 1
69/34 69/34
71/34 0
71/34 1
71/34 71/34
73/34 0
73/34 1
73/34 73/34
75/34 0
75/34 1
75/34 75/34
77/34 0
77/34 1
77/34 77/34
79/34 0
79/34 1
79/34 79/34
-79/35 0
-79/35 1
-79/35 -79/35
-79/35 9/35
-79/35 22/35
-79/35 44/35
-79/35 22/57
-78/35 0
-78/35 1
-78/35 -78/35
-78/35 8/35
-78/35 43/35
-78/35 43/70
-76/35 0
-76/35 1
-76/35 -76/35
-76/35 6/35
-76/35 41/35
-76/35 41/70
-74/35 0
-74/35 1
-74/35 -74/35
-74/35 4/35
-74/35 39/35
-74/35 39/70
-73/35 0
-73/35 1
-73/35 -73/35
-73/35 3/35
-73/35 19/35
-73/35 38/35
-73/35 19/54
-72/35 0
-72/35 1
-72/35 -72/35
-72/35 2/35
-72/35 37/35
-72/35 37/70
-71/35 0
-71/35 1
-71/35 -71/35
-71/35 1/35
-71/35 18/35
-71/35 36/35
-71/35 18/53
-69/35 0
-69/35 1
-69/35 -69/35
-69/35 -1/35
-69/35 17/35
-69/35 34/35
-69/35 17/52
-68/35 0
-68/35 1
-68/35 -68/35
-68/35 -2/35
-68/35 33/35
-68/35 33/70
-67/35 0
-67/35 1
-67/35 -67/35
-67/35 -3/35
-67/35 16/35
-67/35 32/35
-67/35 16/51
-66/35 0
-66/35 1
-66/35 -66/35
-66/35 -4/35
-66/35 31/35
-66/35 31/70
-64/35 0
-64/35 1
-64/35 -64/35
-64/35 -6/35
-64/35 29/35
-64/35 29/70
-62/35 0
-62/35 1
-62/35 -62/35
-62/35 -8/35
-62/35 27/35
-62/35 27/70
-61/35 0
-61/35 1
-61/35 -61/35
-61/35 -9/35
-61/35 13/35
-61/35 26/35
-61/35 13/48
-59/35 0
-59/35 1
-59/35 -59/35
-59/35 -11/35
-59/35 12/35
-59/35 24/35
-59/35 12/47
-58/35 0
-58/35 1
-58/35 -58/35
-58/35 -12/35
-58/35 23/35
-58/35 23/70
-57/35 0
-57/35 1
-57/35 -57/35
-57/35 -13/35
-57/35 11/35
-57/35 22/35
-57/35 79/35
-57/35 11/46
-54/35 0
-54/35 1
-54/35 -54/35
-54/35 -16/35
-54/35 19/35
-54/35 73/35
-54/35 19/70
-53/35 0
-53/35 1
-53/35 -53/35
-53/35 -17/35
-53/35 9/35
-53/35 18/35
-53/35 71/35
-53/35 9/44
-52/35 0
-52/35 1
-52/35 -52/35
-52/35 -18/35
-52/35 17/35
-52/35 69/35
-52/35 17/70
-51/35 0
-51/35 1
-51/35 -51/35
-51/35 -19/35
-51/35 8/35
-51/35 16/35
-51/35 67/35
-51/35 8/43
-48/35 0
-48/35 1
-48/35 -48/35
-48/35 -22/35
-48/35 13/35
-48/35 61/35
-48/35 13/70
-47/35 0
-47/35 1
-47/35 -47/35
-47/35 -23/35
-47/35 6/35
-47/35 12/35
-47/35 59/35
-47/35 6/41
-46/35 0
-46/35 1
-46/35 -46/35
-46/35 -24/35
-46/35 11/35
-46/35 57/35
-46/35 11/70
-44/35 0
-44/35 1
-44/35 -44/35
-44/35 -26/35
-44/35 9/35
-44/35 53/35
-44/35 9/70
-44/35 9/79
-43/35 0
-43/35 1
-43/35 -43/35
-43/35 -27/35
-43/35 4/35
-43/35 8/35
-43/35 51/35
-43/35 4/39
-41/35 0
-41/35 1
-41/35 -41/35
-41/35 -29/35
-41/35 3/35
-41/35 6/35
-41/35 47/35
-41/35 3/38
-39/35 0
-39/35 1
-39/35 -39/35
-39/35 -31/35
-39/35 2/35
-39/35 4/35
-39/35 43/35
-39/35 2/37
-38/35 0
-38/35 1
-38/35 -38/35
-38/35 -32/35
-38/35 3/35
-38/35 41/35
-38/35 3/70
-38/35 3/73
-37/35 0
-37/35 1
-37/35 -37/35
-37/35 -33/35
-37/35 1/35
-37/35 2/35
-37/35 39/35
-37/35 1/36
-36/35 0
-36/35 1
-36/35 -36/35
-36/35 -34/35
-36/35 1/35
-36/35 37/35
-36/35 1/70
-36/35 1/71
-34/35 0
-34/35 1
-34/35 -36/35
-34/35 -34/35
-34/35 -1/35
-34/35 33/35
-34/35 -1/69
-34/35 -1/70
-33/35 0
-33/35 1
-33/35 -1/34
-33/35 -37/35
-33/35 -33/35
-33/35 -2/35
-33/35 -1/35
-33/35 31/35
-32/35 0
-32/35 1
-32/35 -38/35
-32/35 -32/35
-32/35 -3/35
-32/35 29/35
-32/35 -3/67
-32/35 -3/70
-31/35 0
-31/35 1
-31/35 -2/33
-31/35 -39/35
-31/35 -31/35
-31/35 -4/35
-31/35 -2/35
-31/35 27/35
-29/35 0
-29/35 1
-29/35 -3/32
-29/35 -41/35
-29/35 -29/35
-29/35 -6/35
-29/35 -3/35
-29/35 23/35
-27/35 0
-27/35 1
-27/35 -4/31
-27/35 -43/35
-27/35 -27/35
-27/35 -8/35
-27/35 -4/35
-27/35 19/35
-26/35 0
-26/35 1
-26/35 -44/35
-26/35 -26/35
-26/35 -9/35
-26/35 17/35
-26/35 -9/61
-26/35 -9/70
-24/35 0
-24/35 1
-24/35 -46/35
-24/35 -24/35
-24/35 -11/35
-24/35 13/35
-24/35 -11/59
-24/35 -11/70
-23/35 0
-23/35 1
-23/35 -6/29
-23/35 -47/35
-23/35 -23/35
-23/35 -12/35
-23/35 -6/35
-23/35 11/35
-22/35 0
-22/35 1
-22/35 -48/35
-22/35 -22/35
-22/35 -13/35
-22/35 9/35
-22/35 -13/57
-22/35 -13/70
-19/35 0
-19/35 1
-19/35 -8/27
-19/35 -51/35
-19/35 -19/35
-19/35 -16/35
-19/35 -8/35
-19/35 3/35
-18/35 0
-18/35 1
-18/35 -52/35
-18/35 -18/35
-18/35 -17/35
-18/35 1/35
-18/35 -17/53
-18/35 -17/70
-17/35 0
-17/35 1
-17/35 -9/26
-17/35 -53/35
-17/35 -18/35
-17/35 -17/35
-17/35 -9/35
-17/35 -1/35
-16/35 0
-16/35 1
-16/35 -54/35
-16/35 -19/35
-16/35 -16/35
-16/35 -3/35
-16/35 -19/51
-16/35 -19/70
-13/35 0
-13/35 1
-13/35 -11/24
-13/35 -57/35
-13/35 -22/35
-13/35 -13/35
-13/35 -11/35
-13/35 -9/35
-12/35 0
-12/35 1
-12/35 -58/35
-12/35 -23/35
-12/35 -12/35
-12/35 -11/35
-12/35 -23/47
-12/35 -23/70
-11/35 0
-11/35 1
-11/35 -12/23
-11/35 -59/35
-11/35 -24/35
-11/35 -13/35
-11/35 -12/35
-11/35 -11/35
-9/35 0
-9/35 1
-9/35 -13/22
-9/35 -61/35
-9/35 -26/35
-9/35 -17/35
-9/35 -13/35
-9/35 -9/35
-8/35 0
-8/35 1
-8/35 -62/35
-8/35 -27/35
-8/35 -19/35
-8/35 -8/35
-8/35 -27/43
-8/35 -27/70
-6/35 0
-6/35 1
-6/35 -2/5
-6/35 -3/7
-6/35 -64/35
-6/35 -29/35
-6/35 -23/35
-6/35 -6/35
-6/35 -29/41
-6/35 -29/70
-4/35 0
-4/35 1
-4/35 -66/35
-4/35 -31/35
-4/35 -27/35
-4/35 -4/35
-4/35 -31/39
-4/35 -31/70
-3/35 0
-3/35 1
-3/35 -16/19
-3/35 -67/35
-3/35 -32/35
-3/35 -29/35
-3/35 -16/35
-3/35 -3/35
