211	31	161	90	132	161	206	87	42	174	50506	0
211	45	25	138	137	65	131	193	108	39	45835	0
211	32	208	164	64	18	201	95	15	96	40855	0
211	145	158	170	42	13	200	164	108	64	5155	0
211	191	134	139	31	109	3	164	171	173	42497	0
211	93	30	35	186	44	153	132	180	116	23446	0
211	43	137	58	73	54	108	99	185	152	45731	0
211	25	7	58	166	75	135	157	126	45	49472	0
211	193	15	158	142	45	115	87	20	110	45392	0
211	189	55	192	160	7	167	35	122	48	46227	0
211	47	71	182	116	155	134	66	119	4	10228	0
211	68	100	148	170	130	100	146	150	134	41729	0
211	77	161	153	192	184	48	208	204	69	7161	1
211	75	149	48	93	18	111	45	27	54	43309	0
211	160	142	126	171	150	23	59	16	164	48817	0
211	79	7	125	161	111	70	188	203	109	8575	0
211	79	108	177	187	3	58	3	119	176	48006	0
211	209	56	144	68	111	17	178	108	106	49363	0
211	2	154	195	131	110	7	199	63	68	46919	0
211	109	38	16	140	135	150	180	116	31	972	0
211	52	102	175	45	84	0	47	69	78	42227	0
211	195	24	203	123	33	29	13	77	5	44975	0
211	206	135	61	76	145	164	135	125	65	44873	0
211	78	128	126	61	131	105	178	191	135	44681	0
211	171	117	182	79	182	5	136	24	174	45772	0
211	48	162	89	179	166	60	99	194	56	23565	0
211	38	146	153	181	34	176	76	134	89	45855	0
211	193	142	207	53	120	57	118	78	93	24785	0
211	129	67	100	195	51	197	90	196	63	16047	0
211	16	121	63	186	61	98	85	86	27	42163	0
211	129	33	153	172	186	56	24	180	2	43335	0
211	185	42	127	154	174	129	22	133	125	10837	0
211	16	98	114	184	9	51	51	24	177	39850	0
211	10	39	78	2	31	60	180	152	158	4435	0
211	57	44	78	147	37	26	99	154	119	8703	0
211	7	51	104	165	198	83	36	87	127	759	0
211	188	74	81	23	31	178	37	153	203	46698	0
211	176	204	151	128	81	60	110	142	198	43335	0
211	128	102	152	68	13	118	118	161	126	2358	0
211	173	112	100	162	60	126	181	190	62	10677	0
211	9	209	97	187	119	136	166	159	74	46479	0
211	97	169	131	14	33	121	196	82	67	43909	0
211	85	25	74	186	8	163	103	119	63	2589	0
211	100	116	1	205	150	198	41	9	143	22065	0
211	86	106	55	54	114	136	79	141	25	23332	0
211	54	175	111	172	85	157	162	1	141	1897	0
211	114	62	40	48	117	135	5	79	18	48246	0
211	171	209	194	127	126	100	186	137	65	10705	0
211	20	39	18	116	58	20	166	76	81	43259	0
211	101	109	188	129	50	6	141	104	11	47351	0
211	179	164	179	73	31	204	113	81	178	12575	0
211	27	127	64	1	68	207	148	53	19	46596	0
211	176	73	20	83	16	61	151	89	40	49283	0
211	39	201	111	66	17	146	96	184	172	46023	0
211	46	90	55	136	162	190	204	77	16	43771	0
211	73	141	124	151	196	208	38	4	147	46519	0
211	24	72	45	161	168	100	68	66	137	3191	0
211	72	204	165	130	19	147	28	210	114	46095	0
211	90	189	143	68	163	40	135	132	88	40537	0
211	46	112	100	35	81	18	19	187	136	40826	0
211	11	202	86	166	60	68	18	72	79	21398	0
211	174	28	26	60	195	168	114	103	168	8185	0
211	182	7	19	15	46	148	64	31	57	44252	0
211	100	193	120	32	207	60	198	76	210	13736	0
211	93	110	34	94	210	142	40	48	165	46302	0
211	55	174	25	97	184	4	115	180	187	14763	0
211	89	93	181	58	2	106	66	86	52	43775	0
211	132	158	71	4	35	67	70	57	98	21773	0
211	190	101	207	142	114	9	208	78	178	51971	0
211	160	63	83	50	80	58	104	130	59	46123	0
211	204	56	160	40	40	48	178	78	158	25103	0
211	101	60	146	173	116	41	182	113	6	3955	0
211	56	2	80	41	29	24	111	3	150	42652	0
211	147	162	165	153	33	81	44	200	71	49886	0
211	203	139	64	22	78	136	202	9	40	49184	0
211	91	168	120	4	195	7	12	15	144	41441	0
211	174	26	4	41	58	36	46	102	104	24605	0
211	54	73	81	146	59	163	129	45	153	48347	0
211	183	36	72	78	35	176	200	24	192	43791	0
211	124	98	88	166	170	139	126	139	199	46028	0
211	26	192	205	85	52	53	86	177	188	41330	0
211	137	199	68	170	96	163	198	5	10	2394	0
211	57	156	128	137	141	174	190	51	141	38472	0
211	112	36	85	50	51	20	120	141	200	22501	0
211	48	199	170	38	20	107	140	42	178	10371	0
211	91	70	199	195	63	5	99	1	40	20608	0
211	151	66	204	137	183	70	18	74	210	43295	0
211	42	187	84	114	124	170	168	150	83	40889	1
211	207	195	97	144	79	182	0	193	146	19914	0
211	133	101	13	112	9	66	11	206	29	44129	0
211	77	192	32	35	107	135	16	59	27	12701	0
211	18	25	37	138	185	52	198	73	50	44957	0
211	164	126	143	189	72	154	58	157	187	23028	0
211	190	174	9	29	45	160	62	99	118	25986	0
211	130	62	139	83	84	110	204	198	181	8631	0
211	101	35	136	109	21	160	209	181	22	47801	0
211	20	89	69	79	148	72	46	42	27	3580	0
211	67	86	17	139	72	41	113	172	182	40382	0
211	65	170	69	28	92	147	86	59	56	41881	1
211	140	186	170	100	165	56	113	37	187	41693	0
211	198	15	150	210	156	82	126	75	64	47263	0
211	23	8	150	8	170	26	161	107	124	10544	0
211	161	183	205	159	145	98	124	74	56	5760	0
211	182	33	167	137	190	85	183	188	81	9878	0
