116 -103 133 -36
116 -89 122 -56
116 -5 149 147
116 76 128 -46
116 77 130 -3
116 145 149 115
109 -149 117 -16
109 -146 139 72
109 -102 142 67
109 -100 138 -121
109 -92 149 -25
109 -89 135 -105
109 -59 130 -68
109 2 112 -109
109 67 130 -113
109 142 147 149
118 -147 139 -142
118 -121 139 -129
118 73 134 58
119 -43 125 142
133 -91 136 -144
133 -36 146 -54
133 -12 150 -122
133 54 141 141
128 37 137 -31
128 138 143 -93
121 -86 150 103
121 -45 142 109
121 66 130 -93
132 -27 149 -140
132 46 147 -131
132 78 150 3
132 139 139 132
127 -114 145 -125
127 -96 139 52
127 -71 144 -92
127 69 130 -141
131 -129 150 -18
131 136 148 -66
130 -108 136 142
130 -73 139 -144
130 117 131 -23
125 -92 150 118
125 39 147 79
125 53 147 128
122 -99 139 -74
122 54 149 131
123 -79 144 6
123 -71 141 -64
123 2 149 50
123 54 131 26
129 -103 142 -79
124 -88 145 52
134 -137 139 -43
134 83 146 -130
145 -95 150 -29
145 150 150 76
138 -44 144 40
138 39 141 127
138 74 143 -136
140 58 145 -41
141 56 147 -71
137 -36 139 -19
137 -9 144 125
139 -93 140 -106
139 -84 148 109
139 -47 145 134
139 -47 148 18
136 39 144 -149
136 132 139 38
126 -90 131 -111
126 -84 135 -133
126 -19 132 -91
120 -8 146 -98
120 68 122 -137
