family	family_name	m	n	a	b	c	d	tuple_height	curve_key	bad11	bad13
1	filip1	1855	814	31512403915281	43025453612680	-13122037932080	-29903415680600	43025453612680	172187879490946362693126400,894214269366753961216360000,993031600519817298225308961,1851189658576878463456782400	1	1
2	filip2	-1293	814	4474010949893672550	-1239369916358596	-1968679732004502	3127153431795849	4474010949893672550	1536037789574713244924463091216,3875699887205317816306948268004,9779088585992555623449213630801,20016773979768482148840150526623502500	1	1
2	filip2	1293	814	1968679732004502	2816585393049844900	-4474010949893672550	-7106752037116116225	7106752037116116225	3875699887205317816306948268004,7933153276341749283513575914056010000,20016773979768482148840150526623502500,50505924517054067806108483627708250625	1	1
2	filip2	-1636	815	14924225238514422140	-306172722176425225	-614599476663351740	1233723612050605456	14924225238514422140	93741735804922466766550760016300625,377732516714865840055412010961027600,1522073950931192835929015056176967936,222732498969910860413812568778122179600	1	1
2	filip2	1636	815	614599476663351740	7434745458061891225	-14924225238514422140	-29958322073876803216	29958322073876803216	377732516714865840055412010961027600,55275440026171920771921442623732000625,222732498969910860413812568778122179600,897501061482134123608909157415587942656	1	1
1	filip1	1885	816	33145823932081	44885976008640	-13560517002240	-31325459006400	44885976008640	183887621368040116165017600,981284381961646875240960000,1098645644136513564100990561,2014750842248205665354649600	1	1
1	filip1	1917	824	35206101841729	47470891408992	-14270709420288	-33200181988704	47470891408992	203653147358296665026002944,1102252084083065488383599616,1239469606890194085765709441,2253485531164310471018456064	1	1
2	filip2	-1207	828	3133346691733339716	-35680364467131024	-52012318734090756	75819889748849689	3133346691733339716	1273088408507306162236865583288576,2705281300096648222754054044651536,5748655681527722156104898715396721,9817861490596264626552746651062960656	1	1
2	filip2	1207	828	52012318734090756	2149470638571006864	-3133346691733339716	-4567571807876981929	4567571807876981929	2705281300096648222754054044651536,4620224026078852020854967302735114496,9817861490596264626552746651062960656,20862712220112601118066848709792561041	1	1
1	filip1	1189	833	9597895214209	16197543310032	-6672875161848	-9524668148184	16197543310032	44527262925607972194775104,90719303333030827782497856,92119592542936025995495681,262360409280362398871841024	1	1
1	filip1	1420	837	15253000549081	24217923993840	-8981126443440	-15236797550400	24217923993840	80660632193057223519033600,232159999591875440540160000,232654025750265287489944561,586507842571411176357945600	1	1
3	adam	-1774	839	1301184250850	1719788110755	-7688794464780	-10162355790834	10162355790834	1693080454660075725722500,2957671145894252146670025,59117560321631566660448400,103273475219497333558415556	1	1
1	filip1	1963	850	38992768647561	52812737699800	-15958345910000	-36854391789800	52812737699800	254668804183213728100000000,1358246194196077647384040000,1520436006802216097031248721,2789185263347876194920040000	1	1
3	adam	-1265	862	177095645870	636923198964	-1371682465725	-4933245985470	4933245985470	31362867786112448056900,405671161378535130673296,1881512786777415799775625,24336915953155871451120900	1	1
1	filip1	-1821	865	6195623788201	-5758399997760	-5210267780400	10968667778160	10968667778160	27146890343474342624160000,33159170534202368005017600,38385754124922109706816401,120311672827645430972985600	1	1
1	filip1	1210	867	10659304289881	18102453984120	-7556488976520	-10545965007600	18102453984120	57100525652268277111310400,111217377941523668057760000,113620767944275489678994161,327698840247182061212174400	1	1
1	filip1	-1855	871	6676854449521	-6257664241920	-5539050360480	11796714602400	11796714602400	30681078895933617945830400,39158361764604208285286400,44580385340088375937129441,139162475410477390085760000	1	1
3	adam	-1826	871	1450526513150	1953982312035	-8587877965260	-11568600428814	11568600428814	2104027165351097122922500,3818046875745644105841225,73751647946198237766867600,133832515881555464681446596	1	1
3	adam	-1496	871	508990625000	1122314529375	-3310864920000	-7300393410024	7300393410024	259071456337890625000000,1259589902846227737890625,10961826518486606400000000,53295743941121846983680576	1	1
3	adam	-1230	871	138074081730	572211802019	-1141118441100	-4729065957330	4729065957330	19064452045582719792900,327426346369831252476361,1302151296618494169210000,22364064828777509380728900	1	1
3	adam	-1658	877	886923551426	1522748513715	-5442495140940	-9344155280850	9344155280850	786633386074108466633476,2318763036021241543101225,29620753359155510464083600,87313237912636942376722500	1	1
1	filip1	1343	881	14160116318049	23408925432832	-9273050047808	-14135875385024	23408925432832	85989457189151951085604864,199822972900927420243480576,200508894140677568523166401,547977789919888838543540224	1	1
3	adam	-1268	891	160575638652	646173882783	-1308677090032	-5266259338428	5266259338428	25784535728497676377104,417540686790858223825089,1712635725974623433761024,27733487419580116237511184	1	1
1	filip1	-1943	895	8050208869521	-7639736725760	-6524393482400	14164130208160	14164130208160	42567710313183599109760000,58365577238926125447577600,64805862842914576802769441,200622584553710644930585600	1	1
2	filip2	-1357	901	6202389568239707425	-30241595711429881	-45546998202453217	68598531143983369	6202389568239707425	914554111173574170332865579674161,2074529045254276580572437073649089,4705758475112056224393088548590161,38469636356208744288441744449600130625	1	1
2	filip2	1357	901	45546998202453217	4118167281491508025	-6202389568239707425	-9341445775917073225	9341445775917073225	2074529045254276580572437073649089,16959301758347157495049440188639400625,38469636356208744288441744449600130625,87262609184398930231924772050011900625	1	1
2	filip2	-1420	909	7944569994860886780	-8372405367720801	-13079005084888380	20431449087504400	7944569994860886780	70097171641440081011397488081601,171060374010536100129837059024400,417444111815284379408220019360000,63116192403243910597979684687978768400	1	1
2	filip2	1420	909	13079005084888380	5085643750231370481	-7944569994860886780	-12410659397912496400	12410659397912496400	171060374010536100129837059024400,25863772354267398181317819799478171361,63116192403243910597979684687978768400,154024466690993767652609991280012960000	1	1
2	filip2	-1539	914	12156591362394002886	-13363777550461636	-22502028063632886	37889082264694761	12156591362394002886	178590550418222404126356707796496,506341266976521969034760180688996,1435582554860807079062120500847121,147782713552232479205256579738176328996	1	1
2	filip2	1539	914	22502028063632886	7219704031987081636	-12156591362394002886	-20469358978910689761	20469358978910689761	506341266976521969034760180688996,52124126309490523494684879588128436496,147782713552232479205256579738176328996,418994657007511675755825404356790237121	1	1
3	adam	-1473	914	420700044882	1114696450868	-2895141005757	-7671031755618	7671031755618	176988527763716814393924,1242548177577715537953424,8381841443215653507143049,58844728195699775274561924	1	1
3	adam	-1454	933	368231974662	1082563623603	-2629171738732	-7729490865558	7729490865558	135594787163475810014244,1171943999148457858701609,6912544031747048068967824,59745029040744560030651364	1	1
1	filip1	1833	935	35378335224961	52525021486080	-17742375393600	-34782646092480	52525021486080	314791884607422754920960000,1209832469194714212712550400,1251626603289716290477451521,2758877882113165651633766400	1	1
3	adam	-1251	938	114960547422	602831275508	-1072271390157	-5622787506798	5622787506798	13215927463565910846084,363405546730602200658064,1149765934149225316484649,31615739346603668896212804	1	1
2	filip2	-1957	943	42272425036301590051	-1066521972808407049	-2213344115361667651	4593334500278667649	42272425036301590051	1137469118483136544809883212872888401,4898892173006123158984251219779857801,21098721831450277452448836658599187201,1786957918449737486941092790230862182601	1	1
2	filip2	1957	943	2213344115361667651	20369390295979764649	-42272425036301590051	-87727609539811465249	87727609539811465249	4898892173006123158984251219779857801,414912061029954604091409301677430093201,1786957918449737486941092790230862182601,7696133475569619605559137296272334632001	1	1
1	filip1	1295	949	14490058909561	24753788579520	-10468513975920	-14285274603600	24753788579520	109589784864032366339846400,204069070500259137132960000,209961807202548116377212721,612750049039574779363430400	1	1
1	filip1	1821	950	35384545177081	53133276031800	-18216027510000	-34917248521800	53133276031800	331823658245076800100000000,1219214244333144285075240000,1252066037388886257647680561,2823145021871452354611240000	1	1
1	filip1	1104	953	10106912064769	17806991391552	-8249908991808	-9557082399744	17806991391552	68060998373114491011108864,91337823995496533811265536,102149671484973170851023361,317088942418807033376968704	1	1
1	filip1	1988	961	46051601093689	66458311677072	-21656981187408	-44801330489664	66458311677072	469024834151744025617758464,2007159213644097146010832896,2120749963292257900955628721,4416707190966844549210493184	1	1
1	filip1	1751	966	32383190128129	49946210209896	-17757835503408	-32188374706488	49946210209896	315340721766097656779614464,1036091466245276440149294144,1048671002874551519437040641,2494623914331119432376330816	1	1
1	filip1	1239	967	13456593632329	23322160941072	-10223268191304	-13098892749768	23322160941072	104515212511328159541220416,171580991269924676264053824,181079912185637390033964241,543923190961264396656509184	1	1
1	filip1	1719	967	30828290696329	47970512546832	-17270098895304	-30700413651528	47970512546832	298256315853580441153252416,942515398374926786616734784,950383507257365179694076241,2301170074005766334993236224	1	1
3	adam	-1736	981	970761695400	1974124801935	-6182100084160	-12571815680424	12571815680424	942378269255882381160000,3897168733614902979744225,38218361450571079082905600,158050549502554762096819776	1	1
3	adam	-1859	984	1400524125000	2408657832000	-8596935972625	-14785234179144	14785234179144	1961467824707015625000000,5801632551654940224000000,73907308117413754749390625,218603149732127951484572736	1	1
1	filip1	1443	986	20045704881049	33578266138872	-13630370692848	-19947895446024	33578266138872	185787005224449667558351104,397918532725505037897408576,401830284178111703239340401,1127499956892917931189432384	1	1
3	adam	-1225	986	68993599850	513736560084	-792973768125	-5904600089850	5904600089850	4760116820261920022500,263925253166941342087056,628807396934361266015625,34864302221056628073022500	1	1
2	filip2	-1121	987	2134342418278855827	-661365128543652225	-751155328366194675	853135889664138025	2134342418278855827	437403833253561631044777341747450625,564234327332925746557055339998355625,727840846233020290195237766250900625,4555417558464434364222899944251853929	1	1
2	filip2	1121	987	751155328366194675	1879211388796815969	-2134342418278855827	-2424111297761496841	2424111297761496841	564234327332925746557055339998355625,3531435443783657830805025632453408961,4555417558464434364222899944251853929,5876315583934928399375702992852979281	1	1
2	filip2	-1888	995	37251680576737532960	-479527449357432025	-909897310941539360	1726518716640830464	37251680576737532960	229946574687244535406066102495600625,827913116458644362732739566429209600,2980866878911100236168592131590455296,1387687705791284376256927524787086361600	1	1
2	filip2	1888	995	909897310941539360	19632109202253096025	-37251680576737532960	-70684595908422575104	70684595908422575104	827913116458644362732739566429209600,385419711729190694406848301697870800625,1387687705791284376256927524787086361600,4996312098736989445398220718582520610816	1	1
1	filip1	1210	997	13428406341441	23504184432520	-10617884856920	-12886299575600	23504184432520	112739478834811048871886400,166056716752108740115360000,180322096870852862673956481,552446685837915514433550400	1	1
2	filip2	-1798	1003	29291488861234997074	-180345630657467209	-323291569214482594	579539622579900004	29291488861234997074	32524546497239576455156470910249681,104517438725162589720902755128968836,335866174140052942568200990639200016,857991319707853905671932409052788561476	1	1
2	filip2	1798	1003	323291569214482594	16340024097785707489	-29291488861234997074	-52508571258724351684	52508571258724351684	104517438725162589720902755128968836,266996387516217624016524061124270685121,857991319707853905671932409052788561476,2757150055632533046594857282306113635856	1	1
2	filip2	-1411	1004	8156802977215606244	-189637566354289936	-266512555902293924	374551012328821441	8156802977215606244	35962406572777718368192910750884096,71028942453573343906565965287317776,140288460836544951095820124061316481,66533434809113377834884462828451787536	1	1
2	filip2	1411	1004	266512555902293924	5803990211994662416	-8156802977215606244	-11463395419174522321	11463395419174522321	71028942453573343906565965287317776,33686302380929846373416572873802957056,66533434809113377834884462828451787536,131409434536351422311159753038527227041	1	1
3	adam	-1382	1005	197404389390	908920487475	-1718738697676	-7913688341790	7913688341790	38968492950438744572100,826136452551791631875625,2954062710888992527800976,62626463170982959860404100	1	1
3	adam	-1876	1007	1426598810252	2540524339023	-8817187715952	-15701877663948	15701877663948	2035184165412421900303504,6454263917168251040594529,77742799218334846635266304,246548962173589101618946704	1	1
1	filip1	1716	1019	32851479287641	52319805423600	-19493192587440	-32826612836160	52319805423600	379984557251025762045753600,1077586510295144479003545600,1079219691386305624815344881,2737362039563363975436960000	1	1
3	adam	-1495	1022	341833301810	1243501025844	-2660888898525	-9679624710210	9679624710210	116850006226326549276100,1546294801275080355912336,7080329730293587747175625,93695134530508026478244100	1	1
1	filip1	1109	1037	11938980610089	21185061501712	-10237142953064	-10947918548648	21185061501712	104799095841467914506988096,119856920547830930742627904,142539258008081110648587921,448806830831319900578930944	1	1
3	adam	-1051	1050	1103550	2316352500	-2320766701	-4871291513550	4871291513550	1217822602500,5365488904256250000,5385958080470423401,23729481009984249833602500	1	1
3	adam	-1537	1056	375515560992	1390834418688	-2946424574977	-10912966429728	10912966429728	141011936547136472024064,1934420380207186883641344,8681417776028395094550529,119092836296370291162153984	1	1
3	adam	-1795	1058	1031537679590	2353643027604	-6774826308525	-15458012847990	15458012847990	1064069984413921502568100,5539635501388923505980816,45898271510682478487675625,238950161208623910847040100	1	1
3	adam	-1690	1063	706244454630	1950474519939	-4930002749100	-13615462298230	13615462298230	498781229695626128436900,3804350852931272508563721,24304927106133557550810000,185380813594522553461132900	1	1
3	adam	-1804	1069	1041810947100	2413116979455	-6872203818480	-15917889677404	15917889677404	1085370049497398998410000,5823133556534022892097025,47227185322731092789510400,253379211782004819188179216	1	1
1	filip1	1427	1072	22233648576049	38213011238976	-16392296137728	-21820715101248	38213011238976	268707372666972305945001984,476143607529832514891157504,494335129003245725336450401,1460234227950106090581528576	1	1
3	adam	-1177	1072	13910727600	271374055680	-327138516705	-6381902413744	6381902413744	193508342361401760000,73643878096211740262400,107019609111947564057025,40728678418551493360097536	1	1
1	filip1	1839	1085	42960959000521	68237985197760	-25320866600400	-42917118597360	68237985197760	641146285395252253280160000,1841879068699863573798969600,1845643998244446319278271441,4656422623849712866309017600	1	1
2	filip2	-1415	1104	8594526195564083760	-739154765907138816	-947376805940762160	1214255598194002225	8594526195564083760	546349767963237182548617311493881856,897522812434520524696431041687865600,1474416657745474179499047963304950625,73865880526237243328306376888295737600	1	1
2	filip2	1415	1104	947376805940762160	6705552593570846976	-8594526195564083760	-11015629136524618225	11015629136524618225	897522812434520524696431041687865600,44964435585144712489571883806008344576,73865880526237243328306376888295737600,121344085273450106105448431482002150625	1	1
1	filip1	1207	1113	16313593702081	28922670873600	-13875402018240	-15047268855360	28922670873600	192526781167778665292697600,226420300005487044600729600,266133339476576866983730561,836520890462589787176960000	1	1
1	filip1	1853	1116	45522184422169	72915523880112	-27407788699968	-45507735180144	72915523880112	751186881422093591523201024,2070953961226115860131860736,2072269274565965972418664561,5316673622711183331749132544	1	1
1	filip1	1598	1117	31206289615081	52629544013400	-21652744258920	-30976799754480	52629544013400	468841333942193019999566400,959562123029152188280070400,973832511540312267142636561,2769868903058407779379560000	1	1
1	filip1	1921	1117	50178621513969	79216576276432	-29126042034488	-50090534241944	79216576276432	848326324594761874181422144,2509061620643364374728899136,2517894057042152577662132961,6275265956959769150078650624	1	1
1	filip1	1158	1121	15176657692729	26968873964952	-13265514574248	-13703359390704	26968873964952	175973876919586096704765504,187782058590795502121615616,230330938722270333779467441,727320162937465809324362304	1	1
3	adam	-1638	1121	490795527222	1792476492323	-3827102010732	-13977287908038	13977287908038	240880249541120943037284,3212971975530565877936329,14646709800548917443175824,195364577264185290345009444	1	1
1	filip1	1513	1126	27674785626489	47458727599192	-20249536671728	-27209190927464	47458727599192	410043735419657087634505984,740340070927189248509471296,765893759472122152218467121,2252330825334308456199052864	1	1
1	filip1	1927	1127	51196701004969	81022135831056	-29899131329928	-51123004501128	81022135831056	893958054284282093988485184,2613561589222353748153272384,2621102193792193814562690961,6564586494626088539774075136	1	1
1	filip1	1860	1129	46706029940761	75044472210960	-28345670500560	-46698801710400	75044472210960	803477036126317400960313600,2180778081187257965468160000,2181453232827262981169259121,5631672809421547670744121600	1	1
2	filip2	-1739	1134	27145957933229200506	-70330177572243876	-107852009522162346	165392102785749841	27145957933229200506	4946333877343355499955157619503376,11632055957968597353159743580223716,27354547663892040315714376631525281,736903032112649367077249161067950656036	1	1
2	filip2	1739	1134	107852009522162346	17701849509075280836	-27145957933229200506	-41628589811186578201	41628589811186578201	11632055957968597353159743580223716,313355476041948761140573086252268858896,736903032112649367077249161067950656036,1732939489668026990515241431447088396401	1	1
2	filip2	-1697	1136	23846840210479346800	-147849588883476736	-220863338323292272	329934053815692769	23846840210479346800	21859500933013087630900679053213696,48780614215309064791565765134921984,108856479867256452223280207398887361,568671788024134657189779429354670240000	1	1
2	filip2	1697	1136	220863338323292272	15963471113202438400	-23846840210479346800	-35623316758084024225	35623316758084024225	48780614215309064791565765134921984,254832409982048697870164859705794560000,568671788024134657189779429354670240000,1269020696846790073729047985170386850625	1	1
1	filip1	1850	1153	47402660431681	76943456389800	-29542392679800	-47401063710000	76943456389800	872752965247500625328040000,2246860840839478964100000000,2247012216001255529268485761,5920295481209054449544040000	1	1
2	filip2	-1389	1153	7761415248652576197	-1333679827480819225	-1606661995117829925	1935519090389129025	7761415248652576197	1778701882229267730863735277129600625,2581362766556005749756284641225505625,3746234149260761412872595898097450625,60239566662016731196181159404890982809	1	1
2	filip2	1389	1153	1606661995117829925	6442701066736083769	-7761415248652576197	-9350048378472184161	9350048378472184161	2581362766556005749756284641225505625,41508397035322271722945014822985245361,60239566662016731196181159404890982809,87423404679770320381573639597899273921	1	1
3	adam	-1879	1164	1118128826100	2947908197520	-7681774502545	-20252734299444	20252734299444	1250212071755764041210000,8690162741005615334150400,59009659507950482211477025,410173246603875449458709136	1	1
1	filip1	1779	1168	43651616521969	72183685785792	-28608939598848	-43574746186944	72183685785792	818471424970533163162927104,1898758505256590667396059136,1905463624981036976259636961,5210484493621950024509067264	1	1
2	filip2	-1534	1175	13879801463548184450	-950926932720780625	-1241465459398874450	1620772778483296516	13879801463548184450	904262031373752041272109709375390625,1541236486880458385464345926862802500,2626904399472464957903658418377738256,192648888667514323031508206891221802500	1	1
2	filip2	1534	1175	1241465459398874450	10631529804217155625	-13879801463548184450	-18120523783049289316	18120523783049289316	1541236486880458385464345926862802500,113029425977957671414634651565469140625,192648888667514323031508206891221802500,328353382172054927534654034292671747856	1	1
1	filip1	1953	1177	56223288171961	90079791555600	-33873455163240	-56206336392360	90079791555600	1147410964696030615047297600,3159152250651132139866369600,3161058132867369685106585521,8114368846700345067891360000	1	1
1	filip1	1354	1179	23229729796729	40969705330296	-19069594387848	-21900110942448	40969705330296	363649430117043937850071104,479614859291530626768232704,539620346429039147659099441,1678516754851284474455447616	1	1
3	adam	-1430	1181	104709148830	906788521779	-1329469241100	-11513296224430	11513296224430	10964005848703090368900,822265423230143957324841,1767488463031009929210000,132555989951474092928824900	1	1
1	filip1	1600	1189	34528798006641	59191433401600	-25234354361600	-33957079040000	59191433401600	636772640046800943554560000,1153083216928807321600000000,1192237891783415495080102881,3503625788136048146882560000	1	1
2	filip2	-1506	1195	12539948994961818870	-1315133049524175025	-1657397801325027270	2088737312799574116	12539948994961818870	1729574937950756198950561906833750625,2746967471837034566231709266243652900,4362823561881185924236551150977181456,157250320796243931179458529098688076900	1	1
2	filip2	1506	1195	1657397801325027270	9950357934249252025	-12539948994961818870	-15803483838002091396	15803483838002091396	2746967471837034566231709266243652900,99009623019677042085110759271966600625,157250320796243931179458529098688076900,249750101417993312929769720069937228816	1	1
1	filip1	1783	1207	46077201944361	76959277392400	-31066838733320	-45892438659080	76959277392400	965148468882111822078222400,2106115926077420508466446400,2123108539021425118939698321,5922730376760369743577760000	1	1
1	filip1	1988	1209	61110445078489	98262530660112	-37159649536464	-61102881123648	98262530660112	1380839553672829170065623296,3733562081610659075064827904,3734486497691020441370523121,9655524931729450842467852544	1	1
2	filip2	-1388	1235	7671531497051134180	-2628883919015722225	-2954567513841151780	3320598954827140624	7671531497051134180	6911030659659462369947046738358950625,8729469193845484615087782596997168400,11026377418799098698414776203871109376,58852395510247615953889149624364272400	1	1
2	filip2	1388	1235	2954567513841151780	6825894379580800225	-7671531497051134180	-8621931755390262544	8621931755390262544	8729469193845484615087782596997168400,46592834081192757623636199451360050625,58852395510247615953889149624364272400,74337707194607014066953674293249351936	1	1
2	filip2	-1381	1239	7424800789128695259	-2752428789021900681	-3067880676060730299	3419486048135487121	7424800789128695259	7575864238636566650766690257828263761,9411891842546843597503292417216629401,11692884833393250943904732375956868641,55127666758246095842144081171689077081	1	1
2	filip2	1381	1239	3067880676060730299	6661352771709234921	-7424800789128695259	-8275746480860958961	8275746480860958961	9411891842546843597503292417216629401,44373620749158306454089646355165876241,55127666758246095842144081171689077081,68487979815482546582581664892526199521	1	1
1	filip1	1501	1253	32532912360169	57058404882192	-25960123935144	-31098280947048	57058404882192	673928034728036399918300736,967103077861528651779914304,1058390386634436893977708561,3255661567700151861398724864	1	1
1	filip1	1348	1265	26240508257401	46571393016720	-22546043691600	-24025349325120	46571393016720	508324086143536155910560000,577217410194044039463014400,688564273606730065671274801,2168894647517796382199558400	1	1
3	adam	-1898	1265	962042268330	3203936890275	-7212657638316	-24020670031930	24020670031930	925525326053531720988900,10265211596865037389575625,52022430207558138671315856,576992588782859987219524900	1	1
2	filip2	-1719	1267	27103304202302807325	-1101360765150572689	-1494269262268219773	2027347167986637561	27103304202302807325	1212995535013054928912966304672690721,2232840628159609768580976898628171529,4110136539543439618271733050776028721,734589098682565014892229451576073655625	1	1
2	filip2	1719	1267	1494269262268219773	19976664586572226225	-27103304202302807325	-36772359845113280025	36772359845113280025	2232840628159609768580976898628171529,399067128004408894124603378552577750625,734589098682565014892229451576073655625,1352206448578499571710114024614064000625	1	1
3	adam	-1446	1271	56284646250	768101809475	-994178285100	-13567290382074	13567290382074	3167961403487639062500,589980389718769199775625,988390462564376882010000,184071368311517664900541476	1	1
1	filip1	1587	1280	38295415812241	66788589788160	-29818414694400	-36970175093760	66788589788160	889137854887209845391360000,1366793846463272224790937600,1466538872232438009765442081,4460715725891110233676185600	1	1
1	filip1	1355	1287	27418617765841	48690413188560	-23718607787160	-24971805401400	48690413188560	562572355361126991860865600,623591065005390215121960000,751780600189291710306437281,2370756336472697586114873600	1	1
1	filip1	1395	1291	29307617149801	51972362372880	-24980014826280	-26992347546600	51972362372880	624001140721168618578638400,728586826076443039171560000,858936422999309690874339601,2701126450617952824159494400	1	1
3	adam	-1677	1292	321156735900	1908077254160	-3214674848385	-19099234959324	19099234959324	103141649013942348810000,3640758807842765237305600,10334134380839122737108225,364780776031464035934536976	1	1
3	adam	-1595	1296	184802595120	1451875186944	-2199078106225	-17276742972720	17276742972720	34151999163086647814400,2107941558463674948059136,4835944517278132383750625,298485847745429902664198400	1	1
1	filip1	1700	1297	45929206397881	79217726576400	-34282746536400	-44934980040000	79217726576400	1175306710079046196524960000,2019152431195198401600000000,2109492000339152983281290161,6275448203933270865036960000	1	1
1	filip1	1378	1307	29248400096041	51936583397400	-25281606890280	-26654976507120	51936583397400	639159646954653171958478400,710487772595119115410694400,855468908178091178023873681,2697408694995085326326760000	1	1
3	adam	-1398	1309	14495287422	412816982963	-470860874892	-13409831768718	13409831768718	210113357446391406084,170417861422673832259369,221709963504059676011664,179823588065318524243363524	1	1
1	filip1	1463	1325	34041028511961	60270630481600	-28643681990000	-31626948491600	60270630481600	820460517944250360100000000,1000263870890319515270560000,1158791622152141733920065521,3632548898649571047938560000	1	1
1	filip1	1519	1326	36964344988561	65211746363400	-30393945756720	-34817800606680	65211746363400	923791938662437693425158400,1212279239086526176060622400,1366362800433354715220850721,4252571863764413124859560000	1	1
1	filip1	1989	1336	70531795619041	117512626140000	-47217103315200	-70295522824800	117512626140000	2229454845478270830551040000,4941460529211977771495040000,4974734193246171200401759681,13809217302319411299600000000	1	1
2	filip2	-1813	1336	37300581650095763608	-1511047990329486400	-2050546412026466200	2782665153446095225	37300581650095763608	2283266029078779625013233287784960000,4204740587874614086899249259742440000,7743225356203180684253389799767800625,1391333391435460799058614357068617177664	1	1
2	filip2	1813	1336	2050546412026466200	27486804790142272576	-37300581650095763608	-50618229439838038489	50618229439838038489	4204740587874614086899249259742440000,755524437571388181146985119565881675776,1391333391435460799058614357068617177664,2562205151624086303751532063851045403121	1	1
1	filip1	1509	1339	37094835845809	65555597193216	-30821258652288	-34734338540928	65555597193216	949949984911237902087634944,1206474273875796263931101184,1376026846427516308422864481,4297536323359189497236422656	1	1
1	filip1	1719	1342	49883468729329	86459962541832	-37905674528304	-48554288013528	86459962541832	1436840161445714672897116416,2357518884500628816311006784,2488360452469944197864790241,7475325122734992554349916224	1	1
2	filip2	-1705	1357	26420905840218565885	-2868565197154991569	-3604203140124731485	4528493996987964025	26420905840218565885	8228666290328855650347670572461081761,12990280275284974819803283743350305225,20507257880756026327929060714694200625,698064265417695522934890307846085833225	1	1
2	filip2	1705	1357	3604203140124731485	21028251744971609329	-26420905840218565885	-33196495547216400025	33196495547216400025	12990280275284974819803283743350305225,442187371449901532671005864240199830241,698064265417695522934890307846085833225,1102007316616358274141613206320820000625	1	1
3	adam	-1518	1363	49708541850	829596035795	-1029007403820	-17173315314474	17173315314474	2470939132853201422500,688229582606778921282025,1058856237116376550592400,294922758890347221513896676	1	1
1	filip1	1479	1373	37249501878169	66069001735872	-31806710863728	-34262290872144	66069001735872	1011666855968792775786057984,1173904575807402060155156736,1387525390171715858518792561,4365112990374657349251600384	1	1
1	filip1	1978	1391	73938725130169	124915241100312	-51575274672168	-73339966428144	124915241100312	2660008957509573999873820224,5378750675681288989515284736,5466935073874684805993968561,15603817459149076320446497344	1	1
1	filip1	1766	1395	56676068779201	98463187271880	-43453383816600	-55009803455280	98463187271880	1888196565112754782435560000,3026078476188535426959878400,3212176772264722330490198401,9694999247737311637038734400	1	1
2	filip2	-1963	1395	59102010140872912785	-1343981579331818025	-1891208487618895185	2661248932756911289	59102010140872912785	1806286485583247867470426151714900625,3576669543641748822253901440016184225,7082245882099799343512901395415641521,3493047602691844620141573256530216456225	1	1
2	filip2	1963	1395	1891208487618895185	42000664363992722025	-59102010140872912785	-83166484520812564729	83166484520812564729	3576669543641748822253901440016184225,1764055807016768164925550887168920100625,3493047602691844620141573256530216456225,6916664147550555934312413251598814843441	1	1
3	adam	-1661	1406	151857174150	1546053783060	-2157710730285	-21967594589974	21967594589974	23060601340823428222500,2390282300114137542963600,4655715595587028016181225,482575212069454953181320676	1	1
1	filip1	1817	1412	61792758340569	107000474941456	-46789925864768	-60210549076688	107000474941456	2189297162430485472623693824,3625310220116254169305049344,3818344983335959714591243761,11449101637697153386627399936	1	1
1	filip1	1876	1417	67003343400249	115304468183632	-49616286491408	-65688181692224	115304468183632	2461775885197475982857822464,4314937214030632288262066176,4489448026811691225013262001,13295120383110204169272711424	1	1
1	filip1	1781	1419	59486682243121	103515709440000	-45902747404800	-57612962035200	103515709440000	2107062219308873135063040000,3319253394469396526039040000,3538665364294047288151820641,10715502100866505113600000000	1	1
3	adam	-1885	1426	566312634810	3090373117524	-5400010140525	-29467903675210	29467903675210	320710000345444423736100,9550406005515006715890576,29160109517772830247275625,868357347011455025168544100	1	1
1	filip1	1479	1442	40953894627529	72787455844152	-35932732395504	-36854723448648	72787455844152	1291161257406902630279414016,1358270640476324730293027904,1677221485162748689644645841,5298013728264377138912599104	1	1
2	filip2	-1857	1447	43894758784125728919	-3717335283987228289	-4770623097694735959	6122354590476243729	43894758784125728919	13818581613576407192125461268601867521,22758844740258518234126348098727649681,37483225731525534060630540309411825441,1926749848716582839799371956753072908561	1	1
2	filip2	1857	1447	4770623097694735959	34203401163505616449	-43894758784125728919	-56332112689786785489	56332112689786785489	22758844740258518234126348098727649681,1169872651151697357048772708367499369601,1926749848716582839799371956753072908561,3173306920094837388378454971247700969121	1	1
1	filip1	1614	1481	51677278293481	91588276577400	-43826248016520	-47762028560880	91588276577400	1920740015205523234192910400,2281211372250316843866374400,2670541091821882535567097361,8388412406418317458190760000	1	1
1	filip1	1725	1496	60750192766081	107093258738400	-49739681798400	-57353576940000	107093258738400	2474035945406084258242560000,3289432787812499763600000000,3690585921116000261984098561,11468966067209887959634560000	1	1
1	filip1	1955	1537	84441929614441	146564601197760	-64510249725360	-82054351472400	146564601197760	4161572319628309955427129600,6732916595556152047961760000,7130439477010207970915742481,21481182324258432026629017600	1	1
1	filip1	1616	1547	56319276316689	100043769122752	-48930670513088	-51113098609664	100043769122752	2394210516860379481179295744,2612548849481235929834192896,3171860884835566494619922721,10008755740286506479644053504	1	1
