u	t	w	u0	t0	w0
4	88	98	4	0	10
4	88	109	4	0	10
4	88	120	4	0	10
4	93	10	4	5	10
4	93	21	4	5	10
4	93	32	4	5	10
4	93	43	4	5	10
4	93	54	4	5	10
4	93	65	4	5	10
4	93	76	4	5	10
4	93	87	4	5	10
4	93	98	4	5	10
4	93	109	4	5	10
4	93	120	4	5	10
4	97	98	4	9	10
4	99	10	4	0	10
4	99	21	4	0	10
4	99	32	4	0	10
4	99	43	4	0	10
4	99	54	4	0	10
4	99	65	4	0	10
4	99	76	4	0	10
4	99	87	4	0	10
4	99	98	4	0	10
4	99	109	4	0	10
4	99	120	4	0	10
4	104	10	4	5	10
4	104	21	4	5	10
4	104	32	4	5	10
4	104	43	4	5	10
4	104	54	4	5	10
4	104	65	4	5	10
4	104	76	4	5	10
4	104	87	4	5	10
4	104	98	4	5	10
4	104	109	4	5	10
4	104	120	4	5	10
4	108	43	4	9	10
4	110	10	4	0	10
4	110	21	4	0	10
4	110	32	4	0	10
4	110	43	4	0	10
4	110	54	4	0	10
4	110	65	4	0	10
4	110	76	4	0	10
4	110	87	4	0	10
4	110	98	4	0	10
4	110	109	4	0	10
4	110	120	4	0	10
4	115	10	4	5	10
4	115	21	4	5	10
4	115	32	4	5	10
4	115	43	4	5	10
4	115	54	4	5	10
4	115	65	4	5	10
4	115	76	4	5	10
4	115	87	4	5	10
4	115	98	4	5	10
4	115	109	4	5	10
4	115	120	4	5	10
4	119	109	4	9	10
5	0	4	5	0	4
5	0	15	5	0	4
5	0	26	5	0	4
5	0	37	5	0	4
5	0	48	5	0	4
5	0	59	5	0	4
5	0	70	5	0	4
5	0	81	5	0	4
5	0	92	5	0	4
5	0	103	5	0	4
5	0	114	5	0	4
5	2	15	5	2	4
5	9	3	5	9	3
5	9	14	5	9	3
5	9	25	5	9	3
5	9	36	5	9	3
5	9	47	5	9	3
5	9	58	5	9	3
5	9	69	5	9	3
5	9	80	5	9	3
5	9	91	5	9	3
5	9	102	5	9	3
5	9	113	5	9	3
5	11	4	5	0	4
5	11	15	5	0	4
5	11	26	5	0	4
5	11	37	5	0	4
5	11	48	5	0	4
5	11	59	5	0	4
5	11	70	5	0	4
5	11	81	5	0	4
5	11	92	5	0	4
5	11	103	5	0	4
5	11	114	5	0	4
5	13	37	5	2	4
5	20	3	5	9	3
5	20	14	5	9	3
5	20	25	5	9	3
5	20	36	5	9	3
5	20	47	5	9	3
5	20	58	5	9	3
5	20	69	5	9	3
5	20	80	5	9	3
5	20	91	5	9	3
5	20	102	5	9	3
5	20	113	5	9	3
5	22	4	5	0	4
5	22	15	5	0	4
5	22	26	5	0	4
5	22	37	5	0	4
5	22	48	5	0	4
5	22	59	5	0	4
5	22	70	5	0	4
5	22	81	5	0	4
5	22	92	5	0	4
5	22	103	5	0	4
5	22	114	5	0	4
5	24	59	5	2	4
5	31	3	5	9	3
5	31	14	5	9	3
5	31	25	5	9	3
5	31	36	5	9	3
5	31	47	5	9	3
5	31	58	5	9	3
5	31	69	5	9	3
5	31	80	5	9	3
5	31	91	5	9	3
5	31	102	5	9	3
5	31	113	5	9	3
5	33	4	5	0	4
5	33	15	5	0	4
5	33	26	5	0	4
5	33	37	5	0	4
5	33	48	5	0	4
5	33	59	5	0	4
5	33	70	5	0	4
5	33	81	5	0	4
5	33	92	5	0	4
5	33	103	5	0	4
5	33	114	5	0	4
5	35	81	5	2	4
5	42	3	5	9	3
5	42	14	5	9	3
5	42	25	5	9	3
5	42	36	5	9	3
5	42	47	5	9	3
5	42	58	5	9	3
5	42	69	5	9	3
5	42	80	5	9	3
5	42	91	5	9	3
5	42	102	5	9	3
5	42	113	5	9	3
5	44	4	5	0	4
5	44	15	5	0	4
5	44	26	5	0	4
5	44	37	5	0	4
5	44	48	5	0	4
5	44	59	5	0	4
5	44	70	5	0	4
5	44	81	5	0	4
5	44	92	5	0	4
5	44	103	5	0	4
5	44	114	5	0	4
5	46	103	5	2	4
5	53	3	5	9	3
5	53	14	5	9	3
5	53	25	5	9	3
5	53	36	5	9	3
5	53	47	5	9	3
5	53	58	5	9	3
5	53	69	5	9	3
5	53	80	5	9	3
5	53	91	5	9	3
5	53	102	5	9	3
5	53	113	5	9	3
5	55	4	5	0	4
5	55	15	5	0	4
5	55	26	5	0	4
5	55	37	5	0	4
5	55	48	5	0	4
5	55	59	5	0	4
5	55	70	5	0	4
5	55	81	5	0	4
5	55	92	5	0	4
5	55	103	5	0	4
5	55	114	5	0	4
5	57	4	5	2	4
5	64	3	5	9	3
5	64	14	5	9	3
5	64	25	5	9	3
5	64	36	5	9	3
5	64	47	5	9	3
5	64	58	5	9	3
5	64	69	5	9	3
5	64	80	5	9	3
5	64	91	5	9	3
5	64	102	5	9	3
5	64	113	5	9	3
5	66	4	5	0	4
5	66	15	5	0	4
5	66	26	5	0	4
5	66	37	5	0	4
5	66	48	5	0	4
5	66	59	5	0	4
5	66	70	5	0	4
5	66	81	5	0	4
5	66	92	5	0	4
5	66	103	5	0	4
5	66	114	5	0	4
5	68	26	5	2	4
5	75	3	5	9	3
5	75	14	5	9	3
5	75	25	5	9	3
5	75	36	5	9	3
5	75	47	5	9	3
5	75	58	5	9	3
5	75	69	5	9	3
5	75	80	5	9	3
5	75	91	5	9	3
5	75	102	5	9	3
5	75	113	5	9	3
5	77	4	5	0	4
5	77	15	5	0	4
5	77	26	5	0	4
5	77	37	5	0	4
5	77	48	5	0	4
5	77	59	5	0	4
5	77	70	5	0	4
5	77	81	5	0	4
5	77	92	5	0	4
5	77	103	5	0	4
5	77	114	5	0	4
5	79	48	5	2	4
5	86	3	5	9	3
5	86	14	5	9	3
5	86	25	5	9	3
5	86	36	5	9	3
5	86	47	5	9	3
5	86	58	5	9	3
5	86	69	5	9	3
5	86	80	5	9	3
5	86	91	5	9	3
5	86	102	5	9	3
5	86	113	5	9	3
5	88	4	5	0	4
5	88	15	5	0	4
5	88	26	5	0	4
5	88	37	5	0	4
5	88	48	5	0	4
5	88	59	5	0	4
5	88	70	5	0	4
5	88	81	5	0	4
5	88	92	5	0	4
5	88	103	5	0	4
5	88	114	5	0	4
5	90	70	5	2	4
5	97	3	5	9	3
5	97	14	5	9	3
5	97	25	5	9	3
5	97	36	5	9	3
5	97	47	5	9	3
5	97	58	5	9	3
5	97	69	5	9	3
5	97	80	5	9	3
5	97	91	5	9	3
5	97	102	5	9	3
5	97	113	5	9	3
5	99	4	5	0	4
5	99	15	5	0	4
5	99	26	5	0	4
5	99	37	5	0	4
5	99	48	5	0	4
5	99	59	5	0	4
5	99	70	5	0	4
5	99	81	5	0	4
5	99	92	5	0	4
5	99	103	5	0	4
5	99	114	5	0	4
5	101	92	5	2	4
5	108	3	5	9	3
5	108	14	5	9	3
5	108	25	5	9	3
5	108	36	5	9	3
5	108	47	5	9	3
5	108	58	5	9	3
5	108	69	5	9	3
5	108	80	5	9	3
5	108	91	5	9	3
5	108	102	5	9	3
5	108	113	5	9	3
5	110	4	5	0	4
5	110	15	5	0	4
5	110	26	5	0	4
5	110	37	5	0	4
5	110	48	5	0	4
5	110	59	5	0	4
5	110	70	5	0	4
5	110	81	5	0	4
5	110	92	5	0	4
5	110	103	5	0	4
5	110	114	5	0	4
5	112	114	5	2	4
5	119	3	5	9	3
5	119	14	5	9	3
5	119	25	5	9	3
5	119	36	5	9	3
5	119	47	5	9	3
5	119	58	5	9	3
5	119	69	5	9	3
5	119	80	5	9	3
5	119	91	5	9	3
5	119	102	5	9	3
5	119	113	5	9	3
6	0	66	6	0	0
6	3	1	6	3	1
6	3	12	6	3	1
6	3	23	6	3	1
6	3	34	6	3	1
6	3	45	6	3	1
6	3	56	6	3	1
6	3	67	6	3	1
6	3	78	6	3	1
6	3	89	6	3	1
6	3	100	6	3	1
6	3	111	6	3	1
6	11	66	6	0	0
6	14	1	6	3	1
6	14	12	6	3	1
6	14	23	6	3	1
6	14	34	6	3	1
6	14	45	6	3	1
6	14	56	6	3	1
6	14	67	6	3	1
6	14	78	6	3	1
6	14	89	6	3	1
6	14	100	6	3	1
6	14	111	6	3	1
6	22	66	6	0	0
6	25	1	6	3	1
6	25	12	6	3	1
6	25	23	6	3	1
6	25	34	6	3	1
6	25	45	6	3	1
6	25	56	6	3	1
6	25	67	6	3	1
6	25	78	6	3	1
6	25	89	6	3	1
6	25	100	6	3	1
6	25	111	6	3	1
6	33	66	6	0	0
6	36	1	6	3	1
6	36	12	6	3	1
6	36	23	6	3	1
6	36	34	6	3	1
6	36	45	6	3	1
6	36	56	6	3	1
6	36	67	6	3	1
6	36	78	6	3	1
6	36	89	6	3	1
6	36	100	6	3	1
6	36	111	6	3	1
6	44	66	6	0	0
6	47	1	6	3	1
6	47	12	6	3	1
6	47	23	6	3	1
6	47	34	6	3	1
6	47	45	6	3	1
6	47	56	6	3	1
6	47	67	6	3	1
6	47	78	6	3	1
6	47	89	6	3	1
6	47	100	6	3	1
6	47	111	6	3	1
6	55	66	6	0	0
6	58	1	6	3	1
6	58	12	6	3	1
6	58	23	6	3	1
6	58	34	6	3	1
6	58	45	6	3	1
6	58	56	6	3	1
6	58	67	6	3	1
6	58	78	6	3	1
6	58	89	6	3	1
6	58	100	6	3	1
6	58	111	6	3	1
6	66	66	6	0	0
6	69	1	6	3	1
6	69	12	6	3	1
6	69	23	6	3	1
6	69	34	6	3	1
6	69	45	6	3	1
6	69	56	6	3	1
6	69	67	6	3	1
6	69	78	6	3	1
6	69	89	6	3	1
6	69	100	6	3	1
6	69	111	6	3	1
6	77	66	6	0	0
6	80	1	6	3	1
6	80	12	6	3	1
6	80	23	6	3	1
6	80	34	6	3	1
6	80	45	6	3	1
6	80	56	6	3	1
6	80	67	6	3	1
6	80	78	6	3	1
6	80	89	6	3	1
6	80	100	6	3	1
6	80	111	6	3	1
6	88	66	6	0	0
6	91	1	6	3	1
6	91	12	6	3	1
6	91	23	6	3	1
6	91	34	6	3	1
6	91	45	6	3	1
6	91	56	6	3	1
6	91	67	6	3	1
6	91	78	6	3	1
6	91	89	6	3	1
6	91	100	6	3	1
6	91	111	6	3	1
6	99	66	6	0	0
6	102	1	6	3	1
6	102	12	6	3	1
6	102	23	6	3	1
6	102	34	6	3	1
6	102	45	6	3	1
6	102	56	6	3	1
6	102	67	6	3	1
6	102	78	6	3	1
6	102	89	6	3	1
6	102	100	6	3	1
6	102	111	6	3	1
6	110	66	6	0	0
6	113	1	6	3	1
6	113	12	6	3	1
6	113	23	6	3	1
6	113	34	6	3	1
6	113	45	6	3	1
6	113	56	6	3	1
6	113	67	6	3	1
6	113	78	6	3	1
6	113	89	6	3	1
6	113	100	6	3	1
6	113	111	6	3	1
9	0	1	9	0	1
9	0	12	9	0	1
9	0	23	9	0	1
9	0	34	9	0	1
9	0	45	9	0	1
9	0	56	9	0	1
9	0	67	9	0	1
9	0	78	9	0	1
9	0	89	9	0	1
9	0	100	9	0	1
9	0	111	9	0	1
9	11	1	9	0	1
9	11	12	9	0	1
9	11	23	9	0	1
9	11	34	9	0	1
9	11	45	9	0	1
9	11	56	9	0	1
9	11	67	9	0	1
9	11	78	9	0	1
9	11	89	9	0	1
9	11	100	9	0	1
9	11	111	9	0	1
9	18	10	9	7	10
9	22	1	9	0	1
9	22	12	9	0	1
9	22	23	9	0	1
9	22	34	9	0	1
9	22	45	9	0	1
9	22	56	9	0	1
9	22	67	9	0	1
9	22	78	9	0	1
9	22	89	9	0	1
9	22	100	9	0	1
9	22	111	9	0	1
9	33	1	9	0	1
9	33	12	9	0	1
9	33	23	9	0	1
9	33	34	9	0	1
9	33	45	9	0	1
9	33	56	9	0	1
9	33	67	9	0	1
9	33	78	9	0	1
9	33	89	9	0	1
9	33	100	9	0	1
9	33	111	9	0	1
9	44	1	9	0	1
9	44	12	9	0	1
9	44	23	9	0	1
9	44	34	9	0	1
9	44	45	9	0	1
9	44	56	9	0	1
9	44	67	9	0	1
9	44	78	9	0	1
9	44	89	9	0	1
9	44	100	9	0	1
9	44	111	9	0	1
9	55	1	9	0	1
9	55	12	9	0	1
9	55	23	9	0	1
9	55	34	9	0	1
9	55	45	9	0	1
9	55	56	9	0	1
9	55	67	9	0	1
9	55	78	9	0	1
9	55	89	9	0	1
9	55	100	9	0	1
9	55	111	9	0	1
9	66	1	9	0	1
9	66	12	9	0	1
9	66	23	9	0	1
9	66	34	9	0	1
9	66	45	9	0	1
9	66	56	9	0	1
9	66	67	9	0	1
9	66	78	9	0	1
9	66	89	9	0	1
9	66	100	9	0	1
9	66	111	9	0	1
9	77	1	9	0	1
9	77	12	9	0	1
9	77	23	9	0	1
9	77	34	9	0	1
9	77	45	9	0	1
9	77	56	9	0	1
9	77	67	9	0	1
9	77	78	9	0	1
9	77	89	9	0	1
9	77	100	9	0	1
9	77	111	9	0	1
9	88	1	9	0	1
9	88	12	9	0	1
9	88	23	9	0	1
9	88	34	9	0	1
9	88	45	9	0	1
9	88	56	9	0	1
9	88	67	9	0	1
9	88	78	9	0	1
9	88	89	9	0	1
9	88	100	9	0	1
9	88	111	9	0	1
9	99	1	9	0	1
9	99	12	9	0	1
9	99	23	9	0	1
9	99	34	9	0	1
9	99	45	9	0	1
9	99	56	9	0	1
9	99	67	9	0	1
9	99	78	9	0	1
9	99	89	9	0	1
9	99	100	9	0	1
9	99	111	9	0	1
9	110	1	9	0	1
9	110	12	9	0	1
9	110	23	9	0	1
9	110	34	9	0	1
9	110	45	9	0	1
9	110	56	9	0	1
9	110	67	9	0	1
9	110	78	9	0	1
9	110	89	9	0	1
9	110	100	9	0	1
9	110	111	9	0	1
10	0	28	10	0	6
10	5	6	10	5	6
10	5	17	10	5	6
10	5	28	10	5	6
10	5	39	10	5	6
10	5	50	10	5	6
10	5	61	10	5	6
10	5	72	10	5	6
10	5	83	10	5	6
10	5	94	10	5	6
10	5	105	10	5	6
10	5	116	10	5	6
10	11	28	10	0	6
10	16	6	10	5	6
10	16	17	10	5	6
10	16	28	10	5	6
10	16	39	10	5	6
10	16	50	10	5	6
10	16	61	10	5	6
10	16	72	10	5	6
10	16	83	10	5	6
10	16	94	10	5	6
10	16	105	10	5	6
10	16	116	10	5	6
10	22	28	10	0	6
10	27	6	10	5	6
10	27	17	10	5	6
10	27	28	10	5	6
10	27	39	10	5	6
10	27	50	10	5	6
10	27	61	10	5	6
10	27	72	10	5	6
10	27	83	10	5	6
10	27	94	10	5	6
10	27	105	10	5	6
10	27	116	10	5	6
10	33	28	10	0	6
10	38	6	10	5	6
10	38	17	10	5	6
10	38	28	10	5	6
10	38	39	10	5	6
10	38	50	10	5	6
10	38	61	10	5	6
10	38	72	10	5	6
10	38	83	10	5	6
10	38	94	10	5	6
10	38	105	10	5	6
10	38	116	10	5	6
10	44	28	10	0	6
10	49	6	10	5	6
10	49	17	10	5	6
10	49	28	10	5	6
10	49	39	10	5	6
10	49	50	10	5	6
10	49	61	10	5	6
10	49	72	10	5	6
10	49	83	10	5	6
10	49	94	10	5	6
10	49	105	10	5	6
10	49	116	10	5	6
10	55	28	10	0	6
10	60	6	10	5	6
10	60	17	10	5	6
10	60	28	10	5	6
10	60	39	10	5	6
10	60	50	10	5	6
10	60	61	10	5	6
10	60	72	10	5	6
10	60	83	10	5	6
10	60	94	10	5	6
10	60	105	10	5	6
10	60	116	10	5	6
10	66	28	10	0	6
10	71	6	10	5	6
10	71	17	10	5	6
10	71	28	10	5	6
10	71	39	10	5	6
10	71	50	10	5	6
10	71	61	10	5	6
10	71	72	10	5	6
10	71	83	10	5	6
10	71	94	10	5	6
10	71	105	10	5	6
10	71	116	10	5	6
10	77	28	10	0	6
10	82	6	10	5	6
10	82	17	10	5	6
10	82	28	10	5	6
10	82	39	10	5	6
10	82	50	10	5	6
10	82	61	10	5	6
10	82	72	10	5	6
10	82	83	10	5	6
10	82	94	10	5	6
10	82	105	10	5	6
10	82	116	10	5	6
10	88	28	10	0	6
10	93	6	10	5	6
10	93	17	10	5	6
10	93	28	10	5	6
10	93	39	10	5	6
10	93	50	10	5	6
10	93	61	10	5	6
10	93	72	10	5	6
10	93	83	10	5	6
10	93	94	10	5	6
10	93	105	10	5	6
10	93	116	10	5	6
10	99	28	10	0	6
10	104	6	10	5	6
10	104	17	10	5	6
10	104	28	10	5	6
10	104	39	10	5	6
10	104	50	10	5	6
10	104	61	10	5	6
10	104	72	10	5	6
10	104	83	10	5	6
10	104	94	10	5	6
10	104	105	10	5	6
10	104	116	10	5	6
10	110	28	10	0	6
10	115	6	10	5	6
10	115	17	10	5	6
10	115	28	10	5	6
10	115	39	10	5	6
10	115	50	10	5	6
