m	n	k	torsion_coset
-1086	2697	-903	2
-1062	1971	-1535	2
-1058	289	2065	2
-1058	2473	1057	2
-1042	-2623	1617	2
-1038	981	-2631	2
-1030	-1657	-1015	2
-1030	1787	-2527	2
-1022	2287	-2183	2
-1014	-1041	-455	2
-1014	2403	-1967	2
-1010	-2015	-1511	2
-1010	1009	1849	2
-994	-1759	-1231	2
-982	-1105	-727	2
-982	-937	-1231	2
-974	-1265	-1463	2
-970	-2779	2337	2
-970	-595	1329	2
-970	581	-2199	2
-970	2933	2337	2
-966	1713	-111	2
-958	-2833	105	2
-958	2711	609	2
-950	-563	2945	2
-950	613	-583	2
-942	987	-743	2
-938	-2963	1345	2
-938	-611	-2015	2
-938	2749	-1511	2
-930	-2427	-2975	2
-930	-2007	1225	2
-930	261	-1799	2
-930	345	2569	2
-930	429	-2303	2
-918	-663	-2919	2
-918	1521	609	2
-910	-2641	-223	2
-894	1215	2497	2
-890	-2987	217	2
-890	-1643	-2471	2
-890	-1139	1561	2
-890	37	-2807	2
-890	2389	2569	2
-886	-2989	825	2
-874	-523	2121	2
-870	2661	2913	2
-862	443	-511	2
-842	-1763	337	2
-842	-1595	-167	2
-842	1093	1009	2
-830	-959	-1807	2
-830	-371	209	2
-810	-927	2665	2
-810	-255	1489	2
-810	2013	-1535	2
-802	-511	2337	2
-798	537	1401	2
-790	-733	609	2
-774	-189	769	2
-770	-1199	-2687	2
-770	817	1345	2
-770	985	841	2
-770	1489	-1511	2
-762	261	1225	2
-758	-1973	-1175	2
-754	-2047	-2487	2
-754	-31	1545	2
-750	-2007	-903	2
-742	-541	281	2
-722	121	-1799	2
-722	2137	2233	2
-718	-721	825	2
-706	-943	-903	2
-698	1243	-1087	2
-694	191	2009	2
-690	-2667	-2255	2
-690	-1239	2281	2
-690	21	-1079	2
-690	2205	769	2
-674	-671	-1175	2
-670	-241	33	2
-670	1943	-975	2
-650	499	2009	2
-642	1929	-2879	2
-642	2937	2497	2
-638	-1601	2569	2
-630	-2991	-111	2
-630	2637	1905	2
-622	1199	2121	2
-622	2375	-1407	2
-610	2165	-511	2
-608	2074	1925	2
-602	-2123	-503	2
-602	-1787	-671	2
-594	-2847	-1967	2
-594	-2259	1729	2
-594	-1503	-959	2
-594	1185	217	2
-590	2479	-2183	2
-578	259	-295	2
-562	29	2801	2
-562	449	-2239	2
-554	-2483	721	2
-538	989	609	2
-522	945	-2087	2
-518	-1997	-2183	2
-518	-1829	-2687	2
-502	851	-1479	2
-498	-2553	2121	2
-498	2907	-399	2
-490	1181	281	2
-470	667	2569	2
-450	-2001	-2631	2
-446	2965	-1087	2
-442	-1195	-2527	2
-442	989	1001	2
-434	-695	-2183	2
-434	-23	1	2
-434	481	-671	2
-418	641	-2991	2
-418	1817	-1479	2
-398	1129	1505	2
-394	2717	-2239	2
-386	-2903	-2303	2
-386	-719	-455	2
-386	457	1057	2
-386	1969	721	2
-382	-217	1329	2
-378	1923	393	2
-370	-2455	609	2
-370	-103	105	2
-370	1073	1617	2
-370	2081	-903	2
-366	2745	393	2
-356	2872	917	2
-354	1197	-239	2
-354	1365	-743	2
-342	-2049	-2975	2
-338	-1847	2017	2
-330	-1461	609	2
-326	889	-799	2
-326	1981	-295	2
-322	5	1793	2
-298	-2611	825	2
-298	-427	-183	2
-278	2209	2945	2
-274	1745	497	2
-270	1491	2281	2
-250	2741	-2487	2
-218	-803	-1799	2
-218	1381	-2807	2
-214	1883	1833	2
-202	-1531	-399	2
-198	1401	2409	2
-182	19	337	2
-174	51	-2471	2
-170	-2603	-2687	2
-170	85	-1511	2
-154	761	1289	2
-154	2105	2297	2
-146	583	-511	2
-130	1673	321	2
-126	2721	-615	2
-110	-1739	-1087	2
-98	-1031	1849	2
-78	-999	609	2
-78	-411	2625	2
-78	1269	-2415	2
-50	-1223	-1967	2
-50	-1055	721	2
-50	457	2233	2
-50	961	1561	2
-46	1463	-1191	2
-34	1409	2625	2
-34	1577	2121	2
-22	2375	-7	2
-22	2543	-511	2
-2	-2687	-1175	2
-2	-671	2857	2
-2	-503	-2183	2
-2	1	1	2
-2	1513	1849	2
-2	2185	-1007	2
-2	2689	-1679	2
2	-2089	-471	2
2	-1249	-2487	2
10	-2723	-295	2
10	2905	1721	2
22	-2777	2513	2
22	2683	-7	2
34	-1433	1057	2
38	1421	2841	2
42	-1983	1401	2
50	1199	1113	2
54	-1329	1905	2
64	-1202	2429	2
66	-2541	265	2
70	61	-2519	2
70	733	-2183	2
70	901	-2687	2
78	2193	1729	2
82	-881	1345	2
86	1229	-975	2
90	-75	-399	2
98	1391	785	2
98	1559	281	2
110	2213	785	2
118	-2315	2569	2
118	2725	-2471	2
134	-2203	-903	2
134	989	-399	2
142	-2285	1937	2
146	-2161	1505	2
146	-1993	1001	2
150	-735	-1751	2
150	1953	-575	2
170	1019	-2487	2
190	2431	2513	2
198	-1011	2161	2
198	1761	-1535	2
202	2851	553	2
210	-1059	393	2
218	2291	-399	2
232	-278	1421	2
232	-110	917	2
238	-2711	-2183	2
238	-1199	2521	2
238	-23	-1007	2
238	2161	-2015	2
246	-2343	-1799	2
250	211	-167	2
250	1387	1345	2
250	2395	-1175	2
262	2191	209	2
278	-2491	2801	2
278	869	2801	2
286	-2735	-2303	2
290	-2737	-2703	2
294	-1353	897	2
294	-1185	393	2
302	2081	-1911	2
310	-1193	425	2
318	2961	2785	2
322	-1577	2857	2
330	723	2065	2
334	337	2857	2
334	2017	-2183	2
342	723	-1407	2
350	-2263	-727	2
350	2021	281	2
350	2189	-223	2
374	2429	2841	2
394	-2243	1937	2
398	-1363	497	2
398	737	-2023	2
406	1909	505	2
442	-2399	-511	2
442	1045	-2023	2
446	365	-2743	2
458	-1309	321	2
458	875	-687	2
462	-261	-615	2
470	-2707	2121	2
470	-523	1113	2
474	393	-111	2
474	1569	1401	2
484	520	413	2
486	-987	-1247	2
486	1701	-71	2
486	2457	-2759	2
490	1531	841	2
502	85	2521	2
514	2989	-799	2
518	-2347	1289	2
530	-1861	2297	2
530	-1693	1793	2
538	-2189	2065	2
538	-2021	1561	2
538	-1349	-959	2
542	-1519	-1191	2
566	-607	-7	2
570	-861	1777	2
574	-2879	1345	2
574	-191	2521	2
574	1489	-2519	2
586	-293	-1679	2
594	-2007	-1911	2
618	-2733	-2543	2
622	-2231	49	2
622	-1559	-2471	2
622	457	1225	2
622	1129	-1295	2
638	-1783	1113	2
638	569	-399	2
666	1983	-1967	2
666	2151	-2471	2
670	1177	1009	2
686	-1591	785	2
694	-1769	-1015	2
694	1675	-2527	2
710	-1771	1329	2
714	-2991	-1119	2
722	-1993	-399	2
722	-1825	-903	2
722	359	-1911	2
730	193	-583	2
730	361	-1087	2
750	-1167	2065	2
750	1101	-959	2
750	2277	553	2
754	-1889	-1175	2
758	-1963	-2487	2
758	1229	-1983	2
762	1689	2625	2
770	-1885	1289	2
786	963	1993	2
790	-2315	1561	2
790	-1307	-959	2
790	-131	553	2
790	709	-1463	2
790	2053	-455	2
790	2221	-2807	2
790	2557	1729	2
806	1325	-903	2
806	2669	105	2
810	-2043	1905	2
810	2241	2913	2
814	487	1937	2
818	191	-1015	2
826	-317	-2687	2
838	1429	-1679	2
850	-791	209	2
850	-623	-295	2
870	-1515	-1031	2
870	1173	145	2
870	2937	-527	2
874	-341	-959	2
878	-1015	-687	2
890	2459	-1407	2
894	1947	-1623	2
904	2074	-1099	2
910	-2375	1849	2
910	-1031	1009	2
910	1153	1	2
910	1153	2857	2
918	-2259	2065	2
918	-2175	-2807	2
918	1017	-2303	2
918	2613	-2471	2
918	2781	-2975	2
930	-2259	-1407	2
930	-1083	105	2
930	1185	-2919	2
934	-1085	713	2
938	-793	-223	2
938	383	1289	2
958	-1391	-2303	2
962	-1225	-2199	2
974	2249	-2919	2
982	823	-1087	2
982	991	-1591	2
990	-2499	-239	2
990	-231	-1583	2
990	189	937	2
990	1953	265	2
1010	-2761	-1983	2
1010	767	-975	2
1010	2951	-1983	2
1014	-2133	1617	2
1030	79	2009	2
1030	247	1505	2
1038	1425	1993	2
1050	-2067	897	2
1070	-2539	-1519	2
1078	1405	-2687	2
1086	933	-287	2
1102	-161	-295	2
1102	7	-799	2
1114	-2231	-1519	2
1126	-2315	2737	2
1130	-2317	2337	2
1130	-301	1833	2
1134	1923	-2631	2
1158	441	2785	2
1158	693	-2591	2
1158	1869	-1079	2
1170	-1629	1561	2
1178	-1837	-2991	2
1210	163	-455	2
1230	-1077	-1623	2
1234	-1739	-2095	2
1238	-1615	-2527	2
1246	649	1345	2
1258	-1301	337	2
1282	877	1001	2
1282	2977	-1519	2
1286	-2575	2297	2
1286	2465	-2743	2
1286	2885	-223	2
1294	-2735	-287	2
1298	623	825	2
1310	-2623	-1911	2
1310	-2287	2625	2
1310	2585	-1911	2
1310	2753	-2415	2
1314	-2127	-111	2
1324	-2000	413	2
1338	-1293	-1463	2
1342	-2015	-503	2
1342	-1511	-1175	2
1342	1	-1007	2
1342	673	-2183	2
1342	1177	1	2
1350	-705	-2919	2
1350	471	-1407	2
1354	-2723	-1303	2
1354	637	-1303	2
1370	1415	-1231	2
1370	2591	281	2
1382	-259	1833	2
1382	413	-687	2
1382	581	-1191	2
1402	1957	2441	2
1406	-1615	497	2
1410	1071	2281	2
1410	1239	1777	2
1414	1909	2521	2
1414	2245	2353	2
1426	1639	-1175	2
1426	2983	-167	2
1450	1633	497	2
1458	-2313	2497	2
1462	-1139	2569	2
1462	877	2065	2
1466	-2821	825	2
1470	-513	-615	2
1478	-523	-1407	2
1478	2669	-903	2
1482	141	-111	2
1492	268	413	2
1506	-2049	2569	2
1506	-201	-2975	2
1510	589	-671	2
1510	1429	-2687	2
1514	-2845	2553	2
1526	-2599	1289	2
1526	2861	-1231	2
1546	2011	2569	2
1550	-847	-1695	2
1550	1505	-2199	2
1550	1841	2337	2
1554	2889	1401	2
1562	1283	1113	2
1562	2459	-2415	2
1570	-1991	-1591	2
1570	-815	-79	2
1578	2163	769	2
1582	-2039	-1511	2
1590	-75	49	2
1590	2613	1225	2
1598	-31	-1983	2
1598	473	2049	2
1602	-663	2121	2
1630	1801	1057	2
1650	-1203	1905	2
1650	1065	-1119	2
1654	-1865	1433	2
1658	-2329	-1015	2
1666	1615	-2183	2
1678	-2519	2521	2
1678	-2519	-2015	2
1678	-335	1513	2
1690	-2975	-799	2
1690	-1799	713	2
1690	2485	1721	2
1702	-2021	-1015	2
1702	2431	-511	2
1706	-1609	-1231	2
1710	417	-527	2
1714	1591	-455	2
1714	1759	-959	2
1722	117	-1119	2
1730	-1321	-903	2
1750	-1283	-2015	2
1758	-327	2569	2
1758	-243	-2303	2
1774	2191	-2815	2
1790	2969	2297	2
1798	-2147	1729	2
1798	-1643	1057	2
1798	709	-2303	2
1798	1045	2233	2
1798	2893	-455	2
1826	-1237	-2527	2
1830	-2667	2785	2
1830	-567	265	2
1830	2121	1441	2
1846	1765	2017	2
1854	-201	2121	2
1878	-1263	1657	2
1878	-927	1489	2
1878	1509	-2039	2
1882	-1853	-455	2
1886	-175	-183	2
1898	-2413	-1407	2
1898	-1237	105	2
1898	-229	-2415	2
1898	947	-903	2
1902	519	1905	2
1912	646	2429	2
1918	1825	2353	2
1926	-1587	-287	2
1954	-299	-1015	2
1958	-391	281	2
1966	-719	49	2
1970	2807	-1191	2
1998	-1911	2281	2
1998	-1827	-2591	2
2002	1615	841	2
2014	1345	-1007	2
2018	-577	-975	2
2022	2067	2121	2
2030	-2515	-1231	2
2030	929	-2743	2
2030	2357	1793	2
2046	165	-23	2
2046	837	2161	2
2046	1341	1489	2
2054	2597	-2703	2
2074	-1319	2945	2
2086	-2291	-1175	2
2086	397	1	2
2102	-1627	537	2
2102	-787	-2487	2
2102	-451	2049	2
2102	1229	-2991	2
2122	-1643	1001	2
2122	625	-2023	2
2122	793	-2527	2
2130	1971	-2039	2
2134	541	1225	2
2150	-523	-2415	2
2154	2325	-2127	2
2166	-819	769	2
2166	357	2281	2
2166	441	-2591	2
2170	1531	2353	2
2182	2269	-2015	2
2186	2363	-2487	2
2190	-1881	-1911	2
2194	-1883	-1303	2
2198	-415	-727	2
2210	239	-223	2
2242	-563	2441	2
2246	317	1001	2
2246	2585	-2023	2
2250	-1113	1273	2
2250	2331	-239	2
2270	1481	-1479	2
2290	625	1001	2
2302	-1391	-455	2
2302	1297	721	2
2306	-889	1329	2
2310	-2865	-1119	2
2318	1409	-903	2
2322	2073	393	2
2330	-733	2513	2
2332	2200	917	2
2346	-2721	-2975	2
2350	1849	2353	2
2350	2521	-167	2
2350	2689	-671	2
2362	385	-1303	2
2366	-667	1793	2
2390	1085	-1191	2
2422	-2459	2353	2
2422	-1283	-1175	2
2430	1857	553	2
2430	2025	49	2
2434	1639	841	2
2434	2815	2353	2
2466	2895	-23	2
2470	-2147	721	2
2470	877	-455	2
2486	-2035	-903	2
2490	729	2409	2
2494	67	1937	2
2494	235	1433	2
2498	1535	2513	2
2506	2035	2857	2
2518	-2771	-503	2
2518	-2099	-1679	2
2518	-1427	505	2
2518	-587	-1511	2
2518	85	-2687	2
2518	2773	-1511	2
2530	1309	-2311	2
2542	-89	-511	2
2550	-1935	-1031	2
2550	-1767	-1535	2
2550	753	145	2
2550	921	-359	2
2558	-7	-1695	2
2558	329	2841	2
2558	1169	-183	2
2558	2177	-2703	2
2562	2049	-615	2
2570	-2245	-2415	2
2574	-2757	-2631	2
2574	2871	-615	2
2584	-2630	-2107	2
2586	1911	769	2
2590	-1367	841	2
2590	1321	2017	2
2590	1825	1345	2
2598	-2679	2065	2
2598	-1503	-1463	2
2598	177	2737	2
2598	765	-2807	2
2598	2949	-959	2
2610	-915	2121	2
2630	1793	-1735	2
2638	-1895	2569	2
2638	-215	2233	2
2638	289	1561	2
2638	2977	2737	2
2642	119	1329	2
2666	-2413	-1519	2
2670	-2919	-239	2
2670	-2751	-743	2
2670	-231	937	2
2670	-63	433	2
2674	1615	-167	2
2694	-2385	1113	2
2694	-1209	2625	2
2710	1003	-2023	2
2742	-657	-2127	2
2752	-530	-1603	2
2758	-2627	-2015	2
2758	-1451	-503	2
2758	-611	-2519	2
2766	2781	2569	2
2766	2865	-2303	2
2782	763	713	2
2798	1541	785	2
2806	1381	49	2
2810	1883	-2703	2
2830	-1613	-2095	2
2838	-2919	2785	2
2838	-2835	-2087	2
2838	2541	265	2
2854	-2435	2353	2
2886	-1011	985	2
2886	1677	2161	2
2886	2769	2665	2
2890	-1013	-455	2
2890	1171	-1463	2
2890	2347	49	2
2894	-343	2337	2
2938	2227	2857	2
2942	1481	2553	2
2950	-2597	-1303	2
2966	197	2801	2
2966	2633	-727	2
2970	-381	-2543	2
2978	-1897	-1191	2
2990	1409	-1911	2
2990	2753	-903	2
2990	2921	-399	2
2994	-1203	897	2
2994	1065	-2127	2
