p	u	t	w	pairing	a	b	c	d	ordD3	ordD4	D4div2
43	8	30	31	3	2	24	15	12	3	4	1
43	8	30	31	1	41	28	31	19	3	4	1
43	8	30	31	2	41	31	28	19	3	4	1
43	8	30	31	3	41	19	28	31	3	4	1
43	8	30	31	1	41	15	12	19	3	4	1
43	8	30	31	2	41	12	15	19	3	4	1
43	8	30	31	3	41	19	15	12	3	4	1
43	8	40	6	1	41	25	14	9	3	4	1
43	8	40	6	2	41	14	25	9	3	4	1
43	8	40	6	3	41	9	25	14	3	4	1
43	8	40	6	1	41	18	29	9	3	4	1
43	8	40	6	2	41	29	18	9	3	4	1
43	8	40	6	3	41	9	18	29	3	4	1
43	8	40	6	1	2	25	14	34	3	4	1
43	8	40	6	2	2	14	25	34	3	4	1
43	8	40	6	3	2	34	25	14	3	4	1
43	8	40	6	1	2	18	29	34	3	4	1
43	8	40	6	2	2	29	18	34	3	4	1
43	8	40	6	3	2	34	18	29	3	4	1
43	9	29	42	1	1	36	40	11	3	4	1
43	9	29	42	2	1	40	36	11	3	4	1
43	9	29	42	3	1	11	36	40	3	4	1
43	9	29	42	1	42	7	40	11	3	4	1
43	9	29	42	2	42	40	7	11	3	4	1
43	9	29	42	3	42	11	7	40	3	4	1
43	9	29	42	1	1	36	3	32	3	4	1
43	9	29	42	2	1	3	36	32	3	4	1
43	9	29	42	3	1	32	36	3	3	4	1
43	9	29	42	1	42	7	3	32	3	4	1
43	9	29	42	2	42	3	7	32	3	4	1
43	9	29	42	3	42	32	7	3	3	4	1
43	10	8	22	1	39	24	32	6	3	4	1
43	10	8	22	2	39	32	24	6	3	4	1
43	10	8	22	3	39	6	24	32	3	4	1
43	10	8	22	1	4	19	32	6	3	4	1
43	10	8	22	2	4	32	19	6	3	4	1
43	10	8	22	3	4	6	19	32	3	4	1
43	10	8	22	1	39	24	11	37	3	4	1
43	10	8	22	2	39	11	24	37	3	4	1
43	10	8	22	3	39	37	24	11	3	4	1
43	10	8	22	1	4	19	11	37	3	4	1
43	10	8	22	2	4	11	19	37	3	4	1
43	10	8	22	3	4	37	19	11	3	4	1
43	10	13	8	1	42	18	13	16	3	4	1
43	10	13	8	2	42	13	18	16	3	4	1
43	10	13	8	3	42	16	18	13	3	4	1
43	10	13	8	1	1	25	30	27	3	4	1
43	10	13	8	2	1	30	25	27	3	4	1
43	10	13	8	3	1	27	25	30	3	4	1
43	10	28	14	1	42	21	26	11	3	4	1
43	10	28	14	2	42	26	21	11	3	4	1
43	10	28	14	3	42	11	21	26	3	4	1
43	10	28	14	1	1	22	17	32	3	4	1
43	10	28	14	2	1	17	22	32	3	4	1
43	10	28	14	3	1	32	22	17	3	4	1
43	10	31	29	1	42	20	31	35	3	4	1
43	10	31	29	2	42	31	20	35	3	4	1
43	10	31	29	3	42	35	20	31	3	4	1
43	10	31	29	1	1	23	12	8	3	4	1
43	10	31	29	2	1	12	23	8	3	4	1
43	10	31	29	3	1	8	23	12	3	4	1
43	11	14	23	1	15	22	12	6	3	4	1
43	11	14	23	2	15	12	22	6	3	4	1
43	11	14	23	3	15	6	22	12	3	4	1
43	11	14	23	1	28	21	31	37	3	4	1
43	11	14	23	2	28	31	21	37	3	4	1
43	11	14	23	3	28	37	21	31	3	4	1
43	11	26	9	1	42	20	24	11	3	4	1
43	11	26	9	2	42	24	20	11	3	4	1
43	11	26	9	3	42	11	20	24	3	4	1
43	11	26	9	1	1	20	19	11	3	4	1
43	11	26	9	2	1	19	20	11	3	4	1
43	11	26	9	3	1	11	20	19	3	4	1
43	11	26	9	1	42	23	24	32	3	4	1
43	11	26	9	2	42	24	23	32	3	4	1
43	11	26	9	3	42	32	23	24	3	4	1
43	11	26	9	1	1	23	19	32	3	4	1
43	11	26	9	2	1	19	23	32	3	4	1
43	11	26	9	3	1	32	23	19	3	4	1
43	11	38	11	1	2	28	10	24	3	4	1
43	11	38	11	2	2	10	28	24	3	4	1
43	11	38	11	3	2	24	28	10	3	4	1
43	11	38	11	1	2	15	33	24	3	4	1
43	11	38	11	2	2	33	15	24	3	4	1
43	11	38	11	3	2	24	15	33	3	4	1
43	11	38	11	1	41	28	10	19	3	4	1
43	11	38	11	2	41	10	28	19	3	4	1
43	11	38	11	3	41	19	28	10	3	4	1
43	11	38	11	1	41	15	33	19	3	4	1
43	11	38	11	2	41	33	15	19	3	4	1
43	11	38	11	3	41	19	15	33	3	4	1
43	12	14	6	1	15	10	35	17	3	4	1
43	12	14	6	2	15	35	10	17	3	4	1
43	12	14	6	3	15	17	10	35	3	4	1
43	12	14	6	1	28	10	8	17	3	4	1
43	12	14	6	2	28	8	10	17	3	4	1
43	12	14	6	3	28	17	10	8	3	4	1
43	12	14	6	1	15	33	35	26	3	4	1
43	12	14	6	2	15	35	33	26	3	4	1
43	12	14	6	3	15	26	33	35	3	4	1
43	12	14	6	1	28	33	8	26	3	4	1
43	12	14	6	2	28	8	33	26	3	4	1
43	12	14	6	3	28	26	33	8	3	4	1
43	12	15	32	1	2	36	37	9	3	4	1
43	12	15	32	2	2	37	36	9	3	4	1
43	12	15	32	3	2	9	36	37	3	4	1
43	12	15	32	1	41	7	37	9	3	4	1
43	12	15	32	2	41	37	7	9	3	4	1
43	12	15	32	3	41	9	7	37	3	4	1
43	12	15	32	1	2	36	6	34	3	4	1
43	12	15	32	2	2	6	36	34	3	4	1
43	12	15	32	3	2	34	36	6	3	4	1
43	12	15	32	1	41	7	6	34	3	4	1
43	12	15	32	2	41	6	7	34	3	4	1
43	12	15	32	3	41	34	7	6	3	4	1
43	12	17	7	1	40	10	6	16	3	4	1
43	12	17	7	2	40	6	10	16	3	4	1
43	12	17	7	3	40	16	10	6	3	4	1
43	12	17	7	1	3	33	6	16	3	4	1
43	12	17	7	2	3	6	33	16	3	4	1
43	12	17	7	3	3	16	33	6	3	4	1
43	12	17	7	1	40	10	37	27	3	4	1
43	12	17	7	2	40	37	10	27	3	4	1
43	12	17	7	3	40	27	10	37	3	4	1
43	12	17	7	1	3	33	37	27	3	4	1
43	12	17	7	2	3	37	33	27	3	4	1
43	12	17	7	3	3	27	33	37	3	4	1
43	13	2	36	1	40	20	29	6	3	4	1
43	13	2	36	2	40	29	20	6	3	4	1
43	13	2	36	3	40	6	20	29	3	4	1
43	13	2	36	1	3	23	14	37	3	4	1
43	13	2	36	2	3	14	23	37	3	4	1
43	13	2	36	3	3	37	23	14	3	4	1
43	13	11	5	1	36	20	39	35	3	4	1
43	13	11	5	2	36	39	20	35	3	4	1
43	13	11	5	3	36	35	20	39	3	4	1
43	13	11	5	1	7	23	4	8	3	4	1
43	13	11	5	2	7	4	23	8	3	4	1
43	13	11	5	3	7	8	23	4	3	4	1
43	14	6	19	1	33	35	30	16	3	4	1
43	14	6	19	2	33	30	35	16	3	4	1
43	14	6	19	3	33	16	35	30	3	4	1
43	14	6	19	1	10	8	30	16	3	4	1
43	14	6	19	2	10	30	8	16	3	4	1
43	14	6	19	3	10	16	8	30	3	4	1
43	14	6	19	1	33	35	13	27	3	4	1
43	14	6	19	2	33	13	35	27	3	4	1
43	14	6	19	3	33	27	35	13	3	4	1
43	14	6	19	1	10	8	13	27	3	4	1
43	14	6	19	2	10	13	8	27	3	4	1
43	14	6	19	3	10	27	8	13	3	4	1
43	14	20	7	1	3	33	35	17	3	4	1
43	14	20	7	2	3	35	33	17	3	4	1
43	14	20	7	3	3	17	33	35	3	4	1
43	14	20	7	1	3	10	8	17	3	4	1
43	14	20	7	2	3	8	10	17	3	4	1
43	14	20	7	3	3	17	10	8	3	4	1
43	14	20	7	1	40	33	35	26	3	4	1
43	14	20	7	2	40	35	33	26	3	4	1
43	14	20	7	3	40	26	33	35	3	4	1
43	14	20	7	1	40	10	8	26	3	4	1
43	14	20	7	2	40	8	10	26	3	4	1
43	14	20	7	3	40	26	10	8	3	4	1
43	15	16	24	1	2	31	8	13	3	4	1
43	15	16	24	2	2	8	31	13	3	4	1
43	15	16	24	3	2	13	31	8	3	4	1
43	15	16	24	1	41	12	8	13	3	4	1
43	15	16	24	2	41	8	12	13	3	4	1
43	15	16	24	3	41	13	12	8	3	4	1
43	15	16	24	1	2	31	35	30	3	4	1
43	15	16	24	2	2	35	31	30	3	4	1
43	15	16	24	3	2	30	31	35	3	4	1
43	15	16	24	1	41	12	35	30	3	4	1
43	15	16	24	2	41	35	12	30	3	4	1
43	15	16	24	3	41	30	12	35	3	4	1
43	16	16	5	1	3	15	19	9	3	4	1
43	16	16	5	2	3	19	15	9	3	4	1
43	16	16	5	3	3	9	15	19	3	4	1
43	16	16	5	1	40	28	19	9	3	4	1
43	16	16	5	2	40	19	28	9	3	4	1
43	16	16	5	3	40	9	28	19	3	4	1
43	16	16	5	1	3	15	24	34	3	4	1
43	16	16	5	2	3	24	15	34	3	4	1
43	16	16	5	3	3	34	15	24	3	4	1
43	16	16	5	1	40	28	24	34	3	4	1
43	16	16	5	2	40	24	28	34	3	4	1
43	16	16	5	3	40	34	28	24	3	4	1
43	17	20	4	1	4	19	8	38	3	4	1
43	17	20	4	2	4	8	19	38	3	4	1
43	17	20	4	3	4	38	19	8	3	4	1
43	17	20	4	1	39	24	35	5	3	4	1
43	17	20	4	2	39	35	24	5	3	4	1
43	17	20	4	3	39	5	24	35	3	4	1
43	19	28	5	1	1	31	38	16	3	4	1
43	19	28	5	2	1	38	31	16	3	4	1
43	19	28	5	3	1	16	31	38	3	4	1
43	19	28	5	1	42	12	5	27	3	4	1
43	19	28	5	2	42	5	12	27	3	4	1
43	19	28	5	3	42	27	12	5	3	4	1
43	20	3	18	1	7	4	26	16	3	4	1
43	20	3	18	2	7	26	4	16	3	4	1
43	20	3	18	3	7	16	4	26	3	4	1
43	20	3	18	1	36	39	26	16	3	4	1
43	20	3	18	2	36	26	39	16	3	4	1
43	20	3	18	3	36	16	39	26	3	4	1
43	20	3	18	1	7	4	17	27	3	4	1
43	20	3	18	2	7	17	4	27	3	4	1
43	20	3	18	3	7	27	4	17	3	4	1
43	20	3	18	1	36	39	17	27	3	4	1
43	20	3	18	2	36	17	39	27	3	4	1
43	20	3	18	3	36	27	39	17	3	4	1
43	20	18	33	1	28	33	24	16	3	4	1
43	20	18	33	2	28	24	33	16	3	4	1
43	20	18	33	3	28	16	33	24	3	4	1
43	20	18	33	1	15	33	19	16	3	4	1
43	20	18	33	2	15	19	33	16	3	4	1
43	20	18	33	3	15	16	33	19	3	4	1
43	20	18	33	1	28	10	24	27	3	4	1
43	20	18	33	2	28	24	10	27	3	4	1
43	20	18	33	3	28	27	10	24	3	4	1
43	20	18	33	1	15	10	19	27	3	4	1
43	20	18	33	2	15	19	10	27	3	4	1
43	20	18	33	3	15	27	10	19	3	4	1
43	20	40	16	1	41	23	10	4	3	4	1
43	20	40	16	2	41	10	23	4	3	4	1
43	20	40	16	3	41	4	23	10	3	4	1
43	20	40	16	1	41	20	33	4	3	4	1
43	20	40	16	2	41	33	20	4	3	4	1
43	20	40	16	3	41	4	20	33	3	4	1
43	20	40	16	1	2	23	10	39	3	4	1
43	20	40	16	2	2	10	23	39	3	4	1
43	20	40	16	3	2	39	23	10	3	4	1
43	20	40	16	1	2	20	33	39	3	4	1
43	20	40	16	2	2	33	20	39	3	4	1
43	20	40	16	3	2	39	20	33	3	4	1
43	21	12	31	1	7	40	39	17	3	4	1
43	21	12	31	2	7	39	40	17	3	4	1
43	21	12	31	3	7	17	40	39	3	4	1
43	21	12	31	1	36	3	4	26	3	4	1
43	21	12	31	2	36	4	3	26	3	4	1
43	21	12	31	3	36	26	3	4	3	4	1
43	21	14	5	1	20	8	9	13	3	4	1
43	21	14	5	2	20	9	8	13	3	4	1
43	21	14	5	3	20	13	8	9	3	4	1
43	21	14	5	1	23	8	34	13	3	4	1
43	21	14	5	2	23	34	8	13	3	4	1
43	21	14	5	3	23	13	8	34	3	4	1
43	21	14	5	1	20	35	9	30	3	4	1
43	21	14	5	2	20	9	35	30	3	4	1
43	21	14	5	3	20	30	35	9	3	4	1
43	21	14	5	1	23	35	34	30	3	4	1
43	21	14	5	2	23	34	35	30	3	4	1
43	21	14	5	3	23	30	35	34	3	4	1
43	24	2	30	1	1	41	10	17	3	4	1
43	24	2	30	2	1	10	41	17	3	4	1
43	24	2	30	3	1	17	41	10	3	4	1
43	24	2	30	1	42	2	33	26	3	4	1
43	24	2	30	2	42	33	2	26	3	4	1
43	24	2	30	3	42	26	2	33	3	4	1
43	25	16	24	1	20	25	5	11	3	4	1
43	25	16	24	2	20	5	25	11	3	4	1
43	25	16	24	3	20	11	25	5	3	4	1
43	25	16	24	1	23	18	5	11	3	4	1
43	25	16	24	2	23	5	18	11	3	4	1
43	25	16	24	3	23	11	18	5	3	4	1
43	25	16	24	1	20	25	38	32	3	4	1
43	25	16	24	2	20	38	25	32	3	4	1
43	25	16	24	3	20	32	25	38	3	4	1
43	25	16	24	1	23	18	38	32	3	4	1
43	25	16	24	2	23	38	18	32	3	4	1
43	25	16	24	3	23	32	18	38	3	4	1
43	26	3	11	1	21	31	11	6	3	4	1
43	26	3	11	2	21	11	31	6	3	4	1
43	26	3	11	3	21	6	31	11	3	4	1
43	26	3	11	1	22	31	32	6	3	4	1
43	26	3	11	2	22	32	31	6	3	4	1
43	26	3	11	3	22	6	31	32	3	4	1
43	26	3	11	1	21	12	11	37	3	4	1
43	26	3	11	2	21	11	12	37	3	4	1
43	26	3	11	3	21	37	12	11	3	4	1
43	26	3	11	1	22	12	32	37	3	4	1
43	26	3	11	2	22	32	12	37	3	4	1
43	26	3	11	3	22	37	12	32	3	4	1
43	26	11	36	1	42	7	40	15	3	4	1
43	26	11	36	2	42	40	7	15	3	4	1
43	26	11	36	3	42	15	7	40	3	4	1
43	26	11	36	1	42	36	3	15	3	4	1
43	26	11	36	2	42	3	36	15	3	4	1
43	26	11	36	3	42	15	36	3	3	4	1
43	26	11	36	1	1	7	40	28	3	4	1
43	26	11	36	2	1	40	7	28	3	4	1
43	26	11	36	3	1	28	7	40	3	4	1
43	26	11	36	1	1	36	3	28	3	4	1
43	26	11	36	2	1	3	36	28	3	4	1
43	26	11	36	3	1	28	36	3	3	4	1
43	26	21	34	1	20	39	14	16	3	4	1
43	26	21	34	2	20	14	39	16	3	4	1
43	26	21	34	3	20	16	39	14	3	4	1
43	26	21	34	1	23	4	29	27	3	4	1
43	26	21	34	2	23	29	4	27	3	4	1
43	26	21	34	3	23	27	4	29	3	4	1
43	26	27	38	1	15	4	17	16	3	4	1
43	26	27	38	2	15	17	4	16	3	4	1
43	26	27	38	3	15	16	4	17	3	4	1
43	26	27	38	1	28	39	17	16	3	4	1
43	26	27	38	2	28	17	39	16	3	4	1
43	26	27	38	3	28	16	39	17	3	4	1
43	26	27	38	1	15	4	26	27	3	4	1
43	26	27	38	2	15	26	4	27	3	4	1
43	26	27	38	3	15	27	4	26	3	4	1
43	26	27	38	1	28	39	26	27	3	4	1
43	26	27	38	2	28	26	39	27	3	4	1
43	26	27	38	3	28	27	39	26	3	4	1
43	26	32	22	1	7	23	5	13	3	4	1
43	26	32	22	2	7	5	23	13	3	4	1
43	26	32	22	3	7	13	23	5	3	4	1
43	26	32	22	1	36	20	5	13	3	4	1
43	26	32	22	2	36	5	20	13	3	4	1
43	26	32	22	3	36	13	20	5	3	4	1
43	26	32	22	1	7	23	38	30	3	4	1
43	26	32	22	2	7	38	23	30	3	4	1
43	26	32	22	3	7	30	23	38	3	4	1
43	26	32	22	1	36	20	38	30	3	4	1
43	26	32	22	2	36	38	20	30	3	4	1
43	26	32	22	3	36	30	20	38	3	4	1
43	27	22	42	1	28	23	33	14	3	4	1
43	27	22	42	2	28	33	23	14	3	4	1
43	27	22	42	3	28	14	23	33	3	4	1
43	27	22	42	1	15	20	33	14	3	4	1
43	27	22	42	2	15	33	20	14	3	4	1
43	27	22	42	3	15	14	20	33	3	4	1
43	27	22	42	1	28	23	10	29	3	4	1
43	27	22	42	2	28	10	23	29	3	4	1
43	27	22	42	3	28	29	23	10	3	4	1
43	27	22	42	1	15	20	10	29	3	4	1
43	27	22	42	2	15	10	20	29	3	4	1
43	27	22	42	3	15	29	20	10	3	4	1
43	28	4	41	1	3	10	34	13	3	4	1
43	28	4	41	2	3	34	10	13	3	4	1
43	28	4	41	3	3	13	10	34	3	4	1
43	28	4	41	1	40	33	9	30	3	4	1
43	28	4	41	2	40	9	33	30	3	4	1
43	28	4	41	3	40	30	33	9	3	4	1
43	28	8	36	1	33	12	25	14	3	4	1
43	28	8	36	2	33	25	12	14	3	4	1
43	28	8	36	3	33	14	12	25	3	4	1
43	28	8	36	1	10	12	18	14	3	4	1
43	28	8	36	2	10	18	12	14	3	4	1
43	28	8	36	3	10	14	12	18	3	4	1
43	28	8	36	1	33	31	25	29	3	4	1
43	28	8	36	2	33	25	31	29	3	4	1
43	28	8	36	3	33	29	31	25	3	4	1
43	28	8	36	1	10	31	18	29	3	4	1
43	28	8	36	2	10	18	31	29	3	4	1
43	28	8	36	3	10	29	31	18	3	4	1
43	28	15	40	1	8	38	32	6	3	4	1
43	28	15	40	2	8	32	38	6	3	4	1
43	28	15	40	3	8	6	38	32	3	4	1
43	28	15	40	1	35	5	32	6	3	4	1
43	28	15	40	2	35	32	5	6	3	4	1
43	28	15	40	3	35	6	5	32	3	4	1
43	28	15	40	1	8	38	11	37	3	4	1
43	28	15	40	2	8	11	38	37	3	4	1
43	28	15	40	3	8	37	38	11	3	4	1
43	28	15	40	1	35	5	11	37	3	4	1
43	28	15	40	2	35	11	5	37	3	4	1
43	28	15	40	3	35	37	5	11	3	4	1
43	28	22	32	1	41	25	11	6	3	4	1
43	28	22	32	2	41	11	25	6	3	4	1
43	28	22	32	3	41	6	25	11	3	4	1
43	28	22	32	1	2	18	32	37	3	4	1
43	28	22	32	2	2	32	18	37	3	4	1
43	28	22	32	3	2	37	18	32	3	4	1
43	29	2	14	1	36	10	25	17	3	4	1
43	29	2	14	2	36	25	10	17	3	4	1
43	29	2	14	3	36	17	10	25	3	4	1
43	29	2	14	1	7	33	25	17	3	4	1
43	29	2	14	2	7	25	33	17	3	4	1
43	29	2	14	3	7	17	33	25	3	4	1
43	29	2	14	1	36	10	18	26	3	4	1
43	29	2	14	2	36	18	10	26	3	4	1
43	29	2	14	3	36	26	10	18	3	4	1
43	29	2	14	1	7	33	18	26	3	4	1
43	29	2	14	2	7	18	33	26	3	4	1
43	29	2	14	3	7	26	33	18	3	4	1
43	29	2	41	1	23	31	4	16	3	4	1
43	29	2	41	2	23	4	31	16	3	4	1
43	29	2	41	3	23	16	31	4	3	4	1
43	29	2	41	1	20	12	39	27	3	4	1
43	29	2	41	2	20	39	12	27	3	4	1
43	29	2	41	3	20	27	12	39	3	4	1
43	30	2	5	1	21	4	24	25	3	4	1
43	30	2	5	2	21	24	4	25	3	4	1
43	30	2	5	3	21	25	4	24	3	4	1
43	30	2	5	1	22	39	19	18	3	4	1
43	30	2	5	2	22	19	39	18	3	4	1
43	30	2	5	3	22	18	39	19	3	4	1
43	30	23	36	1	41	10	4	38	3	4	1
43	30	23	36	2	41	4	10	38	3	4	1
43	30	23	36	3	41	38	10	4	3	4	1
43	30	23	36	1	2	10	39	38	3	4	1
43	30	23	36	2	2	39	10	38	3	4	1
43	30	23	36	3	2	38	10	39	3	4	1
43	30	23	36	1	41	33	4	5	3	4	1
43	30	23	36	2	41	4	33	5	3	4	1
43	30	23	36	3	41	5	33	4	3	4	1
43	30	23	36	1	2	33	39	5	3	4	1
43	30	23	36	2	2	39	33	5	3	4	1
43	30	23	36	3	2	5	33	39	3	4	1
43	30	38	19	1	36	33	29	17	3	4	1
43	30	38	19	2	36	29	33	17	3	4	1
43	30	38	19	3	36	17	33	29	3	4	1
43	30	38	19	1	7	10	14	26	3	4	1
43	30	38	19	2	7	14	10	26	3	4	1
43	30	38	19	3	7	26	10	14	3	4	1
43	31	7	9	1	21	4	11	9	3	4	1
43	31	7	9	2	21	11	4	9	3	4	1
43	31	7	9	3	21	9	4	11	3	4	1
43	31	7	9	1	22	39	32	34	3	4	1
43	31	7	9	2	22	32	39	34	3	4	1
43	31	7	9	3	22	34	39	32	3	4	1
43	31	32	0	1	2	40	28	31	3	4	1
43	31	32	0	2	2	28	40	31	3	4	1
43	31	32	0	3	2	31	40	28	3	4	1
43	31	32	0	1	41	3	28	31	3	4	1
43	31	32	0	2	41	28	3	31	3	4	1
43	31	32	0	3	41	31	3	28	3	4	1
43	31	32	0	1	2	40	15	12	3	4	1
43	31	32	0	2	2	15	40	12	3	4	1
43	31	32	0	3	2	12	40	15	3	4	1
43	31	32	0	1	41	3	15	12	3	4	1
43	31	32	0	2	41	15	3	12	3	4	1
43	31	32	0	3	41	12	3	15	3	4	1
43	31	33	29	1	41	36	40	21	3	4	1
43	31	33	29	2	41	40	36	21	3	4	1
43	31	33	29	3	41	21	36	40	3	4	1
43	31	33	29	1	2	7	40	21	3	4	1
43	31	33	29	2	2	40	7	21	3	4	1
43	31	33	29	3	2	21	7	40	3	4	1
43	31	33	29	1	41	36	3	22	3	4	1
43	31	33	29	2	41	3	36	22	3	4	1
43	31	33	29	3	41	22	36	3	3	4	1
43	31	33	29	1	2	7	3	22	3	4	1
43	31	33	29	2	2	3	7	22	3	4	1
43	31	33	29	3	2	22	7	3	3	4	1
43	32	20	28	1	40	21	35	16	3	4	1
43	32	20	28	2	40	35	21	16	3	4	1
43	32	20	28	3	40	16	21	35	3	4	1
43	32	20	28	1	3	21	8	16	3	4	1
43	32	20	28	2	3	8	21	16	3	4	1
43	32	20	28	3	3	16	21	8	3	4	1
43	32	20	28	1	40	22	35	27	3	4	1
43	32	20	28	2	40	35	22	27	3	4	1
43	32	20	28	3	40	27	22	35	3	4	1
43	32	20	28	1	3	22	8	27	3	4	1
43	32	20	28	2	3	8	22	27	3	4	1
43	32	20	28	3	3	27	22	8	3	4	1
43	32	42	16	1	12	18	38	17	3	4	1
43	32	42	16	2	12	38	18	17	3	4	1
43	32	42	16	3	12	17	18	38	3	4	1
43	32	42	16	1	31	25	5	26	3	4	1
