u	t	w	source
78925	151613	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	151855	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	152944	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	153186	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	154275	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	154517	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	155606	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	155848	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	156937	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	157179	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	158268	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	158510	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	159599	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	159841	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	160930	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
79006	5179	95237	target_22224_direct_contact_deep13_padic_tangent_p11
79006	19820	22032	target_22224_direct_contact_deep13_padic_tangent_p11
79006	34461	109878	target_22224_direct_contact_deep13_padic_tangent_p11
79006	49102	36673	target_22224_direct_contact_deep13_padic_tangent_p11
79006	63743	124519	target_22224_direct_contact_deep13_padic_tangent_p11
79006	78384	51314	target_22224_direct_contact_deep13_padic_tangent_p11
79006	93025	139160	target_22224_direct_contact_deep13_padic_tangent_p11
79006	107666	65955	target_22224_direct_contact_deep13_padic_tangent_p11
79006	122307	153801	target_22224_direct_contact_deep13_padic_tangent_p11
79006	136948	80596	target_22224_direct_contact_deep13_padic_tangent_p11
79006	151589	7391	target_22224_direct_contact_deep13_padic_tangent_p11
81107	8424	56616	target_22224_direct_contact_deep13_padic_tangent_p11
81107	23065	144462	target_22224_direct_contact_deep13_padic_tangent_p11
81107	37706	71257	target_22224_direct_contact_deep13_padic_tangent_p11
81107	52347	159103	target_22224_direct_contact_deep13_padic_tangent_p11
81107	66988	85898	target_22224_direct_contact_deep13_padic_tangent_p11
81107	81629	12693	target_22224_direct_contact_deep13_padic_tangent_p11
81107	96270	100539	target_22224_direct_contact_deep13_padic_tangent_p11
81107	110911	27334	target_22224_direct_contact_deep13_padic_tangent_p11
81107	125552	115180	target_22224_direct_contact_deep13_padic_tangent_p11
81107	140193	41975	target_22224_direct_contact_deep13_padic_tangent_p11
81107	154834	129821	target_22224_direct_contact_deep13_padic_tangent_p11
83307	5784	91772	target_22224_direct_contact_deep13_padic_tangent_p11
83307	20425	18567	target_22224_direct_contact_deep13_padic_tangent_p11
83307	35066	106413	target_22224_direct_contact_deep13_padic_tangent_p11
83307	49707	33208	target_22224_direct_contact_deep13_padic_tangent_p11
83307	64348	121054	target_22224_direct_contact_deep13_padic_tangent_p11
83307	78989	47849	target_22224_direct_contact_deep13_padic_tangent_p11
83307	93630	135695	target_22224_direct_contact_deep13_padic_tangent_p11
83307	108271	62490	target_22224_direct_contact_deep13_padic_tangent_p11
83307	122912	150336	target_22224_direct_contact_deep13_padic_tangent_p11
83307	137553	77131	target_22224_direct_contact_deep13_padic_tangent_p11
83307	152194	3926	target_22224_direct_contact_deep13_padic_tangent_p11
84088	4464	106798	target_22224_direct_contact_deep13_padic_tangent_p11
84088	19105	33593	target_22224_direct_contact_deep13_padic_tangent_p11
84088	33746	121439	target_22224_direct_contact_deep13_padic_tangent_p11
84088	48387	48234	target_22224_direct_contact_deep13_padic_tangent_p11
84088	63028	136080	target_22224_direct_contact_deep13_padic_tangent_p11
84088	77669	62875	target_22224_direct_contact_deep13_padic_tangent_p11
84088	92310	150721	target_22224_direct_contact_deep13_padic_tangent_p11
84088	106951	77516	target_22224_direct_contact_deep13_padic_tangent_p11
84088	121592	4311	target_22224_direct_contact_deep13_padic_tangent_p11
84088	136233	92157	target_22224_direct_contact_deep13_padic_tangent_p11
84088	150874	18952	target_22224_direct_contact_deep13_padic_tangent_p11
84110	1538	92443	target_22224_direct_contact_deep13_padic_tangent_p11
84110	16179	19238	target_22224_direct_contact_deep13_padic_tangent_p11
84110	30820	107084	target_22224_direct_contact_deep13_padic_tangent_p11
84110	45461	33879	target_22224_direct_contact_deep13_padic_tangent_p11
84110	60102	121725	target_22224_direct_contact_deep13_padic_tangent_p11
84110	74743	48520	target_22224_direct_contact_deep13_padic_tangent_p11
84110	89384	136366	target_22224_direct_contact_deep13_padic_tangent_p11
84110	104025	63161	target_22224_direct_contact_deep13_padic_tangent_p11
84110	118666	151007	target_22224_direct_contact_deep13_padic_tangent_p11
84110	133307	77802	target_22224_direct_contact_deep13_padic_tangent_p11
84110	147948	4597	target_22224_direct_contact_deep13_padic_tangent_p11
88367	11306	65680	target_22224_direct_contact_deep13_padic_tangent_p11
88367	25947	153526	target_22224_direct_contact_deep13_padic_tangent_p11
88367	40588	80321	target_22224_direct_contact_deep13_padic_tangent_p11
88367	55229	7116	target_22224_direct_contact_deep13_padic_tangent_p11
88367	69870	94962	target_22224_direct_contact_deep13_padic_tangent_p11
88367	84511	21757	target_22224_direct_contact_deep13_padic_tangent_p11
88367	99152	109603	target_22224_direct_contact_deep13_padic_tangent_p11
88367	113793	36398	target_22224_direct_contact_deep13_padic_tangent_p11
88367	128434	124244	target_22224_direct_contact_deep13_padic_tangent_p11
88367	143075	51039	target_22224_direct_contact_deep13_padic_tangent_p11
88367	157716	138885	target_22224_direct_contact_deep13_padic_tangent_p11
89929	2781	116929	target_22224_direct_contact_deep13_padic_tangent_p11
89929	17422	43724	target_22224_direct_contact_deep13_padic_tangent_p11
89929	32063	131570	target_22224_direct_contact_deep13_padic_tangent_p11
89929	46704	58365	target_22224_direct_contact_deep13_padic_tangent_p11
89929	61345	146211	target_22224_direct_contact_deep13_padic_tangent_p11
89929	75986	73006	target_22224_direct_contact_deep13_padic_tangent_p11
89929	90627	160852	target_22224_direct_contact_deep13_padic_tangent_p11
89929	105268	87647	target_22224_direct_contact_deep13_padic_tangent_p11
89929	119909	14442	target_22224_direct_contact_deep13_padic_tangent_p11
89929	134550	102288	target_22224_direct_contact_deep13_padic_tangent_p11
89929	149191	29083	target_22224_direct_contact_deep13_padic_tangent_p11
93031	10965	18424	target_22224_direct_contact_deep13_padic_tangent_p11
93031	25606	106270	target_22224_direct_contact_deep13_padic_tangent_p11
93031	40247	33065	target_22224_direct_contact_deep13_padic_tangent_p11
93031	54888	120911	target_22224_direct_contact_deep13_padic_tangent_p11
93031	69529	47706	target_22224_direct_contact_deep13_padic_tangent_p11
93031	84170	135552	target_22224_direct_contact_deep13_padic_tangent_p11
93031	98811	62347	target_22224_direct_contact_deep13_padic_tangent_p11
93031	113452	150193	target_22224_direct_contact_deep13_padic_tangent_p11
93031	128093	76988	target_22224_direct_contact_deep13_padic_tangent_p11
93031	142734	3783	target_22224_direct_contact_deep13_padic_tangent_p11
93031	157375	91629	target_22224_direct_contact_deep13_padic_tangent_p11
93647	5179	51314	target_22224_direct_contact_deep13_padic_tangent_p11
93647	19820	139160	target_22224_direct_contact_deep13_padic_tangent_p11
93647	34461	65955	target_22224_direct_contact_deep13_padic_tangent_p11
93647	49102	153801	target_22224_direct_contact_deep13_padic_tangent_p11
93647	63743	80596	target_22224_direct_contact_deep13_padic_tangent_p11
93647	78384	7391	target_22224_direct_contact_deep13_padic_tangent_p11
93647	93025	95237	target_22224_direct_contact_deep13_padic_tangent_p11
93647	107666	22032	target_22224_direct_contact_deep13_padic_tangent_p11
93647	122307	109878	target_22224_direct_contact_deep13_padic_tangent_p11
93647	136948	36673	target_22224_direct_contact_deep13_padic_tangent_p11
93647	151589	124519	target_22224_direct_contact_deep13_padic_tangent_p11
95748	8424	12693	target_22224_direct_contact_deep13_padic_tangent_p11
95748	23065	100539	target_22224_direct_contact_deep13_padic_tangent_p11
95748	37706	27334	target_22224_direct_contact_deep13_padic_tangent_p11
95748	52347	115180	target_22224_direct_contact_deep13_padic_tangent_p11
95748	66988	41975	target_22224_direct_contact_deep13_padic_tangent_p11
95748	81629	129821	target_22224_direct_contact_deep13_padic_tangent_p11
95748	96270	56616	target_22224_direct_contact_deep13_padic_tangent_p11
95748	110911	144462	target_22224_direct_contact_deep13_padic_tangent_p11
95748	125552	71257	target_22224_direct_contact_deep13_padic_tangent_p11
95748	140193	159103	target_22224_direct_contact_deep13_padic_tangent_p11
95748	154834	85898	target_22224_direct_contact_deep13_padic_tangent_p11
97948	5784	47849	target_22224_direct_contact_deep13_padic_tangent_p11
97948	20425	135695	target_22224_direct_contact_deep13_padic_tangent_p11
97948	35066	62490	target_22224_direct_contact_deep13_padic_tangent_p11
97948	49707	150336	target_22224_direct_contact_deep13_padic_tangent_p11
97948	64348	77131	target_22224_direct_contact_deep13_padic_tangent_p11
97948	78989	3926	target_22224_direct_contact_deep13_padic_tangent_p11
97948	93630	91772	target_22224_direct_contact_deep13_padic_tangent_p11
97948	108271	18567	target_22224_direct_contact_deep13_padic_tangent_p11
97948	122912	106413	target_22224_direct_contact_deep13_padic_tangent_p11
97948	137553	33208	target_22224_direct_contact_deep13_padic_tangent_p11
97948	152194	121054	target_22224_direct_contact_deep13_padic_tangent_p11
98729	4464	62875	target_22224_direct_contact_deep13_padic_tangent_p11
98729	19105	150721	target_22224_direct_contact_deep13_padic_tangent_p11
98729	33746	77516	target_22224_direct_contact_deep13_padic_tangent_p11
98729	48387	4311	target_22224_direct_contact_deep13_padic_tangent_p11
98729	63028	92157	target_22224_direct_contact_deep13_padic_tangent_p11
98729	77669	18952	target_22224_direct_contact_deep13_padic_tangent_p11
98729	92310	106798	target_22224_direct_contact_deep13_padic_tangent_p11
98729	106951	33593	target_22224_direct_contact_deep13_padic_tangent_p11
98729	121592	121439	target_22224_direct_contact_deep13_padic_tangent_p11
98729	136233	48234	target_22224_direct_contact_deep13_padic_tangent_p11
98729	150874	136080	target_22224_direct_contact_deep13_padic_tangent_p11
98751	1538	48520	target_22224_direct_contact_deep13_padic_tangent_p11
98751	16179	136366	target_22224_direct_contact_deep13_padic_tangent_p11
98751	30820	63161	target_22224_direct_contact_deep13_padic_tangent_p11
98751	45461	151007	target_22224_direct_contact_deep13_padic_tangent_p11
98751	60102	77802	target_22224_direct_contact_deep13_padic_tangent_p11
98751	74743	4597	target_22224_direct_contact_deep13_padic_tangent_p11
98751	89384	92443	target_22224_direct_contact_deep13_padic_tangent_p11
98751	104025	19238	target_22224_direct_contact_deep13_padic_tangent_p11
98751	118666	107084	target_22224_direct_contact_deep13_padic_tangent_p11
98751	133307	33879	target_22224_direct_contact_deep13_padic_tangent_p11
98751	147948	121725	target_22224_direct_contact_deep13_padic_tangent_p11
103008	11306	21757	target_22224_direct_contact_deep13_padic_tangent_p11
103008	25947	109603	target_22224_direct_contact_deep13_padic_tangent_p11
103008	40588	36398	target_22224_direct_contact_deep13_padic_tangent_p11
103008	55229	124244	target_22224_direct_contact_deep13_padic_tangent_p11
103008	69870	51039	target_22224_direct_contact_deep13_padic_tangent_p11
103008	84511	138885	target_22224_direct_contact_deep13_padic_tangent_p11
103008	99152	65680	target_22224_direct_contact_deep13_padic_tangent_p11
103008	113793	153526	target_22224_direct_contact_deep13_padic_tangent_p11
103008	128434	80321	target_22224_direct_contact_deep13_padic_tangent_p11
103008	143075	7116	target_22224_direct_contact_deep13_padic_tangent_p11
103008	157716	94962	target_22224_direct_contact_deep13_padic_tangent_p11
104570	2781	73006	target_22224_direct_contact_deep13_padic_tangent_p11
104570	17422	160852	target_22224_direct_contact_deep13_padic_tangent_p11
104570	32063	87647	target_22224_direct_contact_deep13_padic_tangent_p11
104570	46704	14442	target_22224_direct_contact_deep13_padic_tangent_p11
104570	61345	102288	target_22224_direct_contact_deep13_padic_tangent_p11
104570	75986	29083	target_22224_direct_contact_deep13_padic_tangent_p11
104570	90627	116929	target_22224_direct_contact_deep13_padic_tangent_p11
104570	105268	43724	target_22224_direct_contact_deep13_padic_tangent_p11
104570	119909	131570	target_22224_direct_contact_deep13_padic_tangent_p11
104570	134550	58365	target_22224_direct_contact_deep13_padic_tangent_p11
104570	149191	146211	target_22224_direct_contact_deep13_padic_tangent_p11
107672	10965	135552	target_22224_direct_contact_deep13_padic_tangent_p11
107672	25606	62347	target_22224_direct_contact_deep13_padic_tangent_p11
107672	40247	150193	target_22224_direct_contact_deep13_padic_tangent_p11
107672	54888	76988	target_22224_direct_contact_deep13_padic_tangent_p11
107672	69529	3783	target_22224_direct_contact_deep13_padic_tangent_p11
107672	84170	91629	target_22224_direct_contact_deep13_padic_tangent_p11
107672	98811	18424	target_22224_direct_contact_deep13_padic_tangent_p11
107672	113452	106270	target_22224_direct_contact_deep13_padic_tangent_p11
107672	128093	33065	target_22224_direct_contact_deep13_padic_tangent_p11
107672	142734	120911	target_22224_direct_contact_deep13_padic_tangent_p11
107672	157375	47706	target_22224_direct_contact_deep13_padic_tangent_p11
108288	5179	7391	target_22224_direct_contact_deep13_padic_tangent_p11
108288	19820	95237	target_22224_direct_contact_deep13_padic_tangent_p11
108288	34461	22032	target_22224_direct_contact_deep13_padic_tangent_p11
108288	49102	109878	target_22224_direct_contact_deep13_padic_tangent_p11
108288	63743	36673	target_22224_direct_contact_deep13_padic_tangent_p11
108288	78384	124519	target_22224_direct_contact_deep13_padic_tangent_p11
108288	93025	51314	target_22224_direct_contact_deep13_padic_tangent_p11
108288	107666	139160	target_22224_direct_contact_deep13_padic_tangent_p11
108288	122307	65955	target_22224_direct_contact_deep13_padic_tangent_p11
108288	136948	153801	target_22224_direct_contact_deep13_padic_tangent_p11
108288	151589	80596	target_22224_direct_contact_deep13_padic_tangent_p11
110389	8424	129821	target_22224_direct_contact_deep13_padic_tangent_p11
110389	23065	56616	target_22224_direct_contact_deep13_padic_tangent_p11
110389	37706	144462	target_22224_direct_contact_deep13_padic_tangent_p11
110389	52347	71257	target_22224_direct_contact_deep13_padic_tangent_p11
110389	66988	159103	target_22224_direct_contact_deep13_padic_tangent_p11
110389	81629	85898	target_22224_direct_contact_deep13_padic_tangent_p11
110389	96270	12693	target_22224_direct_contact_deep13_padic_tangent_p11
110389	110911	100539	target_22224_direct_contact_deep13_padic_tangent_p11
110389	125552	27334	target_22224_direct_contact_deep13_padic_tangent_p11
110389	140193	115180	target_22224_direct_contact_deep13_padic_tangent_p11
110389	154834	41975	target_22224_direct_contact_deep13_padic_tangent_p11
112589	5784	3926	target_22224_direct_contact_deep13_padic_tangent_p11
112589	20425	91772	target_22224_direct_contact_deep13_padic_tangent_p11
112589	35066	18567	target_22224_direct_contact_deep13_padic_tangent_p11
112589	49707	106413	target_22224_direct_contact_deep13_padic_tangent_p11
112589	64348	33208	target_22224_direct_contact_deep13_padic_tangent_p11
112589	78989	121054	target_22224_direct_contact_deep13_padic_tangent_p11
112589	93630	47849	target_22224_direct_contact_deep13_padic_tangent_p11
112589	108271	135695	target_22224_direct_contact_deep13_padic_tangent_p11
112589	122912	62490	target_22224_direct_contact_deep13_padic_tangent_p11
112589	137553	150336	target_22224_direct_contact_deep13_padic_tangent_p11
112589	152194	77131	target_22224_direct_contact_deep13_padic_tangent_p11
113370	4464	18952	target_22224_direct_contact_deep13_padic_tangent_p11
113370	19105	106798	target_22224_direct_contact_deep13_padic_tangent_p11
113370	33746	33593	target_22224_direct_contact_deep13_padic_tangent_p11
113370	48387	121439	target_22224_direct_contact_deep13_padic_tangent_p11
113370	63028	48234	target_22224_direct_contact_deep13_padic_tangent_p11
113370	77669	136080	target_22224_direct_contact_deep13_padic_tangent_p11
113370	92310	62875	target_22224_direct_contact_deep13_padic_tangent_p11
113370	106951	150721	target_22224_direct_contact_deep13_padic_tangent_p11
113370	121592	77516	target_22224_direct_contact_deep13_padic_tangent_p11
113370	136233	4311	target_22224_direct_contact_deep13_padic_tangent_p11
113370	150874	92157	target_22224_direct_contact_deep13_padic_tangent_p11
113392	1538	4597	target_22224_direct_contact_deep13_padic_tangent_p11
113392	16179	92443	target_22224_direct_contact_deep13_padic_tangent_p11
113392	30820	19238	target_22224_direct_contact_deep13_padic_tangent_p11
113392	45461	107084	target_22224_direct_contact_deep13_padic_tangent_p11
113392	60102	33879	target_22224_direct_contact_deep13_padic_tangent_p11
113392	74743	121725	target_22224_direct_contact_deep13_padic_tangent_p11
113392	89384	48520	target_22224_direct_contact_deep13_padic_tangent_p11
113392	104025	136366	target_22224_direct_contact_deep13_padic_tangent_p11
113392	118666	63161	target_22224_direct_contact_deep13_padic_tangent_p11
113392	133307	151007	target_22224_direct_contact_deep13_padic_tangent_p11
113392	147948	77802	target_22224_direct_contact_deep13_padic_tangent_p11
117649	11306	138885	target_22224_direct_contact_deep13_padic_tangent_p11
117649	25947	65680	target_22224_direct_contact_deep13_padic_tangent_p11
117649	40588	153526	target_22224_direct_contact_deep13_padic_tangent_p11
117649	55229	80321	target_22224_direct_contact_deep13_padic_tangent_p11
117649	69870	7116	target_22224_direct_contact_deep13_padic_tangent_p11
117649	84511	94962	target_22224_direct_contact_deep13_padic_tangent_p11
117649	99152	21757	target_22224_direct_contact_deep13_padic_tangent_p11
117649	113793	109603	target_22224_direct_contact_deep13_padic_tangent_p11
117649	128434	36398	target_22224_direct_contact_deep13_padic_tangent_p11
117649	143075	124244	target_22224_direct_contact_deep13_padic_tangent_p11
117649	157716	51039	target_22224_direct_contact_deep13_padic_tangent_p11
119211	2781	29083	target_22224_direct_contact_deep13_padic_tangent_p11
119211	17422	116929	target_22224_direct_contact_deep13_padic_tangent_p11
119211	32063	43724	target_22224_direct_contact_deep13_padic_tangent_p11
119211	46704	131570	target_22224_direct_contact_deep13_padic_tangent_p11
119211	61345	58365	target_22224_direct_contact_deep13_padic_tangent_p11
119211	75986	146211	target_22224_direct_contact_deep13_padic_tangent_p11
119211	90627	73006	target_22224_direct_contact_deep13_padic_tangent_p11
119211	105268	160852	target_22224_direct_contact_deep13_padic_tangent_p11
119211	119909	87647	target_22224_direct_contact_deep13_padic_tangent_p11
119211	134550	14442	target_22224_direct_contact_deep13_padic_tangent_p11
119211	149191	102288	target_22224_direct_contact_deep13_padic_tangent_p11
122313	10965	91629	target_22224_direct_contact_deep13_padic_tangent_p11
122313	25606	18424	target_22224_direct_contact_deep13_padic_tangent_p11
122313	40247	106270	target_22224_direct_contact_deep13_padic_tangent_p11
122313	54888	33065	target_22224_direct_contact_deep13_padic_tangent_p11
122313	69529	120911	target_22224_direct_contact_deep13_padic_tangent_p11
122313	84170	47706	target_22224_direct_contact_deep13_padic_tangent_p11
122313	98811	135552	target_22224_direct_contact_deep13_padic_tangent_p11
122313	113452	62347	target_22224_direct_contact_deep13_padic_tangent_p11
122313	128093	150193	target_22224_direct_contact_deep13_padic_tangent_p11
122313	142734	76988	target_22224_direct_contact_deep13_padic_tangent_p11
122313	157375	3783	target_22224_direct_contact_deep13_padic_tangent_p11
122929	5179	124519	target_22224_direct_contact_deep13_padic_tangent_p11
122929	19820	51314	target_22224_direct_contact_deep13_padic_tangent_p11
122929	34461	139160	target_22224_direct_contact_deep13_padic_tangent_p11
122929	49102	65955	target_22224_direct_contact_deep13_padic_tangent_p11
122929	63743	153801	target_22224_direct_contact_deep13_padic_tangent_p11
122929	78384	80596	target_22224_direct_contact_deep13_padic_tangent_p11
122929	93025	7391	target_22224_direct_contact_deep13_padic_tangent_p11
122929	107666	95237	target_22224_direct_contact_deep13_padic_tangent_p11
122929	122307	22032	target_22224_direct_contact_deep13_padic_tangent_p11
122929	136948	109878	target_22224_direct_contact_deep13_padic_tangent_p11
122929	151589	36673	target_22224_direct_contact_deep13_padic_tangent_p11
125030	8424	85898	target_22224_direct_contact_deep13_padic_tangent_p11
125030	23065	12693	target_22224_direct_contact_deep13_padic_tangent_p11
125030	37706	100539	target_22224_direct_contact_deep13_padic_tangent_p11
125030	52347	27334	target_22224_direct_contact_deep13_padic_tangent_p11
125030	66988	115180	target_22224_direct_contact_deep13_padic_tangent_p11
125030	81629	41975	target_22224_direct_contact_deep13_padic_tangent_p11
125030	96270	129821	target_22224_direct_contact_deep13_padic_tangent_p11
125030	110911	56616	target_22224_direct_contact_deep13_padic_tangent_p11
125030	125552	144462	target_22224_direct_contact_deep13_padic_tangent_p11
125030	140193	71257	target_22224_direct_contact_deep13_padic_tangent_p11
125030	154834	159103	target_22224_direct_contact_deep13_padic_tangent_p11
127230	5784	121054	target_22224_direct_contact_deep13_padic_tangent_p11
127230	20425	47849	target_22224_direct_contact_deep13_padic_tangent_p11
127230	35066	135695	target_22224_direct_contact_deep13_padic_tangent_p11
127230	49707	62490	target_22224_direct_contact_deep13_padic_tangent_p11
127230	64348	150336	target_22224_direct_contact_deep13_padic_tangent_p11
127230	78989	77131	target_22224_direct_contact_deep13_padic_tangent_p11
127230	93630	3926	target_22224_direct_contact_deep13_padic_tangent_p11
127230	108271	91772	target_22224_direct_contact_deep13_padic_tangent_p11
127230	122912	18567	target_22224_direct_contact_deep13_padic_tangent_p11
127230	137553	106413	target_22224_direct_contact_deep13_padic_tangent_p11
127230	152194	33208	target_22224_direct_contact_deep13_padic_tangent_p11
128011	4464	136080	target_22224_direct_contact_deep13_padic_tangent_p11
128011	19105	62875	target_22224_direct_contact_deep13_padic_tangent_p11
128011	33746	150721	target_22224_direct_contact_deep13_padic_tangent_p11
128011	48387	77516	target_22224_direct_contact_deep13_padic_tangent_p11
128011	63028	4311	target_22224_direct_contact_deep13_padic_tangent_p11
128011	77669	92157	target_22224_direct_contact_deep13_padic_tangent_p11
128011	92310	18952	target_22224_direct_contact_deep13_padic_tangent_p11
128011	106951	106798	target_22224_direct_contact_deep13_padic_tangent_p11
128011	121592	33593	target_22224_direct_contact_deep13_padic_tangent_p11
128011	136233	121439	target_22224_direct_contact_deep13_padic_tangent_p11
128011	150874	48234	target_22224_direct_contact_deep13_padic_tangent_p11
128033	1538	121725	target_22224_direct_contact_deep13_padic_tangent_p11
128033	16179	48520	target_22224_direct_contact_deep13_padic_tangent_p11
128033	30820	136366	target_22224_direct_contact_deep13_padic_tangent_p11
128033	45461	63161	target_22224_direct_contact_deep13_padic_tangent_p11
128033	60102	151007	target_22224_direct_contact_deep13_padic_tangent_p11
128033	74743	77802	target_22224_direct_contact_deep13_padic_tangent_p11
128033	89384	4597	target_22224_direct_contact_deep13_padic_tangent_p11
128033	104025	92443	target_22224_direct_contact_deep13_padic_tangent_p11
128033	118666	19238	target_22224_direct_contact_deep13_padic_tangent_p11
128033	133307	107084	target_22224_direct_contact_deep13_padic_tangent_p11
128033	147948	33879	target_22224_direct_contact_deep13_padic_tangent_p11
132290	11306	94962	target_22224_direct_contact_deep13_padic_tangent_p11
132290	25947	21757	target_22224_direct_contact_deep13_padic_tangent_p11
132290	40588	109603	target_22224_direct_contact_deep13_padic_tangent_p11
132290	55229	36398	target_22224_direct_contact_deep13_padic_tangent_p11
132290	69870	124244	target_22224_direct_contact_deep13_padic_tangent_p11
132290	84511	51039	target_22224_direct_contact_deep13_padic_tangent_p11
132290	99152	138885	target_22224_direct_contact_deep13_padic_tangent_p11
132290	113793	65680	target_22224_direct_contact_deep13_padic_tangent_p11
132290	128434	153526	target_22224_direct_contact_deep13_padic_tangent_p11
132290	143075	80321	target_22224_direct_contact_deep13_padic_tangent_p11
132290	157716	7116	target_22224_direct_contact_deep13_padic_tangent_p11
133852	2781	146211	target_22224_direct_contact_deep13_padic_tangent_p11
133852	17422	73006	target_22224_direct_contact_deep13_padic_tangent_p11
133852	32063	160852	target_22224_direct_contact_deep13_padic_tangent_p11
133852	46704	87647	target_22224_direct_contact_deep13_padic_tangent_p11
133852	61345	14442	target_22224_direct_contact_deep13_padic_tangent_p11
133852	75986	102288	target_22224_direct_contact_deep13_padic_tangent_p11
133852	90627	29083	target_22224_direct_contact_deep13_padic_tangent_p11
133852	105268	116929	target_22224_direct_contact_deep13_padic_tangent_p11
133852	119909	43724	target_22224_direct_contact_deep13_padic_tangent_p11
133852	134550	131570	target_22224_direct_contact_deep13_padic_tangent_p11
133852	149191	58365	target_22224_direct_contact_deep13_padic_tangent_p11
136954	10965	47706	target_22224_direct_contact_deep13_padic_tangent_p11
136954	25606	135552	target_22224_direct_contact_deep13_padic_tangent_p11
136954	40247	62347	target_22224_direct_contact_deep13_padic_tangent_p11
136954	54888	150193	target_22224_direct_contact_deep13_padic_tangent_p11
136954	69529	76988	target_22224_direct_contact_deep13_padic_tangent_p11
136954	84170	3783	target_22224_direct_contact_deep13_padic_tangent_p11
136954	98811	91629	target_22224_direct_contact_deep13_padic_tangent_p11
136954	113452	18424	target_22224_direct_contact_deep13_padic_tangent_p11
136954	128093	106270	target_22224_direct_contact_deep13_padic_tangent_p11
136954	142734	33065	target_22224_direct_contact_deep13_padic_tangent_p11
136954	157375	120911	target_22224_direct_contact_deep13_padic_tangent_p11
137489	605	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	726	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	1936	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	2057	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	3267	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	3388	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	4598	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	4719	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	5929	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	6050	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	7260	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	7381	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	8591	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	8712	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	9922	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	10043	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	11253	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	11374	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	12584	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	12705	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	13915	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	14036	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	15246	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	15367	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	16577	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	16698	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	17908	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	18029	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	19239	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	19360	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	20570	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	20691	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	21901	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	22022	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	23232	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	23353	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	24563	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	24684	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	25894	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	26015	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
137489	27225	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
