m	n	k	torsion_coset
-2486	757	-1945	2
-2486	757	575	2
-2486	757	-1225	2
-2486	757	-1153	2
-2486	757	1367	2
-2486	757	1727	2
-2486	757	-433	2
-2486	757	-145	2
-2486	1333	71	2
-2486	1333	2663	2
-2486	1333	-2305	2
-2486	1333	2735	2
-2486	1333	-2089	2
-2486	1333	2951	2
-2486	1333	575	2
-2486	1333	1151	2
-2486	1333	-1297	2
-2486	1333	-937	2
-2486	1333	1655	2
-2486	1333	1943	2
-2486	1333	-2809	2
-2486	1333	-289	2
-2486	1333	2231	2
-2486	1549	143	2
-2486	1549	-2017	2
-2486	1549	-1801	2
-2486	1549	719	2
-2486	1549	1223	2
-2486	1549	-361	2
-2486	1549	2159	2
-2486	1549	-2737	2
-2486	1549	-217	2
-2486	1549	2303	2
-2486	1549	-2521	2
-2486	1549	2519	2
-2486	1837	215	2
-2486	1837	-1873	2
-2486	1837	-1585	2
-2486	1837	935	2
-2486	1837	-865	2
-2486	1837	-793	2
-2486	1837	1727	2
-2486	1837	-2953	2
-2486	1837	2087	2
-2486	1837	-73	2
-2486	2341	2735	2
-2486	2341	-1945	2
-2486	2341	575	2
-2486	2341	647	2
-2486	2341	935	2
-2486	2341	-865	2
-2486	2341	1727	2
-2486	2341	-433	2
-2486	2341	-2593	2
-2486	2341	-73	2
-2486	2629	-2377	2
-2486	2629	143	2
-2486	2629	2663	2
-2486	2629	-2161	2
-2486	2629	2879	2
-2486	2629	503	2
-2486	2629	-1657	2
-2486	2629	-1441	2
-2486	2629	1079	2
-2486	2629	1583	2
-2486	2629	-2881	2
-2486	2629	-1	2
-2486	2629	2519	2
-2486	2917	287	2
-2486	2917	575	2
-2486	2917	-1513	2
-2486	2917	-1225	2
-2486	2917	1295	2
-2486	2917	-505	2
-2486	2917	-433	2
-2486	2917	2087	2
-2486	2917	-2593	2
-2486	2917	2447	2
-2484	-2265	723	1
-2484	-2265	1083	1
-2484	-2265	-1077	1
-2484	-2265	-2877	1
-2484	-1761	-1869	1
-2484	-1761	1731	1
-2484	-1761	-429	1
-2484	-1761	2091	1
-2484	-1761	-69	1
-2484	-969	147	1
-2484	-969	-2013	1
-2484	-969	507	1
-2484	-969	-1869	1
-2484	-969	-1653	1
-2484	-969	-1149	1
-2484	-969	-429	1
-2484	-969	2091	1
-2484	-681	291	1
-2484	-681	-1509	1
-2484	-681	2091	1
-2484	-681	-69	1
-2484	-681	2451	1
-2484	-177	-2013	1
-2484	-177	507	1
-2484	-177	1947	1
-2484	-177	-2733	1
-2484	-177	2307	1
-2484	111	507	1
-2484	111	-1653	1
-2484	111	867	1
-2484	111	-1509	1
-2484	111	-1293	1
-2484	111	-789	1
-2484	111	-69	1
-2484	111	2451	1
-2484	615	2523	1
-2484	615	363	1
-2484	615	2883	1
-2484	615	723	1
-2484	615	-1077	1
-2484	903	-2373	1
-2484	903	2667	1
-2484	903	-1653	1
-2484	903	867	1
-2484	903	2307	1
-2484	1695	2883	1
-2484	1695	723	1
-2484	1695	1083	1
-2484	1695	-717	1
-2484	2199	-2229	1
-2484	2199	2811	1
-2484	2199	-1149	1
-2484	2199	1731	1
-2484	2199	-429	1
-2484	2199	2091	1
-2484	2991	147	1
-2484	2991	-2229	1
-2484	2991	2811	1
-2484	2991	-2013	1
-2484	2991	507	1
-2484	2991	-1869	1
-2484	2991	1227	1
-2484	2991	1731	1
-2484	2991	-2733	1
-2484	2991	2307	1
-2482	-2935	35	1
-2482	-2935	-1045	1
-2482	-847	467	1
-2482	-847	-1693	1
-2482	-847	-613	1
-2482	-55	-2125	1
-2482	-55	-685	1
-2482	-55	1835	1
-2482	233	827	1
-2482	233	-1333	1
-2482	233	-253	1
-2482	1025	-1765	1
-2482	1025	-325	1
-2482	1025	2195	1
-2481	-2898	687	1
-2481	-2898	-1473	1
-2481	-2898	1047	1
-2481	-2898	-2913	1
-2481	-2322	2991	1
-2481	-2322	-1545	1
-2481	-2322	975	1
-2481	-2322	-969	1
-2481	-2322	-609	1
-2481	-2322	-2985	1
-2481	-2322	-105	1
-2481	-2322	2415	1
-2481	-2106	-2481	1
-2481	-2106	2559	1
-2481	-2106	-1401	1
-2481	-2106	1479	1
-2481	-2106	-897	1
-2481	-2106	-537	1
-2481	-1818	1047	1
-2481	-1818	-1113	1
-2481	-1818	1407	1
-2481	-1818	-2553	1
-2481	-1314	975	1
-2481	-1314	-2985	1
-2481	-1314	2055	1
-2481	-1314	-105	1
-2481	-1026	-2121	1
-2481	-1026	2919	1
-2481	-1026	-1041	1
-2481	-1026	1839	1
-2481	-1026	-537	1
-2481	-1026	-2697	1
-2481	-1026	-177	1
-2481	-738	-2193	1
-2481	-738	1407	1
-2481	-738	-753	1
-2481	-738	1767	1
-2481	-522	471	1
-2481	-522	-1689	1
-2481	-522	975	1
-2481	-522	-609	1
-2481	-522	-105	1
-2481	-234	255	1
-2481	-234	1335	1
-2481	-234	-2625	1
-2481	-234	2415	1
-2481	54	-2337	1
-2481	54	183	1
-2481	54	-1761	1
-2481	54	-681	1
-2481	54	2199	1
-2481	54	-177	1
-2481	558	255	1
-2481	558	831	1
-2481	558	-1329	1
-2481	558	1335	1
-2481	558	-249	1
-2481	846	-2265	1
-2481	846	2775	1
-2481	846	615	1
-2481	846	1695	1
-2481	1062	-2193	1
-2481	1062	2847	1
-2481	1062	687	1
-2481	1062	1767	1
-2481	1638	111	1
-2481	1638	615	1
-2481	1638	1191	1
-2481	1638	-969	1
-2481	1638	1695	1
-2481	1638	-2985	1
-2481	1854	183	1
-2481	1854	759	1
-2481	1854	-1401	1
-2481	1854	1263	1
-2481	1854	-897	1
-2481	1854	-321	1
-2481	2142	-1833	1
-2481	2142	1047	1
-2481	2142	-2913	1
-2481	2142	2127	1
-2481	2646	-1905	1
-2481	2646	-825	1
-2481	2646	1695	1
-2481	2646	-2985	1
-2481	2646	2055	1
-2481	2934	39	1
-2481	2934	543	1
-2481	2934	1119	1
-2481	2934	-1041	1
-2481	2934	1623	1
-2481	2934	-537	1
-2479	-2776	-1585	1
-2479	-2776	2015	1
-2479	-2776	-2665	1
-2479	-2776	-145	1
-2479	-2776	2375	1
-2479	-1696	-2305	1
-2479	-1696	215	1
-2479	-1696	2735	1
-2479	-1696	-1225	1
-2479	-1696	2375	1
-2479	-616	2735	1
-2479	-616	-1945	1
-2479	-616	575	1
-2479	-616	-865	1
-2479	1184	-1945	1
-2479	1184	-865	1
-2479	1184	2015	1
-2479	2264	-1585	1
-2479	2264	-505	1
-2479	2264	2375	1
-2476	-1009	467	1
-2476	-1009	1187	1
-2476	-1009	-613	1
-2476	-217	395	1
-2476	-217	2915	1
-2476	-217	755	1
-2476	-217	-1405	1
-2476	71	827	1
-2476	71	1547	1
-2476	71	-253	1
-2476	863	755	1
-2476	863	1115	1
-2476	863	-1045	1
-2476	863	-2845	1
-2476	2951	-2413	1
-2476	2951	467	1
-2476	2951	1547	1
-2473	-2938	-1585	1
-2473	-2938	935	1
-2473	-2938	-505	1
-2473	-2938	-2665	1
-2473	-2938	2375	1
-2473	-2650	287	1
-2473	-2650	1367	1
-2473	-2650	-2593	1
-2473	-2650	2447	1
-2473	-1858	-2305	1
-2473	-1858	2735	1
-2473	-1858	-1225	1
-2473	-1858	1295	1
-2473	-1858	-2665	1
-2473	-1858	-145	1
-2473	-1570	-2233	1
-2473	-1570	2807	1
-2473	-1570	647	1
-2473	-1570	1727	1
-2473	-778	-2305	1
-2473	-778	215	1
-2473	-778	-1945	1
-2473	-778	-865	1
-2473	-778	1655	1
-2473	230	-1873	1
-2473	230	-793	1
-2473	230	1727	1
-2473	230	-2953	1
-2473	230	2087	1
-2473	1022	-865	1
-2473	1022	-505	1
-2473	1310	-1513	1
-2473	1310	-433	1
-2473	1310	2087	1
-2473	1310	-2593	1
-2473	1310	2447	1
-2473	2102	-505	1
-2473	2102	-2665	1
-2473	2102	-145	1
-2473	2390	-2233	1
-2473	2390	2807	1
-2473	2390	-1153	1
-2473	2390	-73	1
-2473	2390	2447	1
-2472	-2877	-1365	1
-2472	-2877	1515	1
-2472	-2877	-285	1
-2472	-2589	-1797	1
-2472	-2589	1083	1
-2472	-2589	-1077	1
-2472	-2589	1443	1
-2472	-2589	-2877	1
-2472	-2589	2163	1
-2472	-2085	-1869	1
-2472	-2085	1731	1
-2472	-2085	-2949	1
-2472	-2085	2091	1
-2472	-2085	-69	1
-2472	-1797	75	1
-2472	-1797	-1005	1
-2472	-1797	1875	1
-2472	-1293	147	1
-2472	-1293	2667	1
-2472	-1293	507	1
-2472	-1293	-1869	1
-2472	-1293	-1653	1
-2472	-1293	1011	1
-2472	-1293	-2949	1
-2472	-1293	2091	1
-2472	-1005	291	1
-2472	-1005	-1509	1
-2472	-1005	2091	1
-2472	-1005	-2589	1
-2472	-1005	2451	1
-2472	-213	507	1
-2472	-213	867	1
-2472	-213	-1509	1
-2472	-213	-1293	1
-2472	-213	1371	1
-2472	-213	-2589	1
-2472	-213	2451	1
-2472	291	2523	1
-2472	291	-2157	1
-2472	291	2883	1
-2472	291	723	1
-2472	291	-1077	1
-2472	1083	-2085	1
-2472	1083	-1365	1
-2472	1083	-645	1
-2472	1083	1875	1
-2472	1371	2883	1
-2472	1371	-1797	1
-2472	1371	1083	1
-2472	1371	-717	1
-2472	1875	-2229	1
-2472	1875	291	1
-2472	1875	1731	1
-2472	1875	-2949	1
-2472	1875	2091	1
-2472	2163	-1725	1
-2472	2163	-1005	1
-2472	2163	-285	1
-2472	2163	2235	1
-2472	2667	147	1
-2472	2667	2667	1
-2472	2667	-2229	1
-2472	2667	291	1
-2472	2667	507	1
-2472	2667	-1869	1
-2472	2667	1011	1
-2472	2667	-1293	1
-2472	2667	1731	1
-2472	2667	2307	1
-2472	2955	-1869	1
-2472	2955	651	1
-2472	2955	2091	1
-2472	2955	-2589	1
-2472	2955	2451	1
-2469	-2934	111	1
-2469	-2934	2631	1
-2469	-2934	-2049	1
-2469	-2934	2991	1
-2469	-2934	-1473	1
-2469	-2934	1047	1
-2469	-2934	-969	1
-2469	-2934	-2913	1
-2469	-2934	-393	1
-2469	-2934	-2553	1
-2469	-2934	2487	1
-2469	-2646	471	1
-2469	-2646	2991	1
-2469	-2646	975	1
-2469	-2646	-969	1
-2469	-2646	1551	1
-2469	-2646	-609	1
-2469	-2646	-2985	1
-2469	-2646	2055	1
-2469	-2646	-105	1
-2469	-2430	-2481	1
-2469	-2430	39	1
-2469	-2430	543	1
-2469	-2430	-1041	1
-2469	-2430	1479	1
-2469	-2430	-897	1
-2469	-2430	1623	1
-2469	-2430	-537	1
-2469	-2142	-1473	1
-2469	-2142	1047	1
-2469	-2142	1407	1
-2469	-2142	-2553	1
-2469	-2142	2487	1
-2469	-1854	-2193	1
-2469	-1854	2847	1
-2469	-1854	471	1
-2469	-1854	2991	1
-2469	-1854	-1689	1
-2469	-1854	-1113	1
-2469	-1854	1407	1
-2469	-1854	-609	1
-2469	-1854	-2553	1
-2469	-1854	-33	1
-2469	-1350	-2121	1
-2469	-1350	399	1
-2469	-1350	903	1
-2469	-1350	-681	1
-2469	-1350	1839	1
-2469	-1350	-537	1
-2469	-1350	1983	1
-2469	-1350	-177	1
-2469	-1062	-2193	1
-2469	-1062	2847	1
-2469	-1062	-1113	1
-2469	-1062	1407	1
-2469	-1062	1767	1
-2469	-846	471	1
-2469	-846	-1689	1
-2469	-846	831	1
-2469	-846	-1545	1
-2469	-846	1335	1
-2469	-846	-2625	1
-2469	-846	-105	1
-2469	-846	2415	1
-2469	-270	183	1
-2469	-270	-1761	1
-2469	-270	759	1
-2469	-270	1263	1
-2469	-270	-321	1
-2469	-270	2199	1
-2469	-270	-2697	1
-2469	-270	-177	1
-2469	-270	2343	1
-2469	-54	2847	1
-2469	-54	-1689	1
-2469	-54	831	1
-2469	-54	-1113	1
-2469	-54	-753	1
-2469	-54	-249	1
-2469	-54	2271	1
-2469	234	-2265	1
-2469	234	255	1
-2469	234	2775	1
-2469	234	831	1
-2469	234	-1329	1
-2469	234	1191	1
-2469	234	-1185	1
-2469	234	1695	1
-2469	234	-2769	1
-2469	738	2847	1
-2469	738	-1833	1
-2469	738	687	1
-2469	738	-753	1
-2469	1026	111	1
-2469	1026	2631	1
-2469	1026	-1329	1
-2469	1026	1191	1
-2469	1026	-753	1
-2469	1026	-2913	1
-2469	1026	-393	1
-2469	1026	-2769	1
-2469	1314	-2409	1
-2469	1314	-1905	1
-2469	1314	615	1
-2469	1314	1191	1
-2469	1314	-969	1
-2469	1314	1551	1
-2469	1314	-825	1
-2469	1314	-2985	1
-2469	1314	2055	1
-2469	1530	-2337	1
-2469	1530	759	1
-2469	1530	1263	1
-2469	1530	-897	1
-2469	1530	1623	1
-2469	1530	-321	1
-2469	1818	-1473	1
-2469	1818	1047	1
-2469	1818	-2913	1
-2469	1818	-393	1
-2469	2106	-2409	1
-2469	2106	471	1
-2469	2106	2991	1
-2469	2106	-969	1
-2469	2106	1551	1
-2469	2106	-393	1
-2469	2106	-2553	1
-2469	2106	-33	1
-2469	2610	39	1
-2469	2610	-1977	1
-2469	2610	1119	1
-2469	2610	1623	1
-2469	2610	-537	1
-2469	2610	1983	1
-2469	2898	-1113	1
-2469	2898	1407	1
-2469	2898	-2553	1
-2469	2898	-33	1
-2466	-2751	-1797	1
-2466	-2751	-1437	1
-2466	-2751	2163	1
-2466	-2247	-1869	1
-2466	-2247	-789	1
-2466	-2247	-2949	1
-2466	-2247	2091	1
-2466	-1959	75	1
-2466	-1959	1155	1
-2466	-1959	-1005	1
-2466	-1167	-1509	1
-2466	-1167	-429	1
-2466	-1167	-2589	1
-2466	-1167	2451	1
-2466	-663	507	1
-2466	-663	1587	1
-2466	-663	-573	1
-2466	129	3	1
-2466	129	-2157	1
-2466	129	2883	1
-2466	129	-1077	1
-2466	417	867	1
-2466	417	1947	1
-2466	417	-213	1
-2466	921	435	1
-2466	921	2955	1
-2466	921	795	1
-2466	1209	363	1
-2466	1209	-1797	1
-2466	1209	-717	1
-2466	1713	2811	1
-2466	1713	-1149	1
-2466	1713	1371	1
-2466	1713	-789	1
-2466	2001	795	1
-2466	2001	1155	1
-2466	2001	-2805	1
-2466	2793	-789	1
-2466	2793	1731	1
-2466	2793	-429	1
-2464	-541	-2125	1
-2464	-541	2915	1
-2464	-541	755	1
-2464	-541	-1405	1
-2464	-541	1115	1
-2464	-541	1835	1
-2464	539	-1765	1
-2464	539	1115	1
-2464	539	-1045	1
-2464	539	1475	1
-2464	539	-2845	1
-2464	539	2195	1
-2463	-2808	471	1
-2463	-2808	975	1
-2463	-2808	1551	1
-2463	-2808	-609	1
-2463	-2808	-2985	1
-2463	-2808	2055	1
-2463	-2808	-105	1
-2463	-2304	-1473	1
-2463	-2304	1407	1
-2463	-2304	-2553	1
-2463	-2304	2487	1
-2463	-2016	-2193	1
-2463	-2016	2847	1
-2463	-2016	471	1
-2463	-2016	-1689	1
-2463	-2016	-1113	1
-2463	-2016	-609	1
-2463	-2016	-33	1
-2463	-2016	2487	1
-2463	-1800	-1545	1
-2463	-1800	975	1
-2463	-1800	-2985	1
-2463	-1800	-465	1
-2463	-1800	-2625	1
-2463	-1800	2415	1
-2463	-1224	-2193	1
-2463	-1224	2847	1
-2463	-1224	-1113	1
-2463	-1224	1767	1
-2463	-1008	-2049	1
-2463	-1008	831	1
-2463	-1008	-1545	1
-2463	-1008	975	1
-2463	-1008	1335	1
-2463	-1008	-609	1
-2463	-1008	1911	1
-2463	-1008	-2625	1
-2463	-1008	2415	1
-2463	-720	-2265	1
-2463	-720	2775	1
-2463	-720	-1185	1
-2463	-720	1335	1
-2463	-720	-2625	1
-2463	-720	-105	1
-2463	-216	-2193	1
-2463	-216	327	1
-2463	-216	831	1
-2463	-216	-753	1
-2463	-216	1767	1
-2463	-216	-609	1
-2463	-216	1911	1
-2463	-216	-249	1
-2463	72	-2265	1
-2463	72	2775	1
-2463	72	-1689	1
-2463	72	1191	1
-2463	72	-1185	1
-2463	72	1335	1
-2463	72	1695	1
-2463	72	-2769	1
-2463	72	-249	1
-2463	72	2271	1
-2463	360	-2265	1
-2463	360	255	1
-2463	360	-1905	1
-2463	360	-825	1
-2463	360	1695	1
-2463	576	-2193	1
-2463	576	327	1
-2463	576	-1833	1
-2463	576	-753	1
-2463	576	1767	1
-2463	864	111	1
-2463	864	-1833	1
-2463	864	687	1
-2463	864	1191	1
-2463	864	-393	1
-2463	864	2127	1
-2463	864	-2769	1
-2463	864	-249	1
-2463	864	2271	1
-2463	1152	-2409	1
-2463	1152	111	1
-2463	1152	2631	1
-2463	1152	-1905	1
-2463	1152	-1329	1
-2463	1152	1551	1
-2463	1152	-825	1
-2463	1152	1695	1
-2463	1152	-2985	1
-2463	1152	2055	1
-2463	1656	-1833	1
-2463	1656	687	1
-2463	1656	-1473	1
-2463	1656	-393	1
-2463	1656	2127	1
-2463	1944	-2409	1
-2463	1944	111	1
-2463	1944	2631	1
-2463	1944	471	1
-2463	1944	-1473	1
-2463	1944	1047	1
-2463	1944	1551	1
-2463	1944	-2913	1
-2463	1944	-33	1
-2463	1944	2487	1
-2463	2160	-825	1
-2463	2160	-2985	1
-2463	2160	-465	1
-2463	2736	-1473	1
-2463	2736	1047	1
-2463	2736	-1113	1
-2463	2736	-33	1
-2463	2736	2487	1
-2463	2952	-2409	1
-2463	2952	2631	1
-2463	2952	-2049	1
-2463	2952	-1545	1
-2463	2952	975	1
-2463	2952	1551	1
-2463	2952	-2985	1
-2463	2952	-465	1
-2462	-2747	455	2
-2462	-2747	2975	2
-2462	-2747	-1993	2
-2462	-2747	-1633	2
-2462	-2747	1247	2
-2462	-2747	-985	2
-2462	-2747	1535	2
-2462	-2747	-625	2
-2462	-2747	1967	2
-2462	-2747	-2785	2
-2462	-2747	2255	2
-2462	-2243	-2281	2
-2462	-2243	239	2
-2462	-2243	2759	2
-2462	-2243	-1993	2
-2462	-2243	887	2
-2462	-2243	-1561	2
-2462	-2243	-1489	2
-2462	-2243	1031	2
-2462	-2243	-1273	2
-2462	-2243	1391	2
-2462	-2243	-769	2
-2462	-2243	-553	2
-2462	-2243	1967	2
-2462	-2243	-481	2
-2462	-2243	2399	2
-2462	-2243	-2569	2
-2462	-2243	2471	2
-2462	-1955	-2209	2
-2462	-1955	2831	2
-2462	-1955	383	2
-2462	-1955	455	2
-2462	-1955	2975	2
-2462	-1955	671	2
-2462	-1955	-1705	2
-2462	-1955	1175	2
-2462	-1955	-1129	2
-2462	-1955	1391	2
-2462	-1955	1463	2
-2462	-1955	-625	2
-2462	-1955	-337	2
-2462	-1955	2183	2
-2462	-1955	-2569	2
-2462	-1955	-49	2
-2462	-1739	-2497	2
-2462	-1739	23	2
-2462	-1739	239	2
-2462	-1739	-2137	2
-2462	-1739	2903	2
-2462	-1739	743	2
-2462	-1739	-1561	2
-2462	-1739	-1057	2
-2462	-1739	1463	2
-2462	-1739	2039	2
-2462	-1739	-2641	2
-2462	-1739	-121	2
-2462	-1739	2399	2
-2462	-1163	2759	2
-2462	-1163	-2209	2
-2462	-1163	2831	2
-2462	-1163	-1921	2
-2462	-1163	599	2
-2462	-1163	-1633	2
-2462	-1163	1247	2
-2462	-1163	-1201	2
-2462	-1163	-1129	2
-2462	-1163	1391	2
-2462	-1163	-913	2
-2462	-1163	1751	2
-2462	-1163	-409	2
-2462	-1163	-2713	2
-2462	-1163	-193	2
-2462	-1163	2327	2
-2462	-1163	-121	2
-2462	-947	-2353	2
-2462	-947	455	2
-2462	-947	-1705	2
-2462	-947	815	2
-2462	-947	-1633	2
-2462	-947	-1345	2
-2462	-947	-553	2
-2462	-947	-2713	2
-2462	-947	2327	2
-2462	-659	-2281	2
-2462	-659	239	2
-2462	-659	2759	2
-2462	-659	-2137	2
-2462	-659	383	2
-2462	-659	599	2
-2462	-659	-1777	2
-2462	-659	1103	2
-2462	-659	-1201	2
-2462	-659	-697	2
-2462	-659	1823	2
-2462	-659	2399	2
-2462	-155	-2425	2
-2462	-155	2615	2
-2462	-155	2831	2
-2462	-155	-2137	2
-2462	-155	2903	2
-2462	-155	743	2
-2462	-155	-1705	2
-2462	-155	815	2
-2462	-155	-1129	2
-2462	-155	-769	2
-2462	-155	1823	2
-2462	-155	-2929	2
-2462	-155	2111	2
-2462	-155	-265	2
-2462	-155	2255	2
-2462	133	-2353	2
-2462	133	2687	2
-2462	133	-1993	2
-2462	133	815	2
-2462	133	-1345	2
-2462	133	1175	2
-2462	133	-1273	2
-2462	133	-985	2
-2462	133	-2785	2
-2462	133	-193	2
-2462	421	2759	2
-2462	421	-1921	2
-2462	421	599	2
-2462	421	-1777	2
-2462	421	743	2
-2462	421	959	2
-2462	421	-1417	2
-2462	421	1463	2
-2462	421	-841	2
-2462	421	-337	2
-2462	421	2183	2
-2462	637	-2353	2
-2462	637	239	2
-2462	637	2831	2
-2462	637	527	2
-2462	637	-1849	2
-2462	637	671	2
-2462	637	1031	2
-2462	637	1247	2
-2462	637	1319	2
-2462	637	-841	2
-2462	637	-769	2
-2462	637	2039	2
-2462	637	-2713	2
-2462	637	2327	2
-2462	925	95	2
-2462	925	2615	2
-2462	925	-2065	2
-2462	925	2975	2
-2462	925	-1777	2
-2462	925	1103	2
-2462	925	-1345	2
-2462	925	1175	2
-2462	925	-769	2
-2462	925	-2929	2
-2462	925	-409	2
-2462	925	-2857	2
-2462	925	2183	2
-2462	925	-2785	2
-2462	925	-2569	2
-2462	925	2471	2
-2462	1213	-2425	2
-2462	1213	167	2
-2462	1213	-1993	2
-2462	1213	-1633	2
-2462	1213	1175	2
-2462	1213	-985	2
-2462	1213	1535	2
-2462	1213	-913	2
-2462	1213	-625	2
-2462	1717	-2353	2
-2462	1717	2687	2
-2462	1717	-1993	2
-2462	1717	599	2
-2462	1717	887	2
-2462	1717	-1489	2
-2462	1717	1031	2
-2462	1717	1391	2
-2462	1717	1607	2
-2462	1717	1679	2
-2462	1717	-481	2
-2462	1717	-2929	2
-2462	1717	-409	2
-2462	1717	2399	2
-2462	2005	-2497	2
-2462	2005	2543	2
-2462	2005	-2425	2
-2462	2005	-2209	2
-2462	2005	2831	2
-2462	2005	455	2
-2462	2005	2975	2
-2462	2005	-1705	2
-2462	2005	-1417	2
-2462	2005	1463	2
-2462	2005	-985	2
-2462	2005	1535	2
-2462	2005	-409	2
-2462	2005	-2569	2
-2462	2005	-49	2
-2462	2221	-2497	2
-2462	2221	23	2
-2462	2221	-2137	2
-2462	2221	2903	2
-2462	2221	-1921	2
-2462	2221	-841	2
-2462	2221	2039	2
-2462	2221	-337	2
-2462	2221	-2641	2
-2462	2221	-121	2
-2462	2221	2399	2
-2462	2797	2759	2
-2462	2797	-1993	2
-2462	2797	-1633	2
-2462	2797	959	2
-2462	2797	1247	2
-2462	2797	-1129	2
-2462	2797	1391	2
-2462	2797	1751	2
-2462	2797	1967	2
-2462	2797	2039	2
-2462	2797	-121	2
-2462	2797	-2569	2
-2462	2797	-49	2
-2461	-2974	-2233	1
-2461	-2974	287	1
-2461	-2974	2807	1
-2461	-2974	-1153	1
-2461	-2974	2447	1
-2461	-2182	-2305	1
-2461	-2182	2735	1
-2461	-2182	-1225	1
-2461	-2182	-145	1
-2461	-1894	2807	1
-2461	-1894	-1873	1
-2461	-1894	647	1
-2461	-1894	-793	1
-2461	-1102	215	1
-2461	-1102	-1945	1
-2461	-1102	-865	1
-2461	-94	-1873	1
-2461	-94	-793	1
-2461	-94	2087	1
-2461	698	575	1
-2461	698	-865	1
-2461	698	1655	1
-2461	698	-505	1
-2461	986	-1513	1
-2461	986	-433	1
-2461	986	2447	1
-2461	1778	935	1
-2461	1778	-505	1
-2461	1778	2015	1
-2461	1778	-145	1
-2461	2066	2807	1
-2461	2066	-1153	1
-2461	2066	-73	1
-2461	2858	215	1
-2461	2858	1295	1
-2461	2858	-2665	1
-2461	2858	-145	1
-2461	2858	2375	1
-2458	-1495	467	1
-2458	-1495	2987	1
-2458	-1495	827	1
-2458	-703	-2125	1
-2458	-703	2915	1
-2458	-703	-1765	1
-2458	-703	1835	1
-2458	-415	827	1
-2458	-415	1187	1
-2458	-415	-2773	1
-2458	377	-1765	1
-2458	377	-1405	1
-2458	377	2195	1
-2458	2465	2627	1
-2458	2465	467	1
-2458	2465	2987	1
-2458	2465	-973	1
-2455	-2056	-2233	1
-2455	-2056	287	1
-2455	-2056	-1873	1
-2455	-2056	-793	1
-2455	-2056	1727	1
-2455	-256	-793	1
-2455	-256	-2953	1
-2455	-256	-433	1
-2455	824	-433	1
-2455	824	-2593	1
-2455	824	-73	1
-2455	1904	-2233	1
-2455	1904	287	1
-2455	1904	-73	1
-2454	-2571	-789	1
-2454	-2571	-2949	1
-2454	-2571	-429	1
-2454	-1779	-2373	1
-2454	-1779	2667	1
-2454	-1779	-2013	1
-2454	-1779	1011	1
-2454	-1779	1587	1
-2454	-1779	-2949	1
-2454	-1779	-429	1
-2454	-1491	-429	1
-2454	-1491	-2589	1
-2454	-1491	-69	1
-2454	-987	-2013	1
-2454	-987	1587	1
-2454	-987	-573	1
-2454	-987	1947	1
-2454	-699	-2013	1
-2454	-699	-1653	1
-2454	-699	1371	1
-2454	-699	1947	1
-2454	-699	-2589	1
-2454	-699	-69	1
-2454	-195	3	1
-2454	-195	-2157	1
-2454	-195	363	1
-2454	93	-1653	1
-2454	93	1947	1
-2454	93	-213	1
-2454	93	2307	1
-2454	885	363	1
-2454	885	-1797	1
-2454	885	723	1
-2454	1389	291	1
-2454	1389	1371	1
-2454	1389	-789	1
-2454	2181	-2373	1
-2454	2181	2667	1
-2454	2181	291	1
-2454	2181	-1293	1
-2454	2181	-789	1
-2454	2181	-213	1
-2454	2469	651	1
-2454	2469	1731	1
-2454	2469	-429	1
-2454	2973	-2373	1
-2454	2973	2667	1
-2454	2973	-1293	1
-2454	2973	1587	1
-2451	-2916	39	1
-2451	-2916	543	1
-2451	-2916	1119	1
-2451	-2916	-1041	1
-2451	-2916	1623	1
-2451	-2628	-1473	1
-2451	-2628	-1113	1
-2451	-2628	2487	1
-2451	-2124	-1545	1
-2451	-2124	-465	1
-2451	-2124	-2625	1
-2451	-2124	2415	1
-2451	-1836	399	1
-2451	-1836	903	1
-2451	-1836	1479	1
-2451	-1836	-681	1
-2451	-1836	1983	1
-2451	-1836	-2697	1
-2451	-1548	2847	1
-2451	-1548	-1113	1
-2451	-1548	-753	1
-2451	-1332	-2049	1
-2451	-1332	2991	1
-2451	-1332	831	1
-2451	-1332	-1545	1
-2451	-1332	1335	1
-2451	-1332	1911	1
-2451	-1332	-2625	1
-2451	-1332	2415	1
-2451	-1044	-2265	1
-2451	-1044	2775	1
-2451	-1044	-1185	1
-2451	-1044	-105	1
-2451	-756	-2337	1
-2451	-756	759	1
-2451	-756	1263	1
-2451	-756	1839	1
-2451	-756	-321	1
-2451	-756	-2697	1
-2451	-756	2343	1
-2451	-252	-2265	1
-2451	-252	2775	1
-2451	-252	-1689	1
-2451	-252	1191	1
-2451	-252	-1185	1
-2451	-252	1695	1
-2451	-252	-2769	1
-2451	-252	2271	1
-2451	36	255	1
-2451	36	-1905	1
-2451	36	-825	1
-2451	252	327	1
-2451	252	-1833	1
-2451	252	-753	1
-2451	828	-2409	1
-2451	828	2631	1
-2451	828	-1905	1
-2451	828	-1329	1
-2451	828	1551	1
-2451	828	-825	1
-2451	828	2055	1
-2451	1044	-2337	1
-2451	1044	2703	1
-2451	1044	-1761	1
-2451	1044	759	1
-2451	1044	1119	1
-2451	1044	-1257	1
-2451	1044	1623	1
-2451	1044	-2841	1
-2451	1044	2199	1
-2451	1332	687	1
-2451	1332	-1473	1
-2451	1332	-393	1
-2451	1836	615	1
-2451	1836	-825	1
-2451	1836	1695	1
-2451	1836	-465	1
-2451	2124	-2481	1
-2451	2124	2559	1
