t_num	t_den	p	r	boundary	jorder	jmod3	allowed
1	2	89	88	1	0	-1	1
1	2	89	inf	1	0	-1	1
1	2	97	0	1	0	-1	1
1	2	97	1	1	0	-1	1
1	2	97	2	0	8448	0	1
1	2	97	3	0	9216	0	1
1	2	97	4	0	10752	0	1
1	2	97	5	0	9984	0	1
1	2	97	6	0	10752	0	1
1	2	97	7	0	8448	0	1
1	2	97	8	0	10752	0	1
1	2	97	9	0	8448	0	1
1	2	97	10	0	7680	0	1
1	2	97	11	0	9984	0	1
1	2	97	12	0	9984	0	1
1	2	97	13	0	9216	0	1
1	2	97	14	0	8448	0	1
1	2	97	15	0	9216	0	1
1	2	97	16	0	7680	0	1
1	2	97	17	0	8448	0	1
1	2	97	18	0	10752	0	1
1	2	97	19	0	9216	0	1
1	2	97	20	0	9216	0	1
1	2	97	21	0	10752	0	1
1	2	97	22	0	9216	0	1
1	2	97	23	0	9216	0	1
1	2	97	24	0	8448	0	1
1	2	97	25	0	9984	0	1
1	2	97	26	0	10752	0	1
1	2	97	27	0	10752	0	1
1	2	97	28	0	9216	0	1
1	2	97	29	0	10752	0	1
1	2	97	30	0	9216	0	1
1	2	97	31	0	8448	0	1
1	2	97	32	0	8448	0	1
1	2	97	33	0	7680	0	1
1	2	97	34	0	9216	0	1
1	2	97	35	0	10752	0	1
1	2	97	36	0	9984	0	1
1	2	97	37	0	10752	0	1
1	2	97	38	0	9216	0	1
1	2	97	39	0	9984	0	1
1	2	97	40	0	8448	0	1
1	2	97	41	0	9984	0	1
1	2	97	42	0	9216	0	1
1	2	97	43	1	0	-1	1
1	2	97	44	0	8448	0	1
1	2	97	45	0	8448	0	1
1	2	97	46	0	9216	0	1
1	2	97	47	0	9216	0	1
1	2	97	48	0	8448	0	1
1	2	97	49	0	8448	0	1
1	2	97	50	0	7680	0	1
1	2	97	51	0	9216	0	1
1	2	97	52	0	9216	0	1
1	2	97	53	0	9984	0	1
1	2	97	54	0	8448	0	1
1	2	97	55	0	9216	0	1
1	2	97	56	0	10752	0	1
1	2	97	57	0	9216	0	1
1	2	97	58	0	9984	0	1
1	2	97	59	0	9216	0	1
1	2	97	60	0	8448	0	1
1	2	97	61	0	10752	0	1
1	2	97	62	0	9984	0	1
1	2	97	63	0	9216	0	1
1	2	97	64	0	9216	0	1
1	2	97	65	0	9216	0	1
1	2	97	66	0	9984	0	1
1	2	97	67	0	9216	0	1
1	2	97	68	0	7680	0	1
1	2	97	69	0	8448	0	1
1	2	97	70	0	9984	0	1
1	2	97	71	0	9984	0	1
1	2	97	72	0	8448	0	1
1	2	97	73	0	10752	0	1
1	2	97	74	0	9216	0	1
1	2	97	75	0	9216	0	1
1	2	97	76	0	8448	0	1
1	2	97	77	0	9216	0	1
1	2	97	78	0	9216	0	1
1	2	97	79	0	9984	0	1
1	2	97	80	0	9216	0	1
1	2	97	81	0	10752	0	1
1	2	97	82	0	7680	0	1
1	2	97	83	0	8448	0	1
1	2	97	84	0	7680	0	1
1	2	97	85	0	10752	0	1
1	2	97	86	0	8448	0	1
1	2	97	87	0	10752	0	1
1	2	97	88	1	0	-1	1
1	2	97	89	0	9984	0	1
1	2	97	90	0	8448	0	1
1	2	97	91	0	7680	0	1
1	2	97	92	0	9984	0	1
1	2	97	93	0	8448	0	1
1	2	97	94	0	8448	0	1
1	2	97	95	0	8448	0	1
1	2	97	96	1	0	-1	1
1	2	97	inf	1	0	-1	1
1	2	101	0	1	0	-1	1
1	2	101	1	1	0	-1	1
1	2	101	2	0	11520	0	1
1	2	101	3	0	10752	0	1
1	2	101	4	0	9984	0	1
1	2	101	5	0	9984	0	1
1	2	101	6	0	11520	0	1
1	2	101	7	0	10752	0	1
1	2	101	8	0	11520	0	1
1	2	101	9	0	9216	0	1
1	2	101	10	0	9216	0	1
1	2	101	11	0	9984	0	1
1	2	101	12	0	8448	0	1
1	2	101	13	1	0	-1	1
1	2	101	14	0	10752	0	1
1	2	101	15	0	11520	0	1
1	2	101	16	0	10752	0	1
1	2	101	17	0	11520	0	1
1	2	101	18	0	9216	0	1
1	2	101	19	0	10752	0	1
1	2	101	20	0	9984	0	1
1	2	101	21	0	10752	0	1
1	2	101	22	0	10752	0	1
1	2	101	23	0	10752	0	1
1	2	101	24	0	10752	0	1
1	2	101	25	0	11520	0	1
1	2	101	26	0	9984	0	1
1	2	101	27	0	11520	0	1
1	2	101	28	0	9984	0	1
1	2	101	29	0	10752	0	1
1	2	101	30	0	9984	0	1
1	2	101	31	0	8448	0	1
1	2	101	32	0	9216	0	1
1	2	101	33	0	10752	0	1
1	2	101	34	0	10752	0	1
1	2	101	35	0	9984	0	1
1	2	101	36	0	9216	0	1
1	2	101	37	0	9984	0	1
1	2	101	38	0	11520	0	1
1	2	101	39	0	9984	0	1
1	2	101	40	0	11520	0	1
1	2	101	41	0	10752	0	1
1	2	101	42	0	9216	0	1
1	2	101	43	0	8448	0	1
1	2	101	44	0	11520	0	1
1	2	101	45	0	9216	0	1
1	2	101	46	0	9984	0	1
1	2	101	47	0	8448	0	1
1	2	101	48	0	11520	0	1
1	2	101	49	0	10752	0	1
1	2	101	50	0	10752	0	1
1	2	101	51	0	11520	0	1
1	2	101	52	0	8448	0	1
1	2	101	53	0	8448	0	1
1	2	101	54	0	9216	0	1
1	2	101	55	0	11520	0	1
1	2	101	56	0	8448	0	1
1	2	101	57	0	9984	0	1
1	2	101	58	0	9216	0	1
1	2	101	59	0	8448	0	1
1	2	101	60	0	9216	0	1
1	2	101	61	0	8448	0	1
1	2	101	62	0	11520	0	1
1	2	101	63	0	9984	0	1
1	2	101	64	0	9984	0	1
1	2	101	65	0	10752	0	1
1	2	101	66	0	9216	0	1
1	2	101	67	0	8448	0	1
1	2	101	68	0	8448	0	1
1	2	101	69	0	10752	0	1
1	2	101	70	1	0	-1	1
1	2	101	71	0	9984	0	1
1	2	101	72	0	9216	0	1
1	2	101	73	0	9216	0	1
1	2	101	74	0	10752	0	1
1	2	101	75	0	9216	0	1
1	2	101	76	0	9984	0	1
1	2	101	77	0	10752	0	1
1	2	101	78	0	9216	0	1
1	2	101	79	0	9216	0	1
1	2	101	80	0	10752	0	1
1	2	101	81	0	9984	0	1
1	2	101	82	0	10752	0	1
1	2	101	83	0	9984	0	1
1	2	101	84	0	8448	0	1
1	2	101	85	0	10752	0	1
1	2	101	86	0	10752	0	1
1	2	101	87	0	9216	0	1
1	2	101	88	0	8448	0	1
1	2	101	89	0	9216	0	1
1	2	101	90	0	11520	0	1
1	2	101	91	0	9216	0	1
1	2	101	92	0	8448	0	1
1	2	101	93	0	9984	0	1
1	2	101	94	0	9216	0	1
1	2	101	95	0	8448	0	1
1	2	101	96	0	9984	0	1
1	2	101	97	0	11520	0	1
1	2	101	98	0	8448	0	1
1	2	101	99	0	10752	0	1
1	2	101	100	1	0	-1	1
1	2	101	inf	1	0	-1	1
1	2	103	0	1	0	-1	1
1	2	103	1	1	0	-1	1
1	2	103	2	0	11648	2	0
1	2	103	3	0	9856	1	0
1	2	103	4	0	10752	0	1
1	2	103	5	0	12544	1	0
1	2	103	6	0	12544	1	0
1	2	103	7	1	0	-1	1
1	2	103	8	0	10752	0	1
1	2	103	9	0	12544	1	0
1	2	103	10	0	12544	1	0
1	2	103	11	0	13440	0	1
1	2	103	12	0	13440	0	1
1	2	103	13	0	10752	0	1
1	2	103	14	0	10752	0	1
1	2	103	15	0	10752	0	1
1	2	103	16	0	10752	0	1
1	2	103	17	0	10752	0	1
1	2	103	18	0	11648	2	0
1	2	103	19	0	13440	0	1
1	2	103	20	0	12544	1	0
1	2	103	21	0	13440	0	1
1	2	103	22	0	9856	1	0
1	2	103	23	0	12544	1	0
1	2	103	24	0	11648	2	0
1	2	103	25	0	9856	1	0
1	2	103	26	0	10752	0	1
1	2	103	27	0	11648	2	0
1	2	103	28	0	11648	2	0
1	2	103	29	0	9856	1	0
1	2	103	30	0	11648	2	0
1	2	103	31	0	12544	1	0
1	2	103	32	0	9856	1	0
1	2	103	33	0	9856	1	0
1	2	103	34	0	10752	0	1
1	2	103	35	0	10752	0	1
1	2	103	36	0	12544	1	0
1	2	103	37	0	12544	1	0
1	2	103	38	0	13440	0	1
1	2	103	39	0	12544	1	0
1	2	103	40	0	11648	2	0
1	2	103	41	0	9856	1	0
1	2	103	42	0	11648	2	0
1	2	103	43	0	13440	0	1
1	2	103	44	0	9856	1	0
1	2	103	45	0	13440	0	1
1	2	103	46	0	9856	1	0
1	2	103	47	0	10752	0	1
1	2	103	48	0	11648	2	0
1	2	103	49	0	12544	1	0
1	2	103	50	1	0	-1	1
1	2	103	51	0	12544	1	0
1	2	103	52	0	11648	2	0
1	2	103	53	0	10752	0	1
1	2	103	54	0	13440	0	1
1	2	103	55	0	10752	0	1
1	2	103	56	0	9856	1	0
1	2	103	57	0	10752	0	1
1	2	103	58	0	10752	0	1
1	2	103	59	1	0	-1	1
1	2	103	60	0	12544	1	0
1	2	103	61	0	11648	2	0
1	2	103	62	0	12544	1	0
1	2	103	63	0	11648	2	0
1	2	103	64	0	10752	0	1
1	2	103	65	0	13440	0	1
1	2	103	66	0	10752	0	1
1	2	103	67	0	12544	1	0
1	2	103	68	1	0	-1	1
1	2	103	69	0	9856	1	0
1	2	103	70	0	10752	0	1
1	2	103	71	0	11648	2	0
1	2	103	72	0	9856	1	0
1	2	103	73	0	11648	2	0
1	2	103	74	0	11648	2	0
1	2	103	75	0	13440	0	1
1	2	103	76	0	11648	2	0
1	2	103	77	0	13440	0	1
1	2	103	78	0	10752	0	1
1	2	103	79	0	11648	2	0
1	2	103	80	0	10752	0	1
1	2	103	81	0	10752	0	1
1	2	103	82	0	12544	1	0
1	2	103	83	0	12544	1	0
1	2	103	84	0	13440	0	1
1	2	103	85	0	11648	2	0
1	2	103	86	0	12544	1	0
1	2	103	87	0	13440	0	1
1	2	103	88	0	11648	2	0
1	2	103	89	0	9856	1	0
1	2	103	90	0	13440	0	1
1	2	103	91	0	12544	1	0
1	2	103	92	0	11648	2	0
1	2	103	93	0	9856	1	0
1	2	103	94	0	10752	0	1
1	2	103	95	0	13440	0	1
1	2	103	96	0	9856	1	0
1	2	103	97	0	10752	0	1
1	2	103	98	0	9856	1	0
1	2	103	99	0	13440	0	1
1	2	103	100	0	10752	0	1
1	2	103	101	0	12544	1	0
1	2	103	102	1	0	-1	1
1	2	103	inf	1	0	-1	1
1	2	107	0	1	0	-1	1
1	2	107	1	1	0	-1	1
1	2	107	2	0	11520	0	1
1	2	107	3	0	10752	0	1
1	2	107	4	0	9216	0	1
1	2	107	5	0	11520	0	1
1	2	107	6	0	10752	0	1
1	2	107	7	0	9216	0	1
1	2	107	8	0	9984	0	1
1	2	107	9	0	11520	0	1
1	2	107	10	0	9984	0	1
1	2	107	11	0	11520	0	1
1	2	107	12	0	11520	0	1
1	2	107	13	0	9216	0	1
1	2	107	14	0	10752	0	1
1	2	107	15	0	9216	0	1
1	2	107	16	0	10752	0	1
1	2	107	17	0	12288	0	1
1	2	107	18	0	10752	0	1
1	2	107	19	0	11520	0	1
1	2	107	20	0	11520	0	1
1	2	107	21	0	11520	0	1
1	2	107	22	0	10752	0	1
1	2	107	23	0	10752	0	1
1	2	107	24	0	8448	0	1
1	2	107	25	0	9216	0	1
1	2	107	26	0	9984	0	1
1	2	107	27	0	9216	0	1
1	2	107	28	0	11520	0	1
1	2	107	29	0	12288	0	1
1	2	107	30	0	9216	0	1
1	2	107	31	0	9216	0	1
1	2	107	32	0	10752	0	1
1	2	107	33	0	9216	0	1
1	2	107	34	1	0	-1	1
1	2	107	35	0	11520	0	1
1	2	107	36	0	10752	0	1
1	2	107	37	0	9984	0	1
1	2	107	38	0	9216	0	1
1	2	107	39	0	11520	0	1
1	2	107	40	0	9216	0	1
1	2	107	41	0	10752	0	1
1	2	107	42	0	8448	0	1
1	2	107	43	0	11520	0	1
1	2	107	44	0	9984	0	1
1	2	107	45	0	10752	0	1
1	2	107	46	0	9216	0	1
1	2	107	47	0	10752	0	1
1	2	107	48	0	12288	0	1
1	2	107	49	0	9216	0	1
1	2	107	50	0	9216	0	1
1	2	107	51	0	11520	0	1
1	2	107	52	0	11520	0	1
1	2	107	53	0	11520	0	1
1	2	107	54	0	11520	0	1
1	2	107	55	0	9984	0	1
1	2	107	56	0	9216	0	1
1	2	107	57	0	10752	0	1
1	2	107	58	0	8448	0	1
1	2	107	59	0	10752	0	1
1	2	107	60	0	9216	0	1
1	2	107	61	0	11520	0	1
1	2	107	62	0	11520	0	1
1	2	107	63	0	12288	0	1
1	2	107	64	0	11520	0	1
1	2	107	65	0	11520	0	1
1	2	107	66	0	9216	0	1
1	2	107	67	0	9984	0	1
1	2	107	68	0	9984	0	1
1	2	107	69	0	9984	0	1
1	2	107	70	0	9984	0	1
1	2	107	71	1	0	-1	1
1	2	107	72	0	9984	0	1
1	2	107	73	0	10752	0	1
1	2	107	74	0	11520	0	1
1	2	107	75	0	9984	0	1
1	2	107	76	0	9984	0	1
1	2	107	77	0	9216	0	1
1	2	107	78	0	10752	0	1
1	2	107	79	0	8448	0	1
1	2	107	80	0	11520	0	1
1	2	107	81	0	9984	0	1
1	2	107	82	0	9216	0	1
1	2	107	83	0	9216	0	1
1	2	107	84	0	9216	0	1
1	2	107	85	1	0	-1	1
1	2	107	86	0	9216	0	1
1	2	107	87	0	10752	0	1
1	2	107	88	0	10752	0	1
1	2	107	89	0	9984	0	1
1	2	107	90	0	9984	0	1
1	2	107	91	0	11520	0	1
1	2	107	92	0	10752	0	1
1	2	107	93	0	9216	0	1
1	2	107	94	0	11520	0	1
1	2	107	95	0	9984	0	1
1	2	107	96	0	9984	0	1
1	2	107	97	0	10752	0	1
1	2	107	98	0	9984	0	1
1	2	107	99	0	9216	0	1
1	2	107	100	0	11520	0	1
1	2	107	101	0	9984	0	1
1	2	107	102	0	11520	0	1
1	2	107	103	0	11520	0	1
1	2	107	104	1	0	-1	1
1	2	107	105	0	11520	0	1
1	2	107	106	1	0	-1	1
1	2	107	inf	1	0	-1	1
1	2	109	0	1	0	-1	1
1	2	109	1	1	0	-1	1
1	2	109	2	0	12288	0	1
1	2	109	3	0	10752	0	1
1	2	109	4	0	10752	0	1
1	2	109	5	0	12288	0	1
1	2	109	6	0	12288	0	1
1	2	109	7	0	9216	0	1
1	2	109	8	0	9216	0	1
1	2	109	9	0	9216	0	1
1	2	109	10	0	12288	0	1
1	2	109	11	0	12288	0	1
1	2	109	12	0	10752	0	1
1	2	109	13	0	10752	0	1
1	2	109	14	0	10752	0	1
1	2	109	15	0	9216	0	1
1	2	109	16	0	10752	0	1
1	2	109	17	0	9216	0	1
1	2	109	18	0	12288	0	1
1	2	109	19	1	0	-1	1
1	2	109	20	0	9216	0	1
1	2	109	21	1	0	-1	1
1	2	109	22	0	12288	0	1
1	2	109	23	1	0	-1	1
1	2	109	24	0	10752	0	1
1	2	109	25	0	12288	0	1
1	2	109	26	1	0	-1	1
1	2	109	27	0	10752	0	1
1	2	109	28	0	12288	0	1
1	2	109	29	0	9216	0	1
1	2	109	30	0	10752	0	1
1	2	109	31	0	10752	0	1
1	2	109	32	0	12288	0	1
1	2	109	33	0	9216	0	1
1	2	109	34	0	9216	0	1
1	2	109	35	0	9216	0	1
1	2	109	36	0	10752	0	1
1	2	109	37	0	12288	0	1
1	2	109	38	0	12288	0	1
1	2	109	39	0	10752	0	1
1	2	109	40	0	10752	0	1
1	2	109	41	0	9216	0	1
1	2	109	42	0	10752	0	1
1	2	109	43	0	9216	0	1
1	2	109	44	0	9216	0	1
1	2	109	45	0	10752	0	1
1	2	109	46	0	9216	0	1
1	2	109	47	0	10752	0	1
1	2	109	48	0	12288	0	1
1	2	109	49	0	9216	0	1
1	2	109	50	0	10752	0	1
1	2	109	51	0	9216	0	1
1	2	109	52	0	10752	0	1
1	2	109	53	0	9216	0	1
1	2	109	54	1	0	-1	1
1	2	109	55	0	12288	0	1
1	2	109	56	0	12288	0	1
1	2	109	57	0	9216	0	1
1	2	109	58	0	10752	0	1
1	2	109	59	0	9216	0	1
1	2	109	60	0	9216	0	1
1	2	109	61	0	12288	0	1
1	2	109	62	0	9216	0	1
1	2	109	63	0	10752	0	1
1	2	109	64	0	9216	0	1
1	2	109	65	0	10752	0	1
1	2	109	66	0	12288	0	1
1	2	109	67	0	9216	0	1
1	2	109	68	0	9216	0	1
1	2	109	69	0	10752	0	1
1	2	109	70	0	10752	0	1
1	2	109	71	0	9216	0	1
1	2	109	72	0	9216	0	1
1	2	109	73	0	10752	0	1
1	2	109	74	0	12288	0	1
1	2	109	75	0	10752	0	1
1	2	109	76	0	9216	0	1
1	2	109	77	0	9216	0	1
1	2	109	78	0	9216	0	1
1	2	109	79	0	10752	0	1
1	2	109	80	0	9216	0	1
1	2	109	81	0	9216	0	1
1	2	109	82	0	10752	0	1
1	2	109	83	0	9216	0	1
1	2	109	84	0	12288	0	1
1	2	109	85	0	9216	0	1
1	2	109	86	0	12288	0	1
1	2	109	87	0	9216	0	1
1	2	109	88	0	9216	0	1
1	2	109	89	0	9216	0	1
1	2	109	90	0	12288	0	1
1	2	109	91	0	12288	0	1
1	2	109	92	0	12288	0	1
1	2	109	93	0	9216	0	1
1	2	109	94	0	9216	0	1
1	2	109	95	0	10752	0	1
1	2	109	96	0	9216	0	1
1	2	109	97	0	9216	0	1
1	2	109	98	0	9216	0	1
1	2	109	99	0	9216	0	1
1	2	109	100	0	10752	0	1
1	2	109	101	0	9216	0	1
1	2	109	102	0	10752	0	1
1	2	109	103	0	12288	0	1
1	2	109	104	0	9216	0	1
1	2	109	105	0	10752	0	1
1	2	109	106	0	10752	0	1
1	2	109	107	1	0	-1	1
1	2	109	108	1	0	-1	1
1	2	109	inf	1	0	-1	1
1	2	113	0	1	0	-1	1
1	2	113	1	1	0	-1	1
1	2	113	2	0	9216	0	1
1	2	113	3	0	10752	0	1
1	2	113	4	0	12288	0	1
1	2	113	5	0	9216	0	1
1	2	113	6	0	12288	0	1
1	2	113	7	1	0	-1	1
1	2	113	8	0	10752	0	1
1	2	113	9	0	9216	0	1
1	2	113	10	0	10752	0	1
1	2	113	11	0	10752	0	1
1	2	113	12	0	10752	0	1
1	2	113	13	1	0	-1	1
1	2	113	14	0	10752	0	1
1	2	113	15	0	9216	0	1
1	2	113	16	0	12288	0	1
1	2	113	17	0	10752	0	1
1	2	113	18	0	10752	0	1
1	2	113	19	0	12288	0	1
1	2	113	20	0	10752	0	1
1	2	113	21	0	10752	0	1
1	2	113	22	0	10752	0	1
1	2	113	23	0	10752	0	1
1	2	113	24	0	12288	0	1
1	2	113	25	0	12288	0	1
1	2	113	26	0	12288	0	1
1	2	113	27	0	12288	0	1
1	2	113	28	0	10752	0	1
1	2	113	29	0	10752	0	1
1	2	113	30	0	9216	0	1
1	2	113	31	0	12288	0	1
1	2	113	32	0	12288	0	1
1	2	113	33	0	12288	0	1
1	2	113	34	0	10752	0	1
1	2	113	35	0	12288	0	1
1	2	113	36	0	10752	0	1
1	2	113	37	0	9216	0	1
1	2	113	38	0	10752	0	1
1	2	113	39	0	10752	0	1
1	2	113	40	0	9216	0	1
1	2	113	41	0	10752	0	1
1	2	113	42	0	12288	0	1
1	2	113	43	0	12288	0	1
1	2	113	44	0	10752	0	1
1	2	113	45	0	10752	0	1
1	2	113	46	0	10752	0	1
1	2	113	47	0	10752	0	1
1	2	113	48	0	12288	0	1
1	2	113	49	0	9216	0	1
1	2	113	50	1	0	-1	1
1	2	113	51	0	10752	0	1
1	2	113	52	1	0	-1	1
1	2	113	53	0	12288	0	1
1	2	113	54	0	12288	0	1
1	2	113	55	0	9216	0	1
1	2	113	56	0	12288	0	1
1	2	113	57	0	9216	0	1
1	2	113	58	0	12288	0	1
1	2	113	59	0	10752	0	1
1	2	113	60	0	9216	0	1
1	2	113	61	0	10752	0	1
1	2	113	62	0	12288	0	1
1	2	113	63	0	10752	0	1
1	2	113	64	0	10752	0	1
1	2	113	65	0	9216	0	1
1	2	113	66	0	10752	0	1
1	2	113	67	0	12288	0	1
1	2	113	68	0	9216	0	1
1	2	113	69	0	9216	0	1
1	2	113	70	0	10752	0	1
1	2	113	71	0	12288	0	1
1	2	113	72	0	10752	0	1
1	2	113	73	0	12288	0	1
1	2	113	74	0	12288	0	1
1	2	113	75	0	10752	0	1
1	2	113	76	0	12288	0	1
1	2	113	77	0	10752	0	1
1	2	113	78	0	12288	0	1
1	2	113	79	0	10752	0	1
1	2	113	80	0	9216	0	1
1	2	113	81	0	9216	0	1
1	2	113	82	0	10752	0	1
1	2	113	83	0	10752	0	1
1	2	113	84	0	12288	0	1
1	2	113	85	0	12288	0	1
1	2	113	86	0	10752	0	1
1	2	113	87	1	0	-1	1
1	2	113	88	0	9216	0	1
1	2	113	89	0	9216	0	1
1	2	113	90	0	12288	0	1
1	2	113	91	0	10752	0	1
1	2	113	92	0	12288	0	1
1	2	113	93	0	10752	0	1
1	2	113	94	0	12288	0	1
1	2	113	95	0	9216	0	1
1	2	113	96	0	10752	0	1
1	2	113	97	1	0	-1	1
1	2	113	98	0	9216	0	1
1	2	113	99	0	10752	0	1
1	2	113	100	0	12288	0	1
1	2	113	101	0	10752	0	1
1	2	113	102	0	10752	0	1
1	2	113	103	0	10752	0	1
1	2	113	104	0	12288	0	1
1	2	113	105	0	10752	0	1
1	2	113	106	0	12288	0	1
1	2	113	107	0	12288	0	1
1	2	113	108	0	10752	0	1
1	2	113	109	0	10752	0	1
1	2	113	110	0	10752	0	1
1	2	113	111	0	12288	0	1
1	2	113	112	1	0	-1	1
1	2	113	inf	1	0	-1	1
1	2	127	0	1	0	-1	1
1	2	127	1	1	0	-1	1
1	2	127	2	0	17280	0	1
1	2	127	3	0	20736	0	1
1	2	127	4	0	18432	0	1
1	2	127	5	0	16128	0	1
1	2	127	6	0	19584	0	1
1	2	127	7	0	18432	0	1
1	2	127	8	0	17280	0	1
1	2	127	9	0	16128	0	1
1	2	127	10	0	20736	0	1
1	2	127	11	0	19584	0	1
1	2	127	12	0	20736	0	1
1	2	127	13	0	18432	0	1
1	2	127	14	0	17280	0	1
1	2	127	15	0	18432	0	1
1	2	127	16	0	17280	0	1
1	2	127	17	0	18432	0	1
1	2	127	18	0	17280	0	1
1	2	127	19	0	19584	0	1
1	2	127	20	0	19584	0	1
1	2	127	21	0	18432	0	1
1	2	127	22	0	17280	0	1
1	2	127	23	0	19584	0	1
1	2	127	24	0	16128	0	1
1	2	127	25	0	16128	0	1
1	2	127	26	0	19584	0	1
1	2	127	27	0	19584	0	1
1	2	127	28	0	16128	0	1
1	2	127	29	0	19584	0	1
1	2	127	30	1	0	-1	1
1	2	127	31	0	19584	0	1
1	2	127	32	0	18432	0	1
1	2	127	33	0	17280	0	1
1	2	127	34	0	17280	0	1
1	2	127	35	0	18432	0	1
1	2	127	36	0	20736	0	1
1	2	127	37	0	19584	0	1
1	2	127	38	0	19584	0	1
1	2	127	39	0	18432	0	1
1	2	127	40	0	19584	0	1
1	2	127	41	0	19584	0	1
1	2	127	42	0	17280	0	1
1	2	127	43	0	18432	0	1
1	2	127	44	0	19584	0	1
1	2	127	45	0	16128	0	1
1	2	127	46	0	17280	0	1
1	2	127	47	0	20736	0	1
1	2	127	48	0	16128	0	1
1	2	127	49	0	17280	0	1
1	2	127	50	1	0	-1	1
1	2	127	51	0	16128	0	1
1	2	127	52	0	17280	0	1
1	2	127	53	0	20736	0	1
1	2	127	54	0	19584	0	1
1	2	127	55	0	16128	0	1
1	2	127	56	0	20736	0	1
1	2	127	57	0	18432	0	1
1	2	127	58	0	17280	0	1
1	2	127	59	0	16128	0	1
1	2	127	60	0	20736	0	1
1	2	127	61	0	16128	0	1
1	2	127	62	0	17280	0	1
1	2	127	63	0	19584	0	1
1	2	127	64	0	17280	0	1
1	2	127	65	0	18432	0	1
1	2	127	66	0	16128	0	1
1	2	127	67	0	19584	0	1
1	2	127	68	0	18432	0	1
1	2	127	69	0	19584	0	1
1	2	127	70	0	17280	0	1
1	2	127	71	0	17280	0	1
1	2	127	72	1	0	-1	1
1	2	127	73	0	16128	0	1
1	2	127	74	0	20736	0	1
1	2	127	75	0	17280	0	1
1	2	127	76	0	16128	0	1
1	2	127	77	0	17280	0	1
1	2	127	78	0	18432	0	1
1	2	127	79	0	17280	0	1
1	2	127	80	0	19584	0	1
1	2	127	81	0	19584	0	1
1	2	127	82	0	17280	0	1
1	2	127	83	0	19584	0	1
1	2	127	84	0	17280	0	1
1	2	127	85	0	20736	0	1
1	2	127	86	0	17280	0	1
1	2	127	87	0	16128	0	1
1	2	127	88	0	18432	0	1
1	2	127	89	0	20736	0	1
1	2	127	90	0	16128	0	1
1	2	127	91	0	19584	0	1
1	2	127	92	0	19584	0	1
1	2	127	93	0	20736	0	1
1	2	127	94	1	0	-1	1
1	2	127	95	0	17280	0	1
1	2	127	96	0	17280	0	1
1	2	127	97	0	16128	0	1
1	2	127	98	0	18432	0	1
1	2	127	99	0	18432	0	1
1	2	127	100	0	20736	0	1
1	2	127	101	0	19584	0	1
1	2	127	102	0	16128	0	1
1	2	127	103	0	19584	0	1
1	2	127	104	0	19584	0	1
1	2	127	105	0	17280	0	1
1	2	127	106	0	19584	0	1
1	2	127	107	0	19584	0	1
1	2	127	108	0	19584	0	1
1	2	127	109	0	18432	0	1
1	2	127	110	0	17280	0	1
1	2	127	111	0	20736	0	1
1	2	127	112	0	17280	0	1
1	2	127	113	0	16128	0	1
1	2	127	114	0	18432	0	1
1	2	127	115	0	20736	0	1
1	2	127	116	0	19584	0	1
1	2	127	117	0	19584	0	1
1	2	127	118	0	17280	0	1
1	2	127	119	0	20736	0	1
1	2	127	120	0	17280	0	1
1	2	127	121	0	18432	0	1
1	2	127	122	0	16128	0	1
1	2	127	123	0	17280	0	1
1	2	127	124	0	17280	0	1
1	2	127	125	0	19584	0	1
1	2	127	126	1	0	-1	1
1	2	127	inf	1	0	-1	1
1	2	131	0	1	0	-1	1
1	2	131	1	1	0	-1	1
1	2	131	2	0	16128	0	1
1	2	131	3	0	15232	1	0
1	2	131	4	0	17024	2	0
1	2	131	5	0	14336	2	0
1	2	131	6	0	16128	0	1
1	2	131	7	0	15232	1	0
1	2	131	8	0	15232	1	0
1	2	131	9	0	16128	0	1
1	2	131	10	0	13440	0	1
1	2	131	11	0	15232	1	0
1	2	131	12	0	15232	1	0
1	2	131	13	0	13440	0	1
1	2	131	14	0	13440	0	1
1	2	131	15	0	17024	2	0
1	2	131	16	0	14336	2	0
1	2	131	17	0	16128	0	1
1	2	131	18	0	13440	0	1
1	2	131	19	0	15232	1	0
1	2	131	20	0	17024	2	0
1	2	131	21	0	16128	0	1
1	2	131	22	0	16128	0	1
1	2	131	23	0	12544	1	0
1	2	131	24	0	13440	0	1
1	2	131	25	0	16128	0	1
1	2	131	26	0	16128	0	1
1	2	131	27	0	14336	2	0
1	2	131	28	0	14336	2	0
1	2	131	29	0	14336	2	0
1	2	131	30	0	12544	1	0
1	2	131	31	0	15232	1	0
1	2	131	32	0	15232	1	0
1	2	131	33	0	17024	2	0
1	2	131	34	0	14336	2	0
1	2	131	35	0	17024	2	0
1	2	131	36	0	12544	1	0
1	2	131	37	0	13440	0	1
1	2	131	38	0	16128	0	1
1	2	131	39	0	15232	1	0
1	2	131	40	0	13440	0	1
1	2	131	41	0	14336	2	0
1	2	131	42	1	0	-1	1
1	2	131	43	0	13440	0	1
1	2	131	44	0	15232	1	0
1	2	131	45	0	14336	2	0
1	2	131	46	0	15232	1	0
1	2	131	47	0	16128	0	1
1	2	131	48	0	17024	2	0
1	2	131	49	0	16128	0	1
1	2	131	50	0	13440	0	1
1	2	131	51	0	13440	0	1
1	2	131	52	0	13440	0	1
1	2	131	53	0	16128	0	1
1	2	131	54	0	16128	0	1
