t_num	t_den	p	r	boundary	jorder	jmod3	allowed
1	2	163	6	0	26496	0	1
1	2	163	7	0	26496	0	1
1	2	163	8	0	26496	0	1
1	2	163	9	0	24192	0	1
1	2	163	10	0	23040	0	1
1	2	163	11	0	21888	0	1
1	2	163	12	0	26496	0	1
1	2	163	13	0	23040	0	1
1	2	163	14	0	25344	0	1
1	2	163	15	0	20736	0	1
1	2	163	16	0	24192	0	1
1	2	163	17	0	26496	0	1
1	2	163	18	0	24192	0	1
1	2	163	19	0	24192	0	1
1	2	163	20	0	20736	0	1
1	2	163	21	0	23040	0	1
1	2	163	22	0	24192	0	1
1	2	163	23	0	26496	0	1
1	2	163	24	0	25344	0	1
1	2	163	25	0	21888	0	1
1	2	163	26	0	21888	0	1
1	2	163	27	0	23040	0	1
1	2	163	28	0	24192	0	1
1	2	163	29	0	21888	0	1
1	2	163	30	0	20736	0	1
1	2	163	31	0	24192	0	1
1	2	163	32	0	25344	0	1
1	2	163	33	0	23040	0	1
1	2	163	34	0	25344	0	1
1	2	163	35	0	25344	0	1
1	2	163	36	0	24192	0	1
1	2	163	37	0	23040	0	1
1	2	163	38	1	0	-1	1
1	2	163	39	0	25344	0	1
1	2	163	40	0	21888	0	1
1	2	163	41	0	20736	0	1
1	2	163	42	0	25344	0	1
1	2	163	43	0	23040	0	1
1	2	163	44	0	25344	0	1
1	2	163	45	0	21888	0	1
1	2	163	46	0	25344	0	1
1	2	163	47	0	21888	0	1
1	2	163	48	0	26496	0	1
1	2	163	49	0	23040	0	1
1	2	163	50	0	24192	0	1
1	2	163	51	0	24192	0	1
1	2	163	52	0	23040	0	1
1	2	163	53	0	21888	0	1
1	2	163	54	0	24192	0	1
1	2	163	55	0	23040	0	1
1	2	163	56	0	23040	0	1
1	2	163	57	0	21888	0	1
1	2	163	58	0	26496	0	1
1	2	163	59	0	24192	0	1
1	2	163	60	0	21888	0	1
1	2	163	61	0	23040	0	1
1	2	163	62	0	23040	0	1
1	2	163	63	0	25344	0	1
1	2	163	64	0	26496	0	1
1	2	163	65	0	24192	0	1
1	2	163	66	0	25344	0	1
1	2	163	67	0	24192	0	1
1	2	163	68	0	26496	0	1
1	2	163	69	0	21888	0	1
1	2	163	70	0	26496	0	1
1	2	163	71	0	23040	0	1
1	2	163	72	0	20736	0	1
1	2	163	73	0	24192	0	1
1	2	163	74	0	23040	0	1
1	2	163	75	0	24192	0	1
1	2	163	76	0	20736	0	1
1	2	163	77	0	24192	0	1
1	2	163	78	0	26496	0	1
1	2	163	79	0	24192	0	1
1	2	163	80	0	23040	0	1
1	2	163	81	0	26496	0	1
1	2	163	82	0	23040	0	1
1	2	163	83	0	23040	0	1
1	2	163	84	0	23040	0	1
1	2	163	85	0	24192	0	1
1	2	163	86	0	23040	0	1
1	2	163	87	0	20736	0	1
1	2	163	88	0	24192	0	1
1	2	163	89	0	21888	0	1
1	2	163	90	0	21888	0	1
1	2	163	91	0	23040	0	1
1	2	163	92	0	25344	0	1
1	2	163	93	0	23040	0	1
1	2	163	94	0	24192	0	1
1	2	163	95	0	21888	0	1
1	2	163	96	0	21888	0	1
1	2	163	97	0	24192	0	1
1	2	163	98	1	0	-1	1
1	2	163	99	0	24192	0	1
1	2	163	100	0	23040	0	1
1	2	163	101	0	25344	0	1
1	2	163	102	0	26496	0	1
1	2	163	103	0	24192	0	1
1	2	163	104	0	26496	0	1
1	2	163	105	0	24192	0	1
1	2	163	106	0	20736	0	1
1	2	163	107	0	25344	0	1
1	2	163	108	0	23040	0	1
1	2	163	109	0	26496	0	1
1	2	163	110	0	25344	0	1
1	2	163	111	0	21888	0	1
1	2	163	112	0	25344	0	1
1	2	163	113	0	24192	0	1
1	2	163	114	0	20736	0	1
1	2	163	115	0	23040	0	1
1	2	163	116	0	23040	0	1
1	2	163	117	0	20736	0	1
1	2	163	118	0	24192	0	1
1	2	163	119	0	23040	0	1
1	2	163	120	0	20736	0	1
1	2	163	121	0	24192	0	1
1	2	163	122	0	23040	0	1
1	2	163	123	0	25344	0	1
1	2	163	124	0	20736	0	1
1	2	163	125	0	20736	0	1
1	2	163	126	0	24192	0	1
1	2	163	127	0	23040	0	1
1	2	163	128	0	24192	0	1
1	2	163	129	0	25344	0	1
1	2	163	130	0	24192	0	1
1	2	163	131	0	23040	0	1
1	2	163	132	0	23040	0	1
1	2	163	133	1	0	-1	1
1	2	163	134	0	24192	0	1
1	2	163	135	0	26496	0	1
1	2	163	136	0	26496	0	1
1	2	163	137	0	24192	0	1
1	2	163	138	0	23040	0	1
1	2	163	139	0	25344	0	1
1	2	163	140	0	24192	0	1
1	2	163	141	0	23040	0	1
1	2	163	142	0	24192	0	1
1	2	163	143	0	21888	0	1
1	2	163	144	0	21888	0	1
1	2	163	145	0	24192	0	1
1	2	163	146	0	23040	0	1
1	2	163	147	0	25344	0	1
1	2	163	148	0	20736	0	1
1	2	163	149	0	24192	0	1
1	2	163	150	0	21888	0	1
1	2	163	151	0	21888	0	1
1	2	163	152	0	23040	0	1
1	2	163	153	0	20736	0	1
1	2	163	154	0	24192	0	1
1	2	163	155	0	23040	0	1
1	2	163	156	0	23040	0	1
1	2	163	157	0	23040	0	1
1	2	163	158	0	24192	0	1
1	2	163	159	0	23040	0	1
1	2	163	160	0	24192	0	1
1	2	163	161	0	26496	0	1
1	2	163	162	1	0	-1	1
1	2	163	inf	1	0	-1	1
1	2	167	0	1	0	-1	1
1	2	167	1	1	0	-1	1
1	2	167	2	0	28160	2	0
1	2	167	3	0	26752	1	0
1	2	167	4	0	30976	1	0
1	2	167	5	0	32384	2	0
1	2	167	6	0	33792	0	1
1	2	167	7	0	28160	2	0
1	2	167	8	0	25344	0	1
1	2	167	9	0	29568	0	1
1	2	167	10	0	28160	2	0
1	2	167	11	1	0	-1	1
1	2	167	12	0	30976	1	0
1	2	167	13	0	26752	1	0
1	2	167	14	0	30976	1	0
1	2	167	15	0	28160	2	0
1	2	167	16	0	25344	0	1
1	2	167	17	0	29568	0	1
1	2	167	18	0	33792	0	1
1	2	167	19	0	32384	2	0
1	2	167	20	0	28160	2	0
1	2	167	21	0	25344	0	1
1	2	167	22	0	28160	2	0
1	2	167	23	0	25344	0	1
1	2	167	24	0	28160	2	0
1	2	167	25	0	30976	1	0
1	2	167	26	0	32384	2	0
1	2	167	27	0	32384	2	0
1	2	167	28	0	33792	0	1
1	2	167	29	0	29568	0	1
1	2	167	30	0	29568	0	1
1	2	167	31	0	29568	0	1
1	2	167	32	0	28160	2	0
1	2	167	33	0	32384	2	0
1	2	167	34	0	28160	2	0
1	2	167	35	0	25344	0	1
1	2	167	36	1	0	-1	1
1	2	167	37	0	32384	2	0
1	2	167	38	0	28160	2	0
1	2	167	39	0	29568	0	1
1	2	167	40	0	26752	1	0
1	2	167	41	0	28160	2	0
1	2	167	42	0	30976	1	0
1	2	167	43	0	29568	0	1
1	2	167	44	0	32384	2	0
1	2	167	45	0	32384	2	0
1	2	167	46	0	26752	1	0
1	2	167	47	0	28160	2	0
1	2	167	48	0	29568	0	1
1	2	167	49	0	29568	0	1
1	2	167	50	0	30976	1	0
1	2	167	51	0	30976	1	0
1	2	167	52	0	33792	0	1
1	2	167	53	0	30976	1	0
1	2	167	54	0	29568	0	1
1	2	167	55	0	26752	1	0
1	2	167	56	0	26752	1	0
1	2	167	57	0	29568	0	1
1	2	167	58	0	28160	2	0
1	2	167	59	0	29568	0	1
1	2	167	60	0	29568	0	1
1	2	167	61	0	30976	1	0
1	2	167	62	0	32384	2	0
1	2	167	63	0	29568	0	1
1	2	167	64	0	29568	0	1
1	2	167	65	0	33792	0	1
1	2	167	66	0	25344	0	1
1	2	167	67	0	32384	2	0
1	2	167	68	0	29568	0	1
1	2	167	69	0	26752	1	0
1	2	167	70	0	28160	2	0
1	2	167	71	0	26752	1	0
1	2	167	72	0	28160	2	0
1	2	167	73	0	33792	0	1
1	2	167	74	0	30976	1	0
1	2	167	75	0	29568	0	1
1	2	167	76	1	0	-1	1
1	2	167	77	0	33792	0	1
1	2	167	78	0	28160	2	0
1	2	167	79	0	30976	1	0
1	2	167	80	0	28160	2	0
1	2	167	81	0	32384	2	0
1	2	167	82	0	26752	1	0
1	2	167	83	0	25344	0	1
1	2	167	84	0	28160	2	0
1	2	167	85	0	30976	1	0
1	2	167	86	0	26752	1	0
1	2	167	87	0	29568	0	1
1	2	167	88	0	26752	1	0
1	2	167	89	0	32384	2	0
1	2	167	90	0	26752	1	0
1	2	167	91	0	29568	0	1
1	2	167	92	0	29568	0	1
1	2	167	93	0	26752	1	0
1	2	167	94	0	25344	0	1
1	2	167	95	0	28160	2	0
1	2	167	96	0	29568	0	1
1	2	167	97	0	29568	0	1
1	2	167	98	0	26752	1	0
1	2	167	99	0	32384	2	0
1	2	167	100	0	29568	0	1
1	2	167	101	0	29568	0	1
1	2	167	102	0	32384	2	0
1	2	167	103	0	29568	0	1
1	2	167	104	0	30976	1	0
1	2	167	105	0	25344	0	1
1	2	167	106	0	33792	0	1
1	2	167	107	0	29568	0	1
1	2	167	108	0	29568	0	1
1	2	167	109	0	28160	2	0
1	2	167	110	0	28160	2	0
1	2	167	111	0	30976	1	0
1	2	167	112	0	30976	1	0
1	2	167	113	0	28160	2	0
1	2	167	114	0	29568	0	1
1	2	167	115	0	30976	1	0
1	2	167	116	1	0	-1	1
1	2	167	117	0	28160	2	0
1	2	167	118	0	29568	0	1
1	2	167	119	0	28160	2	0
1	2	167	120	0	26752	1	0
1	2	167	121	0	26752	1	0
1	2	167	122	0	32384	2	0
1	2	167	123	0	28160	2	0
1	2	167	124	0	25344	0	1
1	2	167	125	0	26752	1	0
1	2	167	126	0	29568	0	1
1	2	167	127	0	29568	0	1
1	2	167	128	0	30976	1	0
1	2	167	129	0	29568	0	1
1	2	167	130	0	29568	0	1
1	2	167	131	0	30976	1	0
1	2	167	132	0	32384	2	0
1	2	167	133	0	29568	0	1
1	2	167	134	0	26752	1	0
1	2	167	135	0	26752	1	0
1	2	167	136	0	28160	2	0
1	2	167	137	0	30976	1	0
1	2	167	138	0	25344	0	1
1	2	167	139	0	30976	1	0
1	2	167	140	0	29568	0	1
1	2	167	141	0	32384	2	0
1	2	167	142	0	28160	2	0
1	2	167	143	0	29568	0	1
1	2	167	144	0	29568	0	1
1	2	167	145	0	29568	0	1
1	2	167	146	0	29568	0	1
1	2	167	147	0	30976	1	0
1	2	167	148	0	28160	2	0
1	2	167	149	0	32384	2	0
1	2	167	150	0	29568	0	1
1	2	167	151	0	33792	0	1
1	2	167	152	0	32384	2	0
1	2	167	153	0	33792	0	1
1	2	167	154	0	33792	0	1
1	2	167	155	0	33792	0	1
1	2	167	156	0	29568	0	1
1	2	167	157	0	30976	1	0
1	2	167	158	0	32384	2	0
1	2	167	159	0	29568	0	1
1	2	167	160	0	29568	0	1
1	2	167	161	0	30976	1	0
1	2	167	162	0	29568	0	1
1	2	167	163	0	26752	1	0
1	2	167	164	0	30976	1	0
1	2	167	165	0	25344	0	1
1	2	167	166	1	0	-1	1
1	2	167	inf	1	0	-1	1
1	2	173	0	1	0	-1	1
1	2	173	1	1	0	-1	1
1	2	173	2	0	33792	0	1
1	2	173	3	0	30720	0	1
1	2	173	4	0	29184	0	1
1	2	173	5	0	36864	0	1
1	2	173	6	0	38400	0	1
1	2	173	7	0	33792	0	1
1	2	173	8	0	32256	0	1
1	2	173	9	0	33792	0	1
1	2	173	10	0	29184	0	1
1	2	173	11	0	33792	0	1
1	2	173	12	0	32256	0	1
1	2	173	13	0	32256	0	1
1	2	173	14	0	35328	0	1
1	2	173	15	0	33792	0	1
1	2	173	16	0	36864	0	1
1	2	173	17	0	33792	0	1
1	2	173	18	0	32256	0	1
1	2	173	19	0	32256	0	1
1	2	173	20	0	32256	0	1
1	2	173	21	1	0	-1	1
1	2	173	22	0	33792	0	1
1	2	173	23	0	32256	0	1
1	2	173	24	0	30720	0	1
1	2	173	25	0	30720	0	1
1	2	173	26	0	32256	0	1
1	2	173	27	0	32256	0	1
1	2	173	28	0	32256	0	1
1	2	173	29	0	38400	0	1
1	2	173	30	0	30720	0	1
1	2	173	31	0	32256	0	1
1	2	173	32	0	32256	0	1
1	2	173	33	1	0	-1	1
1	2	173	34	0	32256	0	1
1	2	173	35	0	30720	0	1
1	2	173	36	0	32256	0	1
1	2	173	37	0	32256	0	1
1	2	173	38	0	30720	0	1
