m	n	torsion_coset
66402423	0	2
66462483	0	2
66708183	0	2
67248723	0	2
67603623	0	2
67663683	0	2
68029503	0	2
68684703	0	2
68804823	0	2
69405423	0	2
69410883	0	2
69585603	0	2
69885903	0	2
70131603	0	2
70311783	0	2
70552023	0	2
70612083	0	2
70966983	0	2
71087103	0	2
71687703	0	2
71753223	0	2
71813283	0	2
72168183	0	2
72834303	0	2
72954423	0	2
73009023	0	2
73369383	0	2
73555023	0	2
73735203	0	2
73969983	0	2
74035503	0	2
74390403	0	2
75111123	0	2
75116583	0	2
75236703	0	2
75291303	0	2
75591603	0	2
75837303	0	2
76317783	0	2
76792803	0	2
77158623	0	2
77518983	0	2
77573583	0	2
77813823	0	2
78119583	0	2
78540003	0	2
78714723	0	2
79015023	0	2
79260723	0	2
79440903	0	2
79675683	0	2
79741203	0	2
80096103	0	2
80216223	0	2
80816823	0	2
80942403	0	2
81297303	0	2
81723183	0	2
81963423	0	2
82378383	0	2
82498503	0	2
82864323	0	2
83099103	0	2
83164623	0	2
83279283	0	2
83519523	0	2
83579583	0	2
83825283	0	2
84245703	0	2
84365823	0	2
84420423	0	2
84720723	0	2
84780783	0	2
84966423	0	2
85381383	0	2
85446903	0	2
85921923	0	2
86527983	0	2
86648103	0	2
86702703	0	2
87248703	0	2
87428883	0	2
87669123	0	2
87729183	0	2
88084083	0	2
88570023	0	2
88804803	0	2
88870323	0	2
88930383	0	2
88984983	0	2
89225223	0	2
89285283	0	2
89530983	0	2
90071523	0	2
90426423	0	2
90486483	0	2
90852303	0	2
91507503	0	2
91627623	0	2
92228223	0	2
92233683	0	2
92408403	0	2
92708703	0	2
92954403	0	2
93134583	0	2
93374823	0	2
93434883	0	2
93789783	0	2
93909903	0	2
94510503	0	2
94576023	0	2
94636083	0	2
94990983	0	2
95657103	0	2
95777223	0	2
95831823	0	2
96192183	0	2
96377823	0	2
96558003	0	2
96792783	0	2
96858303	0	2
97213203	0	2
97933923	0	2
97939383	0	2
98059503	0	2
98114103	0	2
98414403	0	2
98660103	0	2
99140583	0	2
99615603	0	2
99981423	0	2
