a	b	c	d	e1	e2	e3	e4	L	U	v
1	5	15	29	7	28	16	25	7	2	29
1	5	16	4	19	2	22	7	12	8	2
1	5	16	9	22	11	8	18	7	3	19
1	5	18	28	18	5	7	19	6	28	20
1	5	19	2	19	16	14	16	10	2	28
1	5	21	3	11	8	23	25	14	3	5
1	5	21	13	16	18	4	1	3	17	8
1	5	22	15	22	11	8	18	7	3	19
1	5	28	18	18	5	7	19	6	28	20
1	5	29	15	7	28	16	25	7	2	29
1	6	4	24	9	1	7	14	14	4	12
1	6	7	27	9	1	7	14	14	4	12
1	6	8	17	18	4	25	7	12	8	24
1	6	12	20	23	16	4	10	8	16	29
1	6	12	28	4	18	16	1	11	10	21
1	6	14	23	18	4	25	7	12	8	24
1	6	16	22	2	9	24	16	3	6	27
1	6	16	29	18	16	4	5	2	3	27
1	6	17	8	18	4	25	7	12	8	24
1	6	20	12	23	16	4	10	8	16	29
1	6	22	16	2	9	24	16	3	6	27
1	6	23	14	18	4	25	7	12	8	24
1	6	24	4	9	1	7	14	14	4	12
1	6	27	7	9	1	7	14	14	4	12
1	6	28	12	4	18	16	1	11	10	21
1	6	29	16	18	16	4	5	2	3	27
1	7	4	8	6	20	2	18	3	16	26
1	7	4	19	24	30	1	25	13	23	1
1	7	6	27	9	1	7	14	14	4	12
1	7	8	4	6	20	2	18	3	16	26
1	7	12	21	15	20	15	9	15	21	4
1	7	19	4	24	30	1	25	13	23	1
1	7	21	12	15	20	15	9	15	21	4
1	7	21	29	30	7	17	8	11	18	2
1	7	25	28	2	19	22	4	10	9	10
1	7	27	6	9	1	7	14	14	4	12
1	7	28	25	2	19	22	4	10	9	10
1	7	29	21	30	7	17	8	11	18	2
1	8	2	10	14	1	13	25	7	1	8
1	8	2	25	12	18	16	9	7	1	21
1	8	3	15	20	1	2	20	1	24	30
1	8	4	7	6	20	2	18	3	16	26
1	8	4	9	7	8	21	19	3	16	4
1	8	6	17	18	4	25	7	12	8	24
1	8	7	4	6	20	2	18	3	16	26
1	8	9	4	7	8	21	19	3	16	4
1	8	10	2	14	1	13	25	7	1	8
1	8	13	15	25	25	8	7	12	16	15
1	8	15	3	20	1	2	20	1	24	30
1	8	15	13	25	25	8	7	12	16	15
1	8	17	6	18	4	25	7	12	8	24
1	8	18	19	6	12	9	2	5	23	2
1	8	19	18	6	12	9	2	5	23	2
1	8	22	26	16	20	25	20	2	14	11
1	8	25	2	12	18	16	9	7	1	21
1	8	25	28	17	27	8	28	11	15	2
1	8	26	22	16	20	25	20	2	14	11
1	8	28	25	17	27	8	28	11	15	2
1	9	3	13	12	16	12	7	6	1	7
1	9	3	15	6	28	27	4	11	27	14
1	9	4	8	7	8	21	19	3	16	4
1	9	5	10	21	28	16	8	4	25	29
1	9	5	16	22	11	8	18	7	3	19
1	9	8	4	7	8	21	19	3	16	4
1	9	10	5	21	28	16	8	4	25	29
1	9	13	3	12	16	12	7	6	1	7
1	9	15	3	6	28	27	4	11	27	14
1	9	16	5	22	11	8	18	7	3	19
1	9	23	26	16	20	25	20	2	14	11
1	9	26	23	16	20	25	20	2	14	11
1	10	2	8	14	1	13	25	7	1	8
1	10	2	18	26	21	16	20	14	12	14
1	10	3	22	5	30	14	19	1	0	27
1	10	4	14	3	3	5	4	11	27	1
1	10	5	9	21	28	16	8	4	25	29
1	10	8	2	14	1	13	25	7	1	8
1	10	9	5	21	28	16	8	4	25	29
1	10	13	22	10	10	3	2	2	30	12
1	10	13	23	24	8	26	10	6	7	24
1	10	13	26	16	18	4	1	3	17	8
1	10	14	4	3	3	5	4	11	27	1
1	10	18	2	26	21	16	20	14	12	14
1	10	19	25	2	28	14	18	2	10	16
1	10	22	3	5	30	14	19	1	0	27
1	10	22	13	10	10	3	2	2	30	12
1	10	22	27	12	2	11	20	7	19	12
1	10	23	13	24	8	26	10	6	7	24
1	10	23	24	28	17	25	4	2	12	17
1	10	24	23	28	17	25	4	2	12	17
1	10	25	19	2	28	14	18	2	10	16
1	10	26	13	16	18	4	1	3	17	8
1	10	27	22	12	2	11	20	7	19	12
1	10	27	29	28	14	1	14	14	8	23
1	10	29	27	28	14	1	14	14	8	23
1	11	4	26	8	5	7	9	8	7	21
1	11	26	4	8	5	7	9	8	7	21
1	12	2	13	8	20	17	4	6	24	15
1	12	2	27	10	8	8	9	4	12	15
1	12	3	25	4	18	16	1	11	10	21
1	12	4	29	10	8	8	9	4	12	15
1	12	5	15	23	14	24	1	6	13	27
1	12	6	20	23	16	4	10	8	16	29
1	12	6	28	4	18	16	1	11	10	21
1	12	7	21	15	20	15	9	15	21	4
1	12	13	2	8	20	17	4	6	24	15
1	12	13	16	12	5	2	8	11	7	3
1	12	15	5	23	14	24	1	6	13	27
1	12	16	13	12	5	2	8	11	7	3
1	12	16	27	14	1	6	18	7	11	23
1	12	20	6	23	16	4	10	8	16	29
1	12	20	24	5	2	3	5	10	15	21
1	12	21	7	15	20	15	9	15	21	4
1	12	24	20	5	2	3	5	10	15	21
1	12	25	3	4	18	16	1	11	10	21
1	12	27	2	10	8	8	9	4	12	15
1	12	27	16	14	1	6	18	7	11	23
1	12	27	28	15	7	21	28	1	3	7
1	12	28	6	4	18	16	1	11	10	21
1	12	28	27	15	7	21	28	1	3	7
1	12	29	4	10	8	8	9	4	12	15
1	13	2	12	8	20	17	4	6	24	15
1	13	3	9	12	16	12	7	6	1	7
1	13	5	21	16	18	4	1	3	17	8
1	13	8	15	25	25	8	7	12	16	15
1	13	9	3	12	16	12	7	6	1	7
1	13	10	22	10	10	3	2	2	30	12
1	13	10	23	24	8	26	10	6	7	24
1	13	10	26	16	18	4	1	3	17	8
1	13	12	2	8	20	17	4	6	24	15
1	13	12	16	12	5	2	8	11	7	3
1	13	14	22	13	19	1	25	12	5	11
1	13	14	26	19	14	24	28	15	26	24
1	13	15	8	25	25	8	7	12	16	15
1	13	16	12	12	5	2	8	11	7	3
1	13	16	23	25	25	8	7	12	16	15
1	13	21	5	16	18	4	1	3	17	8
1	13	22	10	10	10	3	2	2	30	12
1	13	22	14	13	19	1	25	12	5	11
1	13	23	10	24	8	26	10	6	7	24
1	13	23	16	25	25	8	7	12	16	15
1	13	25	29	24	14	23	1	9	15	25
1	13	26	10	16	18	4	1	3	17	8
1	13	26	14	19	14	24	28	15	26	24
1	13	29	25	24	14	23	1	9	15	25
1	14	4	10	3	3	5	4	11	27	1
1	14	6	23	18	4	25	7	12	8	24
1	14	10	4	3	3	5	4	11	27	1
1	14	13	22	13	19	1	25	12	5	11
1	14	13	26	19	14	24	28	15	26	24
1	14	18	20	22	27	20	14	3	12	28
1	14	20	18	22	27	20	14	3	12	28
1	14	22	13	13	19	1	25	12	5	11
1	14	23	6	18	4	25	7	12	8	24
1	14	24	29	2	14	20	7	13	17	21
1	14	26	13	19	14	24	28	15	26	24
1	14	29	24	2	14	20	7	13	17	21
1	15	2	26	7	28	16	25	7	2	29
1	15	3	8	20	1	2	20	1	24	30
1	15	3	9	6	28	27	4	11	27	14
1	15	5	12	23	14	24	1	6	13	27
1	15	5	22	22	11	8	18	7	3	19
1	15	5	29	7	28	16	25	7	2	29
1	15	8	3	20	1	2	20	1	24	30
1	15	8	13	25	25	8	7	12	16	15
1	15	9	3	6	28	27	4	11	27	14
1	15	12	5	23	14	24	1	6	13	27
1	15	13	8	25	25	8	7	12	16	15
1	15	19	24	16	28	10	28	9	12	13
1	15	20	22	25	2	18	9	12	11	30
1	15	22	5	22	11	8	18	7	3	19
1	15	22	20	25	2	18	9	12	11	30
1	15	23	28	20	1	2	20	1	24	30
1	15	24	19	16	28	10	28	9	12	13
1	15	25	29	18	16	4	5	2	3	27
1	15	26	2	7	28	16	25	7	2	29
1	15	28	23	20	1	2	20	1	24	30
1	15	29	5	7	28	16	25	7	2	29
1	15	29	25	18	16	4	5	2	3	27
1	16	4	5	19	2	22	7	12	8	2
1	16	4	28	3	5	8	5	12	8	13
1	16	5	4	19	2	22	7	12	8	2
1	16	5	9	22	11	8	18	7	3	19
1	16	6	22	2	9	24	16	3	6	27
1	16	6	29	18	16	4	5	2	3	27
1	16	9	5	22	11	8	18	7	3	19
1	16	12	13	12	5	2	8	11	7	3
1	16	12	27	14	1	6	18	7	11	23
1	16	13	12	12	5	2	8	11	7	3
1	16	13	23	25	25	8	7	12	16	15
1	16	18	25	28	1	7	2	5	16	7
1	16	22	6	2	9	24	16	3	6	27
1	16	23	13	25	25	8	7	12	16	15
1	16	25	18	28	1	7	2	5	16	7
1	16	27	12	14	1	6	18	7	11	23
1	16	28	4	3	5	8	5	12	8	13
1	16	29	6	18	16	4	5	2	3	27
1	17	6	8	18	4	25	7	12	8	24
1	17	8	6	18	4	25	7	12	8	24
1	18	2	10	26	21	16	20	14	12	14
1	18	5	28	18	5	7	19	6	28	20
1	18	8	19	6	12	9	2	5	23	2
1	18	10	2	26	21	16	20	14	12	14
1	18	14	20	22	27	20	14	3	12	28
1	18	16	25	28	1	7	2	5	16	7
1	18	19	8	6	12	9	2	5	23	2
1	18	20	14	22	27	20	14	3	12	28
1	18	21	29	26	21	16	20	14	12	14
1	18	22	29	7	1	5	10	7	13	27
1	18	25	16	28	1	7	2	5	16	7
1	18	28	5	18	5	7	19	6	28	20
1	18	29	21	26	21	16	20	14	12	14
1	18	29	22	7	1	5	10	7	13	27
1	19	2	5	19	16	14	16	10	2	28
1	19	4	7	24	30	1	25	13	23	1
1	19	5	2	19	16	14	16	10	2	28
1	19	7	4	24	30	1	25	13	23	1
1	19	8	18	6	12	9	2	5	23	2
1	19	10	25	2	28	14	18	2	10	16
1	19	15	24	16	28	10	28	9	12	13
1	19	18	8	6	12	9	2	5	23	2
1	19	20	28	27	26	18	18	2	26	9
1	19	24	15	16	28	10	28	9	12	13
1	19	24	27	24	30	1	25	13	23	1
1	19	25	10	2	28	14	18	2	10	16
1	19	27	24	24	30	1	25	13	23	1
1	19	28	20	27	26	18	18	2	26	9
1	20	6	12	23	16	4	10	8	16	29
1	20	12	6	23	16	4	10	8	16	29
1	20	12	24	5	2	3	5	10	15	21
1	20	14	18	22	27	20	14	3	12	28
1	20	15	22	25	2	18	9	12	11	30
1	20	18	14	22	27	20	14	3	12	28
1	20	19	28	27	26	18	18	2	26	9
1	20	22	15	25	2	18	9	12	11	30
1	20	24	12	5	2	3	5	10	15	21
1	20	26	27	8	5	7	9	8	7	21
1	20	27	26	8	5	7	9	8	7	21
1	20	28	19	27	26	18	18	2	26	9
1	21	3	5	11	8	23	25	14	3	5
1	21	3	25	22	9	24	5	2	7	18
1	21	4	29	28	14	1	14	14	8	23
1	21	5	3	11	8	23	25	14	3	5
1	21	5	13	16	18	4	1	3	17	8
1	21	7	12	15	20	15	9	15	21	4
1	21	7	29	30	7	17	8	11	18	2
1	21	12	7	15	20	15	9	15	21	4
1	21	13	5	16	18	4	1	3	17	8
1	21	18	29	26	21	16	20	14	12	14
1	21	24	28	4	13	28	18	6	15	29
1	21	25	3	22	9	24	5	2	7	18
1	21	28	24	4	13	28	18	6	15	29
1	21	29	4	28	14	1	14	14	8	23
1	21	29	7	30	7	17	8	11	18	2
1	21	29	18	26	21	16	20	14	12	14
1	22	3	10	5	30	14	19	1	0	27
1	22	5	15	22	11	8	18	7	3	19
1	22	6	16	2	9	24	16	3	6	27
1	22	8	26	16	20	25	20	2	14	11
1	22	10	3	5	30	14	19	1	0	27
1	22	10	13	10	10	3	2	2	30	12
1	22	10	27	12	2	11	20	7	19	12
1	22	13	10	10	10	3	2	2	30	12
1	22	13	14	13	19	1	25	12	5	11
1	22	14	13	13	19	1	25	12	5	11
1	22	15	5	22	11	8	18	7	3	19
1	22	15	20	25	2	18	9	12	11	30
1	22	16	6	2	9	24	16	3	6	27
1	22	18	29	7	1	5	10	7	13	27
1	22	20	15	25	2	18	9	12	11	30
1	22	26	8	16	20	25	20	2	14	11
1	22	27	10	12	2	11	20	7	19	12
1	22	27	28	14	12	7	8	3	0	26
1	22	28	27	14	12	7	8	3	0	26
1	22	29	18	7	1	5	10	7	13	27
1	23	2	24	25	16	12	20	14	13	30
1	23	3	25	17	27	8	28	11	15	2
1	23	6	14	18	4	25	7	12	8	24
1	23	9	26	16	20	25	20	2	14	11
1	23	10	13	24	8	26	10	6	7	24
1	23	10	24	28	17	25	4	2	12	17
1	23	13	10	24	8	26	10	6	7	24
1	23	13	16	25	25	8	7	12	16	15
1	23	14	6	18	4	25	7	12	8	24
1	23	15	28	20	1	2	20	1	24	30
1	23	16	13	25	25	8	7	12	16	15
1	23	24	2	25	16	12	20	14	13	30
1	23	24	10	28	17	25	4	2	12	17
1	23	24	28	30	28	13	14	8	6	14
1	23	25	3	17	27	8	28	11	15	2
1	23	26	9	16	20	25	20	2	14	11
1	23	27	28	28	4	17	9	6	22	15
1	23	28	15	20	1	2	20	1	24	30
1	23	28	24	30	28	13	14	8	6	14
1	23	28	27	28	4	17	9	6	22	15
1	24	2	23	25	16	12	20	14	13	30
1	24	2	26	17	18	4	2	9	28	12
1	24	4	6	9	1	7	14	14	4	12
1	24	6	4	9	1	7	14	14	4	12
1	24	10	23	28	17	25	4	2	12	17
1	24	12	20	5	2	3	5	10	15	21
1	24	14	29	2	14	20	7	13	17	21
1	24	15	19	16	28	10	28	9	12	13
1	24	19	15	16	28	10	28	9	12	13
1	24	19	27	24	30	1	25	13	23	1
1	24	20	12	5	2	3	5	10	15	21
1	24	21	28	4	13	28	18	6	15	29
1	24	23	2	25	16	12	20	14	13	30
1	24	23	10	28	17	25	4	2	12	17
1	24	23	28	30	28	13	14	8	6	14
1	24	26	2	17	18	4	2	9	28	12
1	24	27	19	24	30	1	25	13	23	1
1	24	28	21	4	13	28	18	6	15	29
1	24	28	23	30	28	13	14	8	6	14
1	24	29	14	2	14	20	7	13	17	21
1	25	2	8	12	18	16	9	7	1	21
1	25	3	12	4	18	16	1	11	10	21
1	25	3	21	22	9	24	5	2	7	18
1	25	3	23	17	27	8	28	11	15	2
1	25	7	28	2	19	22	4	10	9	10
1	25	8	2	12	18	16	9	7	1	21
1	25	8	28	17	27	8	28	11	15	2
1	25	10	19	2	28	14	18	2	10	16
1	25	12	3	4	18	16	1	11	10	21
1	25	13	29	24	14	23	1	9	15	25
1	25	15	29	18	16	4	5	2	3	27
1	25	16	18	28	1	7	2	5	16	7
1	25	18	16	28	1	7	2	5	16	7
1	25	19	10	2	28	14	18	2	10	16
1	25	21	3	22	9	24	5	2	7	18
1	25	23	3	17	27	8	28	11	15	2
1	25	28	7	2	19	22	4	10	9	10
1	25	28	8	17	27	8	28	11	15	2
1	25	29	13	24	14	23	1	9	15	25
1	25	29	15	18	16	4	5	2	3	27
1	26	2	15	7	28	16	25	7	2	29
1	26	2	24	17	18	4	2	9	28	12
1	26	4	11	8	5	7	9	8	7	21
1	26	8	22	16	20	25	20	2	14	11
1	26	9	23	16	20	25	20	2	14	11
1	26	10	13	16	18	4	1	3	17	8
1	26	11	4	8	5	7	9	8	7	21
1	26	13	10	16	18	4	1	3	17	8
1	26	13	14	19	14	24	28	15	26	24
1	26	14	13	19	14	24	28	15	26	24
1	26	15	2	7	28	16	25	7	2	29
1	26	20	27	8	5	7	9	8	7	21
1	26	22	8	16	20	25	20	2	14	11
1	26	23	9	16	20	25	20	2	14	11
1	26	24	2	17	18	4	2	9	28	12
1	26	27	20	8	5	7	9	8	7	21
1	27	2	12	10	8	8	9	4	12	15
1	27	6	7	9	1	7	14	14	4	12
1	27	7	6	9	1	7	14	14	4	12
1	27	10	22	12	2	11	20	7	19	12
1	27	10	29	28	14	1	14	14	8	23
1	27	12	2	10	8	8	9	4	12	15
1	27	12	16	14	1	6	18	7	11	23
1	27	12	28	15	7	21	28	1	3	7
1	27	16	12	14	1	6	18	7	11	23
1	27	19	24	24	30	1	25	13	23	1
1	27	20	26	8	5	7	9	8	7	21
1	27	22	10	12	2	11	20	7	19	12
1	27	22	28	14	12	7	8	3	0	26
1	27	23	28	28	4	17	9	6	22	15
1	27	24	19	24	30	1	25	13	23	1
1	27	26	20	8	5	7	9	8	7	21
1	27	28	12	15	7	21	28	1	3	7
1	27	28	22	14	12	7	8	3	0	26
1	27	28	23	28	4	17	9	6	22	15
1	27	29	10	28	14	1	14	14	8	23
1	28	4	16	3	5	8	5	12	8	13
1	28	5	18	18	5	7	19	6	28	20
1	28	6	12	4	18	16	1	11	10	21
1	28	7	25	2	19	22	4	10	9	10
1	28	8	25	17	27	8	28	11	15	2
1	28	12	6	4	18	16	1	11	10	21
1	28	12	27	15	7	21	28	1	3	7
1	28	15	23	20	1	2	20	1	24	30
1	28	16	4	3	5	8	5	12	8	13
1	28	18	5	18	5	7	19	6	28	20
1	28	19	20	27	26	18	18	2	26	9
1	28	20	19	27	26	18	18	2	26	9
1	28	21	24	4	13	28	18	6	15	29
1	28	22	27	14	12	7	8	3	0	26
1	28	23	15	20	1	2	20	1	24	30
1	28	23	24	30	28	13	14	8	6	14
1	28	23	27	28	4	17	9	6	22	15
1	28	24	21	4	13	28	18	6	15	29
1	28	24	23	30	28	13	14	8	6	14
1	28	25	7	2	19	22	4	10	9	10
1	28	25	8	17	27	8	28	11	15	2
1	28	27	12	15	7	21	28	1	3	7
1	28	27	22	14	12	7	8	3	0	26
1	28	27	23	28	4	17	9	6	22	15
1	29	4	12	10	8	8	9	4	12	15
1	29	4	21	28	14	1	14	14	8	23
1	29	5	15	7	28	16	25	7	2	29
1	29	6	16	18	16	4	5	2	3	27
1	29	7	21	30	7	17	8	11	18	2
1	29	10	27	28	14	1	14	14	8	23
1	29	12	4	10	8	8	9	4	12	15
1	29	13	25	24	14	23	1	9	15	25
1	29	14	24	2	14	20	7	13	17	21
1	29	15	5	7	28	16	25	7	2	29
1	29	15	25	18	16	4	5	2	3	27
1	29	16	6	18	16	4	5	2	3	27
1	29	18	21	26	21	16	20	14	12	14
1	29	18	22	7	1	5	10	7	13	27
1	29	21	4	28	14	1	14	14	8	23
1	29	21	7	30	7	17	8	11	18	2
1	29	21	18	26	21	16	20	14	12	14
1	29	22	18	7	1	5	10	7	13	27
1	29	24	14	2	14	20	7	13	17	21
1	29	25	13	24	14	23	1	9	15	25
1	29	25	15	18	16	4	5	2	3	27
1	29	27	10	28	14	1	14	14	8	23
