u	t	w	center	a	b	c	d	y0	y1	y2	y3
66466	37706	115180	4	21659	19321	39932	135000	136884	49038	65673	12005
66466	52347	41975	4	21659	48603	54573	135000	136884	49038	36391	70569
66466	66988	129821	4	21659	77885	69214	135000	136884	49038	7109	129133
66466	81629	56616	4	21659	107167	83855	135000	136884	49038	138878	26646
66466	96270	144462	4	21659	136449	98496	135000	136884	49038	109596	85210
66466	110911	71257	4	21659	4680	113137	135000	136884	49038	80314	143774
66466	125552	159103	4	21659	33962	127778	135000	136884	49038	51032	41287
66466	140193	85898	4	21659	63244	142419	135000	136884	49038	21750	99851
66466	154834	12693	4	21659	92526	157060	135000	136884	49038	153519	158415
68666	5784	135695	0	114829	70361	25533	4738	82313	93379	15744	57886
68666	20425	62490	0	114829	99643	40174	4738	82313	93379	147513	116450
68666	35066	150336	0	114829	128925	54815	4738	82313	93379	118231	13963
68666	49707	77131	0	114829	158207	69456	4738	82313	93379	88949	72527
68666	64348	3926	0	114829	26438	84097	4738	82313	93379	59667	131091
68666	78989	91772	0	114829	55720	98738	4738	82313	93379	30385	28604
68666	93630	18567	0	114829	85002	113379	4738	82313	93379	1103	87168
68666	108271	106413	0	114829	114284	128020	4738	82313	93379	132872	145732
68666	122912	33208	0	114829	143566	142661	4738	82313	93379	103590	43245
68666	137553	121054	0	114829	11797	157302	4738	82313	93379	74308	101809
68666	152194	47849	0	114829	41079	10892	4738	82313	93379	45026	160373
69447	4464	150721	2	70301	49648	91192	84312	152746	79541	160053	134963
69447	19105	77516	2	70301	78930	105833	84312	152746	79541	130771	32476
69447	33746	4311	2	70301	108212	120474	84312	152746	79541	101489	91040
69447	48387	92157	2	70301	137494	135115	84312	152746	79541	72207	149604
69447	63028	18952	2	70301	5725	149756	84312	152746	79541	42925	47117
69447	77669	106798	2	70301	35007	3346	84312	152746	79541	13643	105681
69447	92310	33593	2	70301	64289	17987	84312	152746	79541	145412	3194
69447	106951	121439	2	70301	93571	32628	84312	152746	79541	116130	61758
69447	121592	48234	2	70301	122853	47269	84312	152746	79541	86848	120322
69447	136233	136080	2	70301	152135	61910	84312	152746	79541	57566	17835
69447	150874	62875	2	70301	20366	76551	84312	152746	79541	28284	76399
69469	1538	136366	6	54934	66720	19879	18785	3300	32582	26843	118595
69469	16179	63161	6	54934	96002	34520	18785	3300	32582	158612	16108
69469	30820	151007	6	54934	125284	49161	18785	3300	32582	129330	74672
69469	45461	77802	6	54934	154566	63802	18785	3300	32582	100048	133236
69469	60102	4597	6	54934	22797	78443	18785	3300	32582	70766	30749
69469	74743	92443	6	54934	52079	93084	18785	3300	32582	41484	89313
69469	89384	19238	6	54934	81361	107725	18785	3300	32582	12202	147877
69469	104025	107084	6	54934	110643	122366	18785	3300	32582	143971	45390
69469	118666	33879	6	54934	139925	137007	18785	3300	32582	114689	103954
69469	133307	121725	6	54934	8156	151648	18785	3300	32582	85407	1467
69469	147948	48520	6	54934	37438	5238	18785	3300	32582	56125	60031
73726	11306	109603	3	156211	120191	155223	37716	27698	159467	154047	39142
73726	25947	36398	3	156211	149473	8813	37716	27698	159467	124765	97706
73726	40588	124244	3	156211	17704	23454	37716	27698	159467	95483	156270
73726	55229	51039	3	156211	46986	38095	37716	27698	159467	66201	53783
73726	69870	138885	3	156211	76268	52736	37716	27698	159467	36919	112347
73726	84511	65680	3	156211	105550	67377	37716	27698	159467	7637	9860
73726	99152	153526	3	156211	134832	82018	37716	27698	159467	139406	68424
73726	113793	80321	3	156211	3063	96659	37716	27698	159467	110124	126988
73726	128434	7116	3	156211	32345	111300	37716	27698	159467	80842	24501
73726	143075	94962	3	156211	61627	125941	37716	27698	159467	51560	83065
73726	157716	21757	3	156211	90909	140582	37716	27698	159467	22278	141629
75288	2781	160852	7	75141	91074	14214	102363	79233	81818	1169	141805
75288	17422	87647	7	75141	120356	28855	102363	79233	81818	132938	39318
75288	32063	14442	7	75141	149638	43496	102363	79233	81818	103656	97882
75288	46704	102288	7	75141	17869	58137	102363	79233	81818	74374	156446
75288	61345	29083	7	75141	47151	72778	102363	79233	81818	45092	53959
75288	75986	116929	7	75141	76433	87419	102363	79233	81818	15810	112523
75288	90627	43724	7	75141	105715	102060	102363	79233	81818	147579	10036
75288	105268	131570	7	75141	134997	116701	102363	79233	81818	118297	68600
75288	119909	58365	7	75141	3228	131342	102363	79233	81818	89015	127164
75288	134550	146211	7	75141	32510	145983	102363	79233	81818	59733	24677
75288	149191	73006	7	75141	61792	160624	102363	79233	81818	30451	83241
78390	10965	62347	5	101519	74299	4897	114716	24772	33792	29153	12896
78390	25606	150193	5	101519	103581	19538	114716	24772	33792	160922	71460
78390	40247	76988	5	101519	132863	34179	114716	24772	33792	131640	130024
78390	54888	3783	5	101519	1094	48820	114716	24772	33792	102358	27537
78390	69529	91629	5	101519	30376	63461	114716	24772	33792	73076	86101
78390	84170	18424	5	101519	59658	78102	114716	24772	33792	43794	144665
78390	98811	106270	5	101519	88940	92743	114716	24772	33792	14512	42178
78390	113452	33065	5	101519	118222	107384	114716	24772	33792	146281	100742
78390	128093	120911	5	101519	147504	122025	114716	24772	33792	116999	159306
78390	142734	47706	5	101519	15735	136666	114716	24772	33792	87717	56819
78390	157375	135552	5	101519	45017	151307	114716	24772	33792	58435	115383
79006	5179	95237	1	28072	132874	4666	38816	100738	45672	33509	75387
79006	19820	22032	1	28072	1105	19307	38816	100738	45672	4227	133951
79006	34461	109878	1	28072	30387	33948	38816	100738	45672	135996	31464
79006	49102	36673	1	28072	59669	48589	38816	100738	45672	106714	90028
79006	63743	124519	1	28072	88951	63230	38816	100738	45672	77432	148592
79006	78384	51314	1	28072	118233	77871	38816	100738	45672	48150	46105
79006	93025	139160	1	28072	147515	92512	38816	100738	45672	18868	104669
79006	107666	65955	1	28072	15746	107153	38816	100738	45672	150637	2182
79006	122307	153801	1	28072	45028	121794	38816	100738	45672	121355	60746
79006	136948	80596	1	28072	74310	136435	38816	100738	45672	92073	119310
79006	151589	7391	1	28072	103592	151076	38816	100738	45672	62791	16823
81107	8424	56616	4	21659	77885	157060	91077	136884	49038	21750	12005
81107	23065	144462	4	21659	107167	10650	91077	136884	49038	153519	70569
81107	37706	71257	4	21659	136449	25291	91077	136884	49038	124237	129133
81107	52347	159103	4	21659	4680	39932	91077	136884	49038	94955	26646
81107	66988	85898	4	21659	33962	54573	91077	136884	49038	65673	85210
81107	81629	12693	4	21659	63244	69214	91077	136884	49038	36391	143774
81107	96270	100539	4	21659	92526	83855	91077	136884	49038	7109	41287
81107	110911	27334	4	21659	121808	98496	91077	136884	49038	138878	99851
81107	125552	115180	4	21659	151090	113137	91077	136884	49038	109596	158415
81107	140193	41975	4	21659	19321	127778	91077	136884	49038	80314	55928
81107	154834	129821	4	21659	48603	142419	91077	136884	49038	51032	114492
83307	5784	91772	0	114829	26438	10892	121866	82313	93379	74308	13963
83307	20425	18567	0	114829	55720	25533	121866	82313	93379	45026	72527
83307	35066	106413	0	114829	85002	40174	121866	82313	93379	15744	131091
83307	49707	33208	0	114829	114284	54815	121866	82313	93379	147513	28604
83307	64348	121054	0	114829	143566	69456	121866	82313	93379	118231	87168
83307	78989	47849	0	114829	11797	84097	121866	82313	93379	88949	145732
83307	93630	135695	0	114829	41079	98738	121866	82313	93379	59667	43245
83307	108271	62490	0	114829	70361	113379	121866	82313	93379	30385	101809
83307	122912	150336	0	114829	99643	128020	121866	82313	93379	1103	160373
83307	137553	77131	0	114829	128925	142661	121866	82313	93379	132872	57886
83307	152194	3926	0	114829	158207	157302	121866	82313	93379	103590	116450
84088	4464	106798	2	70301	5725	76551	40389	152746	79541	57566	91040
84088	19105	33593	2	70301	35007	91192	40389	152746	79541	28284	149604
84088	33746	121439	2	70301	64289	105833	40389	152746	79541	160053	47117
84088	48387	48234	2	70301	93571	120474	40389	152746	79541	130771	105681
84088	63028	136080	2	70301	122853	135115	40389	152746	79541	101489	3194
84088	77669	62875	2	70301	152135	149756	40389	152746	79541	72207	61758
84088	92310	150721	2	70301	20366	3346	40389	152746	79541	42925	120322
84088	106951	77516	2	70301	49648	17987	40389	152746	79541	13643	17835
84088	121592	4311	2	70301	78930	32628	40389	152746	79541	145412	76399
84088	136233	92157	2	70301	108212	47269	40389	152746	79541	116130	134963
84088	150874	18952	2	70301	137494	61910	40389	152746	79541	86848	32476
84110	1538	92443	6	54934	22797	5238	135913	3300	32582	85407	74672
84110	16179	19238	6	54934	52079	19879	135913	3300	32582	56125	133236
84110	30820	107084	6	54934	81361	34520	135913	3300	32582	26843	30749
84110	45461	33879	6	54934	110643	49161	135913	3300	32582	158612	89313
84110	60102	121725	6	54934	139925	63802	135913	3300	32582	129330	147877
84110	74743	48520	6	54934	8156	78443	135913	3300	32582	100048	45390
84110	89384	136366	6	54934	37438	93084	135913	3300	32582	70766	103954
84110	104025	63161	6	54934	66720	107725	135913	3300	32582	41484	1467
84110	118666	151007	6	54934	96002	122366	135913	3300	32582	12202	60031
84110	133307	77802	6	54934	125284	137007	135913	3300	32582	143971	118595
84110	147948	4597	6	54934	154566	151648	135913	3300	32582	114689	16108
88367	11306	65680	3	156211	76268	140582	154844	27698	159467	51560	156270
88367	25947	153526	3	156211	105550	155223	154844	27698	159467	22278	53783
88367	40588	80321	3	156211	134832	8813	154844	27698	159467	154047	112347
88367	55229	7116	3	156211	3063	23454	154844	27698	159467	124765	9860
88367	69870	94962	3	156211	32345	38095	154844	27698	159467	95483	68424
88367	84511	21757	3	156211	61627	52736	154844	27698	159467	66201	126988
88367	99152	109603	3	156211	90909	67377	154844	27698	159467	36919	24501
88367	113793	36398	3	156211	120191	82018	154844	27698	159467	7637	83065
88367	128434	124244	3	156211	149473	96659	154844	27698	159467	139406	141629
88367	143075	51039	3	156211	17704	111300	154844	27698	159467	110124	39142
88367	157716	138885	3	156211	46986	125941	154844	27698	159467	80842	97706
89929	2781	116929	7	75141	47151	160624	58440	79233	81818	59733	97882
89929	17422	43724	7	75141	76433	14214	58440	79233	81818	30451	156446
89929	32063	131570	7	75141	105715	28855	58440	79233	81818	1169	53959
89929	46704	58365	7	75141	134997	43496	58440	79233	81818	132938	112523
89929	61345	146211	7	75141	3228	58137	58440	79233	81818	103656	10036
89929	75986	73006	7	75141	32510	72778	58440	79233	81818	74374	68600
89929	90627	160852	7	75141	61792	87419	58440	79233	81818	45092	127164
89929	105268	87647	7	75141	91074	102060	58440	79233	81818	15810	24677
89929	119909	14442	7	75141	120356	116701	58440	79233	81818	147579	83241
89929	134550	102288	7	75141	149638	131342	58440	79233	81818	118297	141805
89929	149191	29083	7	75141	17869	145983	58440	79233	81818	89015	39318
93031	10965	18424	5	101519	30376	151307	70793	24772	33792	87717	130024
93031	25606	106270	5	101519	59658	4897	70793	24772	33792	58435	27537
93031	40247	33065	5	101519	88940	19538	70793	24772	33792	29153	86101
93031	54888	120911	5	101519	118222	34179	70793	24772	33792	160922	144665
93031	69529	47706	5	101519	147504	48820	70793	24772	33792	131640	42178
93031	84170	135552	5	101519	15735	63461	70793	24772	33792	102358	100742
93031	98811	62347	5	101519	45017	78102	70793	24772	33792	73076	159306
93031	113452	150193	5	101519	74299	92743	70793	24772	33792	43794	56819
93031	128093	76988	5	101519	103581	107384	70793	24772	33792	14512	115383
93031	142734	3783	5	101519	132863	122025	70793	24772	33792	146281	12896
93031	157375	91629	5	101519	1094	136666	70793	24772	33792	116999	71460
93647	5179	51314	1	28072	88951	151076	155944	100738	45672	92073	31464
93647	19820	139160	1	28072	118233	4666	155944	100738	45672	62791	90028
93647	34461	65955	1	28072	147515	19307	155944	100738	45672	33509	148592
93647	49102	153801	1	28072	15746	33948	155944	100738	45672	4227	46105
93647	63743	80596	1	28072	45028	48589	155944	100738	45672	135996	104669
93647	78384	7391	1	28072	74310	63230	155944	100738	45672	106714	2182
93647	93025	95237	1	28072	103592	77871	155944	100738	45672	77432	60746
93647	107666	22032	1	28072	132874	92512	155944	100738	45672	48150	119310
93647	122307	109878	1	28072	1105	107153	155944	100738	45672	18868	16823
93647	136948	36673	1	28072	30387	121794	155944	100738	45672	150637	75387
93647	151589	124519	1	28072	59669	136435	155944	100738	45672	121355	133951
95748	8424	12693	4	21659	33962	142419	47154	136884	49038	80314	129133
95748	23065	100539	4	21659	63244	157060	47154	136884	49038	51032	26646
95748	37706	27334	4	21659	92526	10650	47154	136884	49038	21750	85210
95748	52347	115180	4	21659	121808	25291	47154	136884	49038	153519	143774
95748	66988	41975	4	21659	151090	39932	47154	136884	49038	124237	41287
95748	81629	129821	4	21659	19321	54573	47154	136884	49038	94955	99851
95748	96270	56616	4	21659	48603	69214	47154	136884	49038	65673	158415
95748	110911	144462	4	21659	77885	83855	47154	136884	49038	36391	55928
95748	125552	71257	4	21659	107167	98496	47154	136884	49038	7109	114492
95748	140193	159103	4	21659	136449	113137	47154	136884	49038	138878	12005
95748	154834	85898	4	21659	4680	127778	47154	136884	49038	109596	70569
97948	5784	47849	0	114829	143566	157302	77943	82313	93379	132872	131091
97948	20425	135695	0	114829	11797	10892	77943	82313	93379	103590	28604
97948	35066	62490	0	114829	41079	25533	77943	82313	93379	74308	87168
97948	49707	150336	0	114829	70361	40174	77943	82313	93379	45026	145732
97948	64348	77131	0	114829	99643	54815	77943	82313	93379	15744	43245
97948	78989	3926	0	114829	128925	69456	77943	82313	93379	147513	101809
97948	93630	91772	0	114829	158207	84097	77943	82313	93379	118231	160373
97948	108271	18567	0	114829	26438	98738	77943	82313	93379	88949	57886
97948	122912	106413	0	114829	55720	113379	77943	82313	93379	59667	116450
97948	137553	33208	0	114829	85002	128020	77943	82313	93379	30385	13963
97948	152194	121054	0	114829	114284	142661	77943	82313	93379	1103	72527
98729	4464	62875	2	70301	122853	61910	157517	152746	79541	116130	47117
98729	19105	150721	2	70301	152135	76551	157517	152746	79541	86848	105681
98729	33746	77516	2	70301	20366	91192	157517	152746	79541	57566	3194
98729	48387	4311	2	70301	49648	105833	157517	152746	79541	28284	61758
98729	63028	92157	2	70301	78930	120474	157517	152746	79541	160053	120322
98729	77669	18952	2	70301	108212	135115	157517	152746	79541	130771	17835
98729	92310	106798	2	70301	137494	149756	157517	152746	79541	101489	76399
98729	106951	33593	2	70301	5725	3346	157517	152746	79541	72207	134963
98729	121592	121439	2	70301	35007	17987	157517	152746	79541	42925	32476
98729	136233	48234	2	70301	64289	32628	157517	152746	79541	13643	91040
98729	150874	136080	2	70301	93571	47269	157517	152746	79541	145412	149604
98751	1538	48520	6	54934	139925	151648	91990	3300	32582	143971	30749
98751	16179	136366	6	54934	8156	5238	91990	3300	32582	114689	89313
98751	30820	63161	6	54934	37438	19879	91990	3300	32582	85407	147877
98751	45461	151007	6	54934	66720	34520	91990	3300	32582	56125	45390
98751	60102	77802	6	54934	96002	49161	91990	3300	32582	26843	103954
98751	74743	4597	6	54934	125284	63802	91990	3300	32582	158612	1467
98751	89384	92443	6	54934	154566	78443	91990	3300	32582	129330	60031
98751	104025	19238	6	54934	22797	93084	91990	3300	32582	100048	118595
98751	118666	107084	6	54934	52079	107725	91990	3300	32582	70766	16108
98751	133307	33879	6	54934	81361	122366	91990	3300	32582	41484	74672
98751	147948	121725	6	54934	110643	137007	91990	3300	32582	12202	133236
103008	11306	21757	3	156211	32345	125941	110921	27698	159467	110124	112347
103008	25947	109603	3	156211	61627	140582	110921	27698	159467	80842	9860
103008	40588	36398	3	156211	90909	155223	110921	27698	159467	51560	68424
103008	55229	124244	3	156211	120191	8813	110921	27698	159467	22278	126988
103008	69870	51039	3	156211	149473	23454	110921	27698	159467	154047	24501
103008	84511	138885	3	156211	17704	38095	110921	27698	159467	124765	83065
103008	99152	65680	3	156211	46986	52736	110921	27698	159467	95483	141629
103008	113793	153526	3	156211	76268	67377	110921	27698	159467	66201	39142
103008	128434	80321	3	156211	105550	82018	110921	27698	159467	36919	97706
103008	143075	7116	3	156211	134832	96659	110921	27698	159467	7637	156270
103008	157716	94962	3	156211	3063	111300	110921	27698	159467	139406	53783
104570	2781	73006	7	75141	3228	145983	14517	79233	81818	118297	53959
104570	17422	160852	7	75141	32510	160624	14517	79233	81818	89015	112523
104570	32063	87647	7	75141	61792	14214	14517	79233	81818	59733	10036
104570	46704	14442	7	75141	91074	28855	14517	79233	81818	30451	68600
104570	61345	102288	7	75141	120356	43496	14517	79233	81818	1169	127164
104570	75986	29083	7	75141	149638	58137	14517	79233	81818	132938	24677
104570	90627	116929	7	75141	17869	72778	14517	79233	81818	103656	83241
104570	105268	43724	7	75141	47151	87419	14517	79233	81818	74374	141805
104570	119909	131570	7	75141	76433	102060	14517	79233	81818	45092	39318
104570	134550	58365	7	75141	105715	116701	14517	79233	81818	15810	97882
104570	149191	146211	7	75141	134997	131342	14517	79233	81818	147579	156446
107672	10965	135552	5	101519	147504	136666	26870	24772	33792	146281	86101
107672	25606	62347	5	101519	15735	151307	26870	24772	33792	116999	144665
107672	40247	150193	5	101519	45017	4897	26870	24772	33792	87717	42178
107672	54888	76988	5	101519	74299	19538	26870	24772	33792	58435	100742
107672	69529	3783	5	101519	103581	34179	26870	24772	33792	29153	159306
107672	84170	91629	5	101519	132863	48820	26870	24772	33792	160922	56819
107672	98811	18424	5	101519	1094	63461	26870	24772	33792	131640	115383
107672	113452	106270	5	101519	30376	78102	26870	24772	33792	102358	12896
107672	128093	33065	5	101519	59658	92743	26870	24772	33792	73076	71460
107672	142734	120911	5	101519	88940	107384	26870	24772	33792	43794	130024
107672	157375	47706	5	101519	118222	122025	26870	24772	33792	14512	27537
108288	5179	7391	1	28072	45028	136435	112021	100738	45672	150637	148592
108288	19820	95237	1	28072	74310	151076	112021	100738	45672	121355	46105
108288	34461	22032	1	28072	103592	4666	112021	100738	45672	92073	104669
108288	49102	109878	1	28072	132874	19307	112021	100738	45672	62791	2182
108288	63743	36673	1	28072	1105	33948	112021	100738	45672	33509	60746
108288	78384	124519	1	28072	30387	48589	112021	100738	45672	4227	119310
108288	93025	51314	1	28072	59669	63230	112021	100738	45672	135996	16823
108288	107666	139160	1	28072	88951	77871	112021	100738	45672	106714	75387
108288	122307	65955	1	28072	118233	92512	112021	100738	45672	77432	133951
108288	136948	153801	1	28072	147515	107153	112021	100738	45672	48150	31464
108288	151589	80596	1	28072	15746	121794	112021	100738	45672	18868	90028
110389	8424	129821	4	21659	151090	127778	3231	136884	49038	138878	85210
110389	23065	56616	4	21659	19321	142419	3231	136884	49038	109596	143774
110389	37706	144462	4	21659	48603	157060	3231	136884	49038	80314	41287
110389	52347	71257	4	21659	77885	10650	3231	136884	49038	51032	99851
110389	66988	159103	4	21659	107167	25291	3231	136884	49038	21750	158415
110389	81629	85898	4	21659	136449	39932	3231	136884	49038	153519	55928
110389	96270	12693	4	21659	4680	54573	3231	136884	49038	124237	114492
110389	110911	100539	4	21659	33962	69214	3231	136884	49038	94955	12005
110389	125552	27334	4	21659	63244	83855	3231	136884	49038	65673	70569
110389	140193	115180	4	21659	92526	98496	3231	136884	49038	36391	129133
110389	154834	41975	4	21659	121808	113137	3231	136884	49038	7109	26646
112589	5784	3926	0	114829	99643	142661	34020	82313	93379	30385	87168
112589	20425	91772	0	114829	128925	157302	34020	82313	93379	1103	145732
112589	35066	18567	0	114829	158207	10892	34020	82313	93379	132872	43245
112589	49707	106413	0	114829	26438	25533	34020	82313	93379	103590	101809
112589	64348	33208	0	114829	55720	40174	34020	82313	93379	74308	160373
112589	78989	121054	0	114829	85002	54815	34020	82313	93379	45026	57886
112589	93630	47849	0	114829	114284	69456	34020	82313	93379	15744	116450
112589	108271	135695	0	114829	143566	84097	34020	82313	93379	147513	13963
112589	122912	62490	0	114829	11797	98738	34020	82313	93379	118231	72527
112589	137553	150336	0	114829	41079	113379	34020	82313	93379	88949	131091
112589	152194	77131	0	114829	70361	128020	34020	82313	93379	59667	28604
113370	4464	18952	2	70301	78930	47269	113594	152746	79541	13643	3194
113370	19105	106798	2	70301	108212	61910	113594	152746	79541	145412	61758
113370	33746	33593	2	70301	137494	76551	113594	152746	79541	116130	120322
113370	48387	121439	2	70301	5725	91192	113594	152746	79541	86848	17835
113370	63028	48234	2	70301	35007	105833	113594	152746	79541	57566	76399
113370	77669	136080	2	70301	64289	120474	113594	152746	79541	28284	134963
113370	92310	62875	2	70301	93571	135115	113594	152746	79541	160053	32476
113370	106951	150721	2	70301	122853	149756	113594	152746	79541	130771	91040
113370	121592	77516	2	70301	152135	3346	113594	152746	79541	101489	149604
113370	136233	4311	2	70301	20366	17987	113594	152746	79541	72207	47117
113370	150874	92157	2	70301	49648	32628	113594	152746	79541	42925	105681
113392	1538	4597	6	54934	96002	137007	48067	3300	32582	41484	147877
113392	16179	92443	6	54934	125284	151648	48067	3300	32582	12202	45390
113392	30820	19238	6	54934	154566	5238	48067	3300	32582	143971	103954
113392	45461	107084	6	54934	22797	19879	48067	3300	32582	114689	1467
113392	60102	33879	6	54934	52079	34520	48067	3300	32582	85407	60031
113392	74743	121725	6	54934	81361	49161	48067	3300	32582	56125	118595
113392	89384	48520	6	54934	110643	63802	48067	3300	32582	26843	16108
113392	104025	136366	6	54934	139925	78443	48067	3300	32582	158612	74672
113392	118666	63161	6	54934	8156	93084	48067	3300	32582	129330	133236
113392	133307	151007	6	54934	37438	107725	48067	3300	32582	100048	30749
113392	147948	77802	6	54934	66720	122366	48067	3300	32582	70766	89313
117649	11306	138885	3	156211	149473	111300	66998	27698	159467	7637	68424
117649	25947	65680	3	156211	17704	125941	66998	27698	159467	139406	126988
117649	40588	153526	3	156211	46986	140582	66998	27698	159467	110124	24501
117649	55229	80321	3	156211	76268	155223	66998	27698	159467	80842	83065
117649	69870	7116	3	156211	105550	8813	66998	27698	159467	51560	141629
117649	84511	94962	3	156211	134832	23454	66998	27698	159467	22278	39142
117649	99152	21757	3	156211	3063	38095	66998	27698	159467	154047	97706
117649	113793	109603	3	156211	32345	52736	66998	27698	159467	124765	156270
117649	128434	36398	3	156211	61627	67377	66998	27698	159467	95483	53783
117649	143075	124244	3	156211	90909	82018	66998	27698	159467	66201	112347
117649	157716	51039	3	156211	120191	96659	66998	27698	159467	36919	9860
119211	2781	29083	7	75141	120356	131342	131645	79233	81818	15810	10036
119211	17422	116929	7	75141	149638	145983	131645	79233	81818	147579	68600
119211	32063	43724	7	75141	17869	160624	131645	79233	81818	118297	127164
119211	46704	131570	7	75141	47151	14214	131645	79233	81818	89015	24677
119211	61345	58365	7	75141	76433	28855	131645	79233	81818	59733	83241
119211	75986	146211	7	75141	105715	43496	131645	79233	81818	30451	141805
119211	90627	73006	7	75141	134997	58137	131645	79233	81818	1169	39318
119211	105268	160852	7	75141	3228	72778	131645	79233	81818	132938	97882
119211	119909	87647	7	75141	32510	87419	131645	79233	81818	103656	156446
119211	134550	14442	7	75141	61792	102060	131645	79233	81818	74374	53959
119211	149191	102288	7	75141	91074	116701	131645	79233	81818	45092	112523
122313	10965	91629	5	101519	103581	122025	143998	24772	33792	43794	42178
122313	25606	18424	5	101519	132863	136666	143998	24772	33792	14512	100742
122313	40247	106270	5	101519	1094	151307	143998	24772	33792	146281	159306
122313	54888	33065	5	101519	30376	4897	143998	24772	33792	116999	56819
122313	69529	120911	5	101519	59658	19538	143998	24772	33792	87717	115383
122313	84170	47706	5	101519	88940	34179	143998	24772	33792	58435	12896
122313	98811	135552	5	101519	118222	48820	143998	24772	33792	29153	71460
122313	113452	62347	5	101519	147504	63461	143998	24772	33792	160922	130024
122313	128093	150193	5	101519	15735	78102	143998	24772	33792	131640	27537
122313	142734	76988	5	101519	45017	92743	143998	24772	33792	102358	86101
122313	157375	3783	5	101519	74299	107384	143998	24772	33792	73076	144665
122929	5179	124519	1	28072	1105	121794	68098	100738	45672	48150	104669
122929	19820	51314	1	28072	30387	136435	68098	100738	45672	18868	2182
122929	34461	139160	1	28072	59669	151076	68098	100738	45672	150637	60746
122929	49102	65955	1	28072	88951	4666	68098	100738	45672	121355	119310
122929	63743	153801	1	28072	118233	19307	68098	100738	45672	92073	16823
122929	78384	80596	1	28072	147515	33948	68098	100738	45672	62791	75387
122929	93025	7391	1	28072	15746	48589	68098	100738	45672	33509	133951
122929	107666	95237	1	28072	45028	63230	68098	100738	45672	4227	31464
122929	122307	22032	1	28072	74310	77871	68098	100738	45672	135996	90028
122929	136948	109878	1	28072	103592	92512	68098	100738	45672	106714	148592
122929	151589	36673	1	28072	132874	107153	68098	100738	45672	77432	46105
125030	8424	85898	4	21659	107167	113137	120359	136884	49038	36391	41287
125030	23065	12693	4	21659	136449	127778	120359	136884	49038	7109	99851
125030	37706	100539	4	21659	4680	142419	120359	136884	49038	138878	158415
125030	52347	27334	4	21659	33962	157060	120359	136884	49038	109596	55928
125030	66988	115180	4	21659	63244	10650	120359	136884	49038	80314	114492
125030	81629	41975	4	21659	92526	25291	120359	136884	49038	51032	12005
125030	96270	129821	4	21659	121808	39932	120359	136884	49038	21750	70569
125030	110911	56616	4	21659	151090	54573	120359	136884	49038	153519	129133
125030	125552	144462	4	21659	19321	69214	120359	136884	49038	124237	26646
125030	140193	71257	4	21659	48603	83855	120359	136884	49038	94955	85210
125030	154834	159103	4	21659	77885	98496	120359	136884	49038	65673	143774
127230	5784	121054	0	114829	55720	128020	151148	82313	93379	88949	43245
127230	20425	47849	0	114829	85002	142661	151148	82313	93379	59667	101809
127230	35066	135695	0	114829	114284	157302	151148	82313	93379	30385	160373
127230	49707	62490	0	114829	143566	10892	151148	82313	93379	1103	57886
127230	64348	150336	0	114829	11797	25533	151148	82313	93379	132872	116450
127230	78989	77131	0	114829	41079	40174	151148	82313	93379	103590	13963
127230	93630	3926	0	114829	70361	54815	151148	82313	93379	74308	72527
127230	108271	91772	0	114829	99643	69456	151148	82313	93379	45026	131091
127230	122912	18567	0	114829	128925	84097	151148	82313	93379	15744	28604
127230	137553	106413	0	114829	158207	98738	151148	82313	93379	147513	87168
127230	152194	33208	0	114829	26438	113379	151148	82313	93379	118231	145732
128011	4464	136080	2	70301	35007	32628	69671	152746	79541	72207	120322
128011	19105	62875	2	70301	64289	47269	69671	152746	79541	42925	17835
128011	33746	150721	2	70301	93571	61910	69671	152746	79541	13643	76399
128011	48387	77516	2	70301	122853	76551	69671	152746	79541	145412	134963
128011	63028	4311	2	70301	152135	91192	69671	152746	79541	116130	32476
128011	77669	92157	2	70301	20366	105833	69671	152746	79541	86848	91040
128011	92310	18952	2	70301	49648	120474	69671	152746	79541	57566	149604
128011	106951	106798	2	70301	78930	135115	69671	152746	79541	28284	47117
128011	121592	33593	2	70301	108212	149756	69671	152746	79541	160053	105681
128011	136233	121439	2	70301	137494	3346	69671	152746	79541	130771	3194
128011	150874	48234	2	70301	5725	17987	69671	152746	79541	101489	61758
128033	1538	121725	6	54934	52079	122366	4144	3300	32582	100048	103954
128033	16179	48520	6	54934	81361	137007	4144	3300	32582	70766	1467
128033	30820	136366	6	54934	110643	151648	4144	3300	32582	41484	60031
128033	45461	63161	6	54934	139925	5238	4144	3300	32582	12202	118595
128033	60102	151007	6	54934	8156	19879	4144	3300	32582	143971	16108
128033	74743	77802	6	54934	37438	34520	4144	3300	32582	114689	74672
128033	89384	4597	6	54934	66720	49161	4144	3300	32582	85407	133236
128033	104025	92443	6	54934	96002	63802	4144	3300	32582	56125	30749
128033	118666	19238	6	54934	125284	78443	4144	3300	32582	26843	89313
128033	133307	107084	6	54934	154566	93084	4144	3300	32582	158612	147877
128033	147948	33879	6	54934	22797	107725	4144	3300	32582	129330	45390
132290	11306	94962	3	156211	105550	96659	23075	27698	159467	66201	24501
132290	25947	21757	3	156211	134832	111300	23075	27698	159467	36919	83065
132290	40588	109603	3	156211	3063	125941	23075	27698	159467	7637	141629
132290	55229	36398	3	156211	32345	140582	23075	27698	159467	139406	39142
132290	69870	124244	3	156211	61627	155223	23075	27698	159467	110124	97706
