2.0.1095.1-15.1-b4|-1095|1,0,1,0,1,0,-10,0,-10,0|2,4|1
2.0.1095.1-15.1-b5|-1095|1,0,1,0,1,0,-5,0,2,0|2,4|1
2.0.11.1-10275.10-a2|-11|1,1,0,0,1,1,76,-87,-648,188|6|0
2.0.11.1-10275.10-a4|-11|1,1,0,0,1,1,11,-7,-3,11|6|0
2.0.11.1-10275.3-a2|-11|0,1,1,-1,0,1,-9,85,-459,-189|6|0
2.0.11.1-10275.3-a4|-11|0,1,1,-1,0,1,6,5,9,-12|6|0
2.0.11.1-1035.5-a5|-11|0,1,1,0,0,1,-5,0,6,-1|2,4|0
2.0.11.1-1035.6-b4|-11|1,1,1,0,0,1,-2,3,-18,6|2,4|0
2.0.11.1-1035.7-b4|-11|0,1,-1,-1,1,0,1,-3,-13,-3|2,4|0
2.0.11.1-1035.8-a5|-11|1,1,1,-1,1,1,-5,-2,5,0|2,4|0
2.0.11.1-10404.2-b3|-11|1,0,0,0,0,0,-114,0,-396,0|2,4|1
2.0.11.1-10404.2-b4|-11|1,0,0,0,0,0,-34,0,68,0|8|1
2.0.11.1-10404.2-c1|-11|1,0,0,0,1,0,-216,0,2062,0|6|1
2.0.11.1-10404.2-c4|-11|1,0,0,0,1,0,-256,0,1550,0|6|1
2.0.11.1-10575.10-a3|-11|1,0,1,-1,0,1,-8,4,18,2|2,4|0
2.0.11.1-10575.10-c5|-11|0,1,-1,1,0,0,-4,-20,82,5|2,4|0
2.0.11.1-10575.10-e1|-11|1,0,0,0,0,1,-221616,167182,-13806456,39845738|6|0
2.0.11.1-10575.10-e3|-11|1,0,0,0,0,1,-13851,10447,-216438,623351|2,6|0
2.0.11.1-10575.10-e6|-11|1,0,0,0,0,1,-661,662,-9421,11463|6|0
2.0.11.1-10575.10-e8|-11|1,0,0,0,0,1,-17126,10272,177252,522656|6|0
2.0.11.1-10575.9-b3|-11|1,0,0,1,1,1,-4,-5,20,-3|2,4|0
2.0.11.1-10575.9-d5|-11|1,1,0,1,1,0,-26,19,29,-9|2,4|0
2.0.11.1-10575.9-e1|-11|1,0,0,0,1,1,-3404,-10448,406913,-623352|2,6|0
2.0.11.1-10575.9-e5|-11|1,0,0,0,1,1,1,-663,2042,-11464|6|0
2.0.11.1-10575.9-e7|-11|1,0,0,0,1,1,-6854,-10273,699908,-522657|6|0
2.0.11.1-10575.9-e8|-11|1,0,0,0,1,1,-54434,-167183,26039282,-39845739|6|0
2.0.11.1-10620.5-a6|-11|1,1,1,-1,1,1,-87,-3,303,13|2,4|0
2.0.11.1-10620.8-b5|-11|0,1,1,0,0,1,-88,1,317,-14|2,4|0
2.0.11.1-1068.1-a1|-11|1,1,0,1,1,1,-2,-2,2,-2|5|0
2.0.11.1-1068.4-a1|-11|0,1,-1,1,1,1,0,-1,0,-1|5|0
2.0.11.1-10780.1-a2|-11|0,1,-1,-1,0,1,16,-31,91,-45|5|0
2.0.11.1-10780.2-b2|-11|1,1,1,0,0,0,-18,32,28,76|5|0
2.0.11.1-108.2-a1|-11|1,0,-1,1,1,1,4,-9,27,-8|6|0
2.0.11.1-108.2-a4|-11|1,0,-1,1,1,1,-26,1,105,-16|6|0
2.0.11.1-108.2-a5|-11|1,1,-1,1,1,1,-11,1,5,-9|6|1
2.0.11.1-108.2-a6|-11|1,1,-1,1,1,1,-131,41,485,-337|6|1
2.0.11.1-108.3-a2|-11|1,0,0,-1,0,1,-4,8,20,7|6|0
2.0.11.1-108.3-a3|-11|1,0,0,-1,0,1,-24,-2,90,15|6|0
2.0.11.1-108.3-a5|-11|0,1,1,1,1,0,-8,-3,5,-2|6|1
2.0.11.1-108.3-a6|-11|0,1,1,1,1,0,-88,-43,277,206|6|1
2.0.11.1-10800.5-d1|-11|0,0,0,1,0,0,-9,2,-10,0|6|0
2.0.11.1-10800.5-d3|-11|0,0,0,1,0,0,-24,12,8,-32|6|0
2.0.11.1-10800.5-e1|-11|0,0,0,1,0,0,-72,-96,2144,-692|6|0
2.0.11.1-10800.5-e4|-11|0,0,0,1,0,0,63,39,308,-98|2,6|0
2.0.11.1-10800.5-e5|-11|0,0,0,1,0,0,213,214,-4102,757|6|0
2.0.11.1-10800.5-e8|-11|0,0,0,1,0,0,1008,579,24149,-8171|6|0
2.0.11.1-10800.5-f1|-11|0,0,0,1,0,0,-11280,1915,-447667,109621|6|0
2.0.11.1-10800.5-f5|-11|0,0,0,1,0,0,120,440,-26752,-564|6|0
2.0.11.1-10800.5-f6|-11|0,0,0,1,0,0,-1515,-290,13178,10333|6|0
